행정동코드,행정동명,시군구명,자치구명,연도,총인구수,65세이상인구,고령화율,독거노인수,독거노인수_2018,독거노인비율,의료기관수,시설수,포화도,취약도지수,인프라갭,고령화율_변화,연령가중수요지수,수요공급갭지수,독거취약수요지수,인구_65-69,인구_70-74,인구_75-79,인구_80-84,인구_85이상,인구_60대,인구_70대,인구_80세이상,비율_65-69세,비율_70-74세,비율_75-79세,비율_80-84세,비율_85세이상,비율_70대,비율_80세이상,요양수요가속도
1150059100,화곡제6동,강서구,강서구,2023,24990,4199,16.8,1053.0,721.0,25.08,0.0,21,0.875,4.213,4199.0,0.92,1.2178,232.4337,1.5232,1662,1105,654,468,309,1662,1759,778,39.59,26.32,15.58,11.15,7.36,41.89,18.53,37.88
1150059300,화곡제8동,강서구,강서구,2023,23977,4596,19.17,1132.0,821.0,24.63,0.0,21,0.875,4.722,4596.0,0.9,1.2147,253.7619,1.5139,1618,1232,911,553,280,1618,2143,835,35.22,26.82,19.83,12.04,6.09,46.63,18.17,32.12
1150060300,가양제1동,강서구,강서구,2023,34096,3337,9.79,584.0,359.0,17.5,3.0,21,0.875,1.713,834.25,0.64,1.221,162.9791,1.4347,1444,760,496,359,274,1444,1256,637,43.32,22.8,14.88,10.77,8.22,37.64,19.09,48.66
1150060400,가양제2동,강서구,강서구,2023,13785,4412,32.01,1982.0,1209.0,44.92,1.0,21,0.875,14.379,2206.0,2.12,1.2425,238.3439,1.8006,1613,1070,722,555,451,1613,1792,1007,36.57,24.26,16.37,12.58,10.22,40.62,22.82,49.43
1150060500,가양제3동,강서구,강서구,2023,14504,3875,26.72,1515.0,960.0,39.1,0.0,21,0.875,10.448,3875.0,1.65,1.2342,217.3875,1.7168,1322,988,704,527,331,1322,1692,861,34.14,25.52,18.18,13.61,8.55,43.66,22.22,45.62
1150061100,발산제1동,강서구,강서구,2023,35942,5205,14.48,1095.0,644.0,21.04,8.0,21,0.875,3.047,578.33,0.9,1.2326,213.8561,1.4919,1811,1316,987,636,452,1811,2303,1091,34.81,25.3,18.97,12.23,8.69,44.25,20.96,53.08
1150061500,우장산동,강서구,강서구,2023,43348,6311,14.56,1011.0,773.0,16.02,3.0,21,0.875,2.333,1577.75,0.77,1.2114,305.8058,1.4055,2388,1703,1144,676,398,2388,2847,1076,37.85,26.99,18.13,10.71,6.31,45.11,17.05,26.84
1150062000,공항동,강서구,강서구,2023,30225,4431,14.66,1081.0,782.0,24.4,2.0,21,0.875,3.577,1477.0,0.63,1.2313,227.3288,1.5317,1661,1048,797,546,378,1661,1845,925,37.49,23.66,17.99,12.33,8.53,41.64,20.88,32.38
1150063000,방화제1동,강서구,강서구,2023,42548,7096,16.68,1368.0,981.0,19.28,6.0,21,0.875,3.216,1013.71,1.03,1.2231,309.9685,1.4589,2702,1829,1199,788,572,2702,3028,1366,38.11,25.8,16.91,11.11,8.07,42.67,19.25,33.25
1150064000,방화제2동,강서구,강서구,2023,23042,5068,21.99,1667.0,1150.0,32.89,1.0,21,0.875,7.233,2534.0,0.98,1.2431,273.9144,1.652,1790,1188,897,693,497,1790,2085,1193,35.34,23.46,17.71,13.68,9.81,41.14,23.54,37.13
1150064100,방화제3동,강서구,강서구,2023,22344,5565,24.91,1992.0,1307.0,35.8,0.0,21,0.875,8.918,5565.0,1.53,1.2468,315.3837,1.6932,1906,1392,959,709,596,1906,2351,1308,34.27,25.03,17.24,12.75,10.72,42.25,23.5,42.14
1153051000,신도림동,구로구,구로구,2023,35799,5028,14.05,682.0,553.0,13.56,0.0,11,0.912,1.905,5028.0,0.78,1.2184,510.5096,1.3836,1906,1352,850,545,373,1906,2202,920,37.92,26.9,16.91,10.84,7.42,43.79,18.3,20.97
1153052000,구로제1동,구로구,구로구,2023,20618,2915,14.14,433.0,307.0,14.85,0.0,11,0.912,2.1,2915.0,1.1,1.2152,295.1923,1.3957,1290,695,436,264,229,1290,1131,494,44.27,23.85,14.96,9.06,7.86,38.8,16.95,34.39
1153053000,구로제2동,구로구,구로구,2023,23030,5730,24.88,1835.0,1500.0,32.02,2.0,11,0.912,7.967,1910.0,1.16,1.2357,505.7544,1.6314,1837,1418,1147,886,442,1837,2565,1328,32.06,24.75,20.02,15.46,7.71,44.76,23.18,20.16
1153054000,구로제3동,구로구,구로구,2023,23460,3564,15.19,883.0,713.0,24.78,1.0,11,0.912,3.764,1782.0,0.5,1.2367,339.0461,1.5432,1180,921,675,476,312,1180,1596,788,33.11,25.84,18.94,13.36,8.75,44.78,22.11,21.38
1153055000,구로제4동,구로구,구로구,2023,19100,4638,24.28,1511.0,1103.0,32.58,0.0,11,0.912,7.91,4638.0,1.33,1.2425,480.2262,1.6473,1438,1153,939,701,407,1438,2092,1108,31.0,24.86,20.25,15.11,8.78,45.11,23.89,31.47
1153056000,구로제5동,구로구,구로구,2023,29300,4890,16.69,1231.0,861.0,25.17,7.0,11,0.912,4.201,611.25,0.61,1.2309,316.7948,1.5407,1659,1222,1000,613,395,1659,2222,1009,33.93,24.99,20.45,12.54,8.08,45.44,20.63,35.75
1153059500,가리봉동,구로구,구로구,2023,8954,1965,21.95,939.0,819.0,47.79,3.0,11,0.912,10.49,491.25,0.62,1.2353,161.8243,1.8256,705,500,345,220,192,705,845,415,35.93,25.48,17.58,11.21,9.79,43.0,21.12,13.67
1153072000,고척제1동,구로구,구로구,2023,25738,4603,17.88,1036.0,770.0,22.51,5.0,11,0.912,4.025,767.17,-2.03,1.223,331.1452,1.4983,1717,1173,831,533,349,1717,2004,882,37.3,25.48,18.05,11.58,7.58,43.54,19.16,29.67
1153073000,고척제2동,구로구,구로구,2023,26138,5561,21.28,1494.0,984.0,26.87,2.0,11,0.912,5.718,1853.67,1.37,1.236,490.9569,1.5681,1886,1389,1047,756,481,1886,2436,1239,33.93,24.99,18.83,13.6,8.65,43.81,22.28,41.76
1153074000,개봉제1동,구로구,구로구,2023,33321,6747,20.25,1785.0,1314.0,26.46,6.0,11,0.912,5.358,963.86,1.07,1.2237,458.6836,1.5475,2383,1763,1240,870,488,2383,3003,1361,35.34,26.14,18.39,12.9,7.24,44.51,20.17,30.63
1153075000,개봉제2동,구로구,구로구,2023,30099,6830,22.69,1279.0,888.0,18.73,1.0,11,0.912,4.25,3415.0,1.43,1.2163,639.0253,1.4441,2483,1810,1266,827,441,2483,3076,1271,36.37,26.51,18.54,12.11,6.46,45.04,18.61,36.49
1153076000,개봉제3동,구로구,구로구,2023,19853,4497,22.65,1066.0,736.0,23.7,0.0,11,0.912,5.368,4497.0,1.27,1.2214,457.7196,1.5109,1683,1143,797,553,321,1683,1940,874,37.42,25.42,17.72,12.3,7.14,43.14,19.44,37.04
1153077000,오류제1동,구로구,구로구,2023,22655,4189,18.49,1184.0,857.0,28.26,3.0,11,0.912,5.225,1047.25,0.62,1.2332,344.3917,1.5817,1421,1092,728,609,338,1421,1820,948,33.93,26.07,17.38,14.54,8.07,43.45,22.63,32.32
1153078000,오류제2동,구로구,구로구,2023,37942,7446,19.62,1632.0,1243.0,21.92,1.0,11,0.912,4.301,3723.0,0.97,1.2336,706.5681,1.504,2412,1921,1494,1011,606,2412,3415,1619,32.4,25.81,20.07,13.58,8.14,45.86,21.74,27.23
1153079000,수궁동,구로구,구로구,2023,22967,4746,20.66,1205.0,779.0,25.39,0.0,11,0.912,5.246,4746.0,1.59,1.223,483.6965,1.5335,1734,1208,867,586,349,1734,2075,937,36.55,25.46,18.28,12.35,7.36,43.72,19.74,43.62
1154551000,가산동,금천구,금천구,2023,24198,2767,11.43,902.0,660.0,32.6,1.0,14,0.881,3.726,1383.5,0.38,1.2198,210.9492,1.6175,1033,695,515,329,194,1033,1210,524,37.35,25.13,18.62,11.89,7.01,43.73,18.94,31.24
1154561000,독산제1동,금천구,금천구,2023,46080,6197,13.45,1521.0,1133.0,24.54,3.0,14,0.881,3.301,1549.25,0.41,1.2264,422.2223,1.5274,2259,1501,1151,827,458,2259,2652,1286,36.46,24.23,18.58,13.35,7.39,42.79,20.75,29.45
1154562000,독산제2동,금천구,금천구,2023,18176,3670,20.19,1193.0,875.0,32.51,0.0,14,0.881,6.564,3670.0,1.39,1.2183,298.0774,1.6144,1388,957,631,430,261,1388,1588,694,37.85,26.1,17.21,11.73,7.12,43.27,18.91,31.0
1154563000,독산제3동,금천구,금천구,2023,24004,4757,19.82,1436.0,1082.0,30.19,4.0,14,0.881,5.984,951.4,1.03,1.2255,306.8265,1.5955,1772,1185,827,602,368,1772,2012,973,37.27,24.93,17.4,12.66,7.74,42.3,20.45,28.31
1154564000,독산제4동,금천구,금천구,2023,14863,3053,20.54,875.0,627.0,28.66,1.0,14,0.881,5.887,1526.5,1.2,1.2109,231.0549,1.5579,1114,832,558,376,172,1114,1390,549,36.5,27.26,18.28,12.32,5.64,45.53,17.98,33.33
1154567000,시흥제1동,금천구,금천구,2023,32363,6484,20.04,1971.0,1477.0,30.4,7.0,14,0.881,6.092,810.5,0.95,1.2316,362.9861,1.606,2240,1597,1250,865,527,2240,2847,1397,34.57,24.65,19.29,13.35,8.13,43.91,21.55,28.85
1154568000,시흥제2동,금천구,금천구,2023,20699,4363,21.08,1042.0,769.0,23.88,0.0,14,0.881,5.034,4363.0,1.54,1.2344,359.0458,1.5292,1586,995,820,587,372,1586,1815,962,36.38,22.82,18.81,13.46,8.53,41.6,22.05,30.38
1154569000,시흥제3동,금천구,금천구,2023,10483,2472,23.58,580.0,476.0,23.46,0.0,14,0.881,5.532,2472.0,1.39,1.2279,202.3579,1.516,862,654,423,348,185,862,1077,533,34.87,26.46,17.11,14.08,7.48,43.57,21.56,19.76
1154570000,시흥제4동,금천구,금천구,2023,19888,4395,22.1,1165.0,854.0,26.51,0.0,14,0.881,5.859,4395.0,1.43,1.2217,357.9581,1.5456,1588,1134,802,560,309,1588,1936,871,36.15,25.81,18.26,12.75,7.03,44.05,19.82,31.05
1154571000,시흥제5동,금천구,금천구,2023,18641,4535,24.33,1534.0,1195.0,33.83,0.0,14,0.881,8.231,4535.0,1.29,1.2461,376.7376,1.6677,1437,1124,858,680,434,1437,1982,1116,31.7,24.8,18.93,15.0,9.57,43.7,24.61,24.97
1156051500,영등포본동,영등포구,영등포구,2023,20941,4282,20.45,1344.0,1103.0,31.39,2.0,2,0.984,6.419,1427.33,0.89,1.2343,1057.0545,1.6217,1523,1092,730,559,377,1523,1822,937,35.58,25.51,17.05,13.06,8.81,42.55,21.88,19.76
1156053500,영등포동,영등포구,영등포구,2023,30070,3440,11.44,1483.0,1405.0,43.11,14.0,2,0.984,4.932,229.33,-0.07,1.2318,249.2584,1.7628,1309,838,591,392,310,1309,1429,702,38.05,24.36,17.18,11.4,9.01,41.54,20.41,5.4
1156054000,여의동,영등포구,영등포구,2023,32483,6395,19.69,1032.0,1019.0,16.14,5.0,2,0.984,3.178,1065.83,0.72,1.2714,1016.3254,1.4766,1943,1419,1227,968,835,1943,2646,1806,30.4,22.2,19.2,15.14,13.06,41.38,28.24,1.27
1156055000,당산제1동,영등포구,영등포구,2023,20755,3489,16.81,953.0,834.0,27.31,2.0,2,0.984,4.591,1163.0,0.1,1.2399,865.2022,1.5785,1230,847,617,469,326,1230,1464,795,35.25,24.28,17.68,13.44,9.34,41.96,22.79,13.34
1156056000,당산제2동,영등포구,영등포구,2023,36738,4877,13.28,776.0,746.0,15.91,0.0,2,0.984,2.113,4877.0,0.67,1.2429,2020.5411,1.4406,1651,1233,869,637,485,1651,2102,1124,33.87,25.29,17.83,13.07,9.95,43.1,23.05,3.94
1156058500,도림동,영등포구,영등포구,2023,17713,3289,18.57,1019.0,895.0,30.98,0.0,2,0.984,5.753,3289.0,0.37,1.2453,1365.2639,1.6311,1046,801,649,481,311,1046,1450,793,31.81,24.36,19.74,14.63,9.46,44.09,24.11,12.98
1156060500,문래동,영등포구,영등포구,2023,32276,4874,15.1,855.0,847.0,17.54,3.0,2,0.984,2.649,1218.5,0.62,1.2403,1007.537,1.4578,1674,1187,896,648,464,1674,2083,1117,34.38,24.38,18.4,13.31,9.53,42.74,22.92,0.94
1156061000,양평제1동,영등포구,영등포구,2023,18345,2430,13.25,635.0,576.0,26.13,3.0,2,0.984,3.462,607.5,0.2,1.244,503.82,1.5691,774,589,480,363,223,774,1069,587,31.86,24.25,19.76,14.94,9.18,43.99,24.16,9.75
1156062000,양평제2동,영등포구,영등포구,2023,22386,2668,11.92,538.0,490.0,20.16,2.0,2,0.984,2.403,889.33,0.52,1.2351,659.0494,1.4841,966,637,476,350,237,966,1113,589,36.23,23.89,17.85,13.13,8.89,41.72,22.08,9.35
1156063000,신길제1동,영등포구,영등포구,2023,19327,3556,18.4,1276.0,1026.0,35.88,3.0,2,0.984,6.602,889.0,-0.45,1.2532,742.7299,1.7028,1130,819,700,531,374,1130,1519,907,31.8,23.04,19.7,14.94,10.52,42.72,25.51,21.81
1156065000,신길제3동,영등포구,영등포구,2023,16322,3256,19.95,915.0,804.0,28.1,1.0,2,0.984,5.606,1628.0,0.96,1.2312,1002.1968,1.5772,1158,787,589,456,262,1158,1376,722,35.61,24.2,18.11,14.02,8.06,42.26,22.17,12.93
1156066000,신길제4동,영등포구,영등포구,2023,12335,2451,19.87,770.0,586.0,31.42,0.0,2,0.984,6.243,2451.0,1.09,1.2301,1004.9917,1.6166,888,597,432,340,193,888,1029,534,36.24,24.37,17.63,13.88,7.88,41.98,21.79,27.31
1156067000,신길제5동,영등포구,영등포구,2023,10186,2078,20.4,608.0,518.0,29.26,0.0,2,0.984,5.969,2078.0,1.29,1.2268,849.7635,1.5858,753,546,356,258,165,753,902,423,36.24,26.28,17.13,12.42,7.94,43.41,20.36,16.02
1156068000,신길제6동,영등포구,영등포구,2023,18824,3467,18.42,826.0,711.0,23.82,1.0,2,0.984,4.388,1733.5,0.95,1.2364,1071.6497,1.5309,1198,895,609,453,312,1198,1504,765,34.55,25.81,17.57,13.07,9.0,43.38,22.07,14.99
1156069000,신길제7동,영등포구,영등포구,2023,19804,2691,13.59,469.0,349.0,17.43,1.0,2,0.984,2.369,1345.5,0.72,1.2338,830.039,1.4489,958,691,465,335,241,958,1156,577,35.61,25.69,17.29,12.45,8.96,42.96,21.44,29.55
1156070000,대림제1동,영등포구,영등포구,2023,14053,3183,22.65,908.0,765.0,28.53,2.0,2,0.984,6.462,1061.0,1.36,1.2445,792.2487,1.5996,971,845,589,484,294,971,1434,778,30.51,26.55,18.5,15.21,9.24,45.05,24.44,17.14
1156071000,대림제2동,영등포구,영등포구,2023,11973,2873,24.0,888.0,764.0,30.91,4.0,2,0.984,7.418,574.6,0.34,1.2397,508.8083,1.6229,861,696,641,438,235,861,1337,675,29.99,24.24,22.33,15.26,8.19,46.54,23.49,15.04
1156072000,대림제3동,영등포구,영등포구,2023,21879,4658,21.29,1213.0,892.0,26.04,4.0,2,0.984,5.544,931.6,1.12,1.2346,821.5381,1.5561,1592,1154,870,648,391,1592,2024,1042,34.2,24.79,18.69,13.92,8.4,43.45,22.37,30.74
1159051000,노량진제1동,동작구,동작구,2023,31695,6007,18.95,1455.0,1235.0,24.22,0.0,6,0.979,4.59,6007.0,0.35,1.2494,1072.1637,1.552,2031,1381,1111,860,621,2031,2492,1484,33.83,23.0,18.5,14.32,10.34,41.48,24.7,16.39
1159052000,노량진제2동,동작구,동작구,2023,10525,2243,21.31,821.0,1061.0,36.6,1.0,6,0.979,7.799,1121.5,0.44,1.2448,349.0108,1.7004,754,558,403,305,223,754,961,528,33.62,24.88,17.97,13.6,9.94,42.84,23.54,-24.336
1159053000,상도제1동,동작구,동작구,2023,44399,7433,16.74,1575.0,1270.0,21.19,1.0,6,0.979,3.547,3716.5,0.54,1.2421,1154.0662,1.5053,2486,1782,1439,994,721,2486,3221,1726,33.5,24.01,19.39,13.39,9.71,43.33,23.22,21.52
1159054000,상도제2동,동작구,동작구,2023,27731,4436,16.0,863.0,858.0,19.45,0.0,6,0.979,3.112,4436.0,0.54,1.246,789.608,1.4883,1509,1050,822,593,457,1509,1872,1055,34.06,23.7,18.55,13.38,10.31,42.2,23.78,0.58
1159055000,상도제3동,동작구,동작구,2023,24178,4648,19.22,1155.0,802.0,24.85,0.0,6,0.979,4.776,4648.0,0.87,1.2369,821.3016,1.5443,1488,1152,934,686,384,1488,2086,1074,32.04,24.81,20.11,14.77,8.27,44.88,23.11,36.47
1159056000,상도제4동,동작구,동작구,2023,28203,5394,19.13,1530.0,1070.0,28.36,2.0,6,0.979,5.425,1798.0,1.11,1.2387,742.3942,1.59,1792,1325,1059,743,475,1792,2384,1218,33.22,24.56,19.63,13.77,8.81,44.2,22.58,35.76
1159060500,흑석동,동작구,동작구,2023,27936,5137,18.39,1019.0,1304.0,19.84,1.0,6,0.979,3.649,2568.5,0.1,1.2579,807.729,1.5075,1645,1211,947,738,593,1645,2158,1334,32.04,23.59,18.45,14.37,11.55,42.01,25.97,-24.336
1159062000,사당제1동,동작구,동작구,2023,22566,3914,17.34,1011.0,766.0,25.83,3.0,6,0.979,4.479,978.5,0.7,1.2176,476.5686,1.5321,1347,1064,769,483,250,1347,1833,734,34.42,27.19,19.65,12.34,6.39,46.83,18.75,27.75
1159063000,사당제2동,동작구,동작구,2023,28377,5829,20.54,1208.0,1168.0,20.72,1.0,6,0.979,4.256,2914.5,0.61,1.2338,898.9775,1.4894,1972,1426,1156,800,474,1972,2582,1275,33.84,24.47,19.84,13.73,8.13,44.3,21.87,3.37
1159064000,사당제3동,동작구,동작구,2023,23904,4689,19.62,851.0,714.0,18.15,0.0,6,0.979,3.561,4689.0,1.0,1.2228,819.1013,1.4447,1624,1208,936,590,329,1624,2144,921,34.65,25.77,19.97,12.59,7.02,45.72,19.64,17.55
1159065000,사당제4동,동작구,동작구,2023,13965,2797,20.03,708.0,541.0,25.31,0.0,6,0.979,5.07,2797.0,0.99,1.2313,491.9923,1.5429,919,720,554,381,221,919,1274,604,32.88,25.76,19.82,13.63,7.91,45.55,21.59,26.9
1159065100,사당제5동,동작구,동작구,2023,14298,2461,17.21,557.0,424.0,22.63,0.0,6,0.979,3.895,2461.0,0.89,1.2316,432.9954,1.5103,842,652,435,315,213,842,1087,532,34.27,26.54,17.7,12.82,8.67,44.17,21.62,27.28
1159066000,대방동,동작구,동작구,2023,36221,5729,15.82,1409.0,1163.0,24.59,2.0,6,0.979,3.89,1909.67,0.45,1.2479,794.3577,1.5548,1834,1464,1035,799,593,1834,2499,1396,32.03,25.57,18.08,13.96,10.36,43.62,24.37,19.19
1159067000,신대방제1동,동작구,동작구,2023,23371,3976,17.01,990.0,655.0,24.9,1.0,6,0.979,4.235,1988.0,0.33,1.2381,615.3357,1.5464,1362,954,758,551,350,1362,1712,902,34.26,24.0,19.07,13.86,8.81,43.06,22.69,41.31
1159068000,신대방제2동,동작구,동작구,2023,22253,3465,15.57,740.0,519.0,21.36,2.0,6,0.979,3.326,1155.0,0.53,1.2415,477.9775,1.5067,1089,840,717,517,301,1089,1557,819,31.44,24.25,20.7,14.92,8.69,44.94,23.64,35.47
1162052500,보라매동,관악구,관악구,2023,24222,4683,19.33,1254.0,930.0,26.78,0.0,9,0.911,5.177,4683.0,0.97,1.2336,577.6949,1.564,1547,1179,921,657,377,1547,2100,1036,33.05,25.19,19.68,14.04,8.05,44.84,22.12,29.89
1162054500,청림동,관악구,관악구,2023,14912,2859,19.17,720.0,611.0,25.18,0.0,9,0.911,4.827,2859.0,1.11,1.2527,358.1469,1.5681,904,690,528,434,301,904,1218,737,31.64,24.15,18.48,15.19,10.54,42.6,25.78,16.42
1162056500,성현동,관악구,관악구,2023,28561,5596,19.59,1496.0,1217.0,26.73,0.0,9,0.911,5.236,5596.0,1.01,1.2346,690.8822,1.5646,1835,1361,1127,826,443,1835,2488,1273,32.81,24.34,20.15,14.77,7.92,44.46,22.75,20.64
1162057500,행운동,관악구,관악구,2023,29091,4526,15.56,1205.0,983.0,26.62,3.0,9,0.911,4.142,1131.5,0.39,1.2245,426.3144,1.5505,1494,1204,907,607,313,1494,2111,921,33.02,26.61,20.04,13.41,6.92,46.64,20.35,20.36
1162058500,낙성대동,관악구,관악구,2023,17358,2028,11.68,581.0,496.0,28.65,1.0,9,0.911,3.346,1014.0,-0.23,1.2466,229.8277,1.6038,603,504,412,327,182,603,916,509,29.73,24.85,20.32,16.12,8.97,45.17,25.1,15.82
1162059500,청룡동,관악구,관악구,2023,36155,4712,13.03,1388.0,996.0,29.46,6.0,9,0.911,3.839,673.14,0.34,1.2278,361.5871,1.5895,1522,1232,953,672,332,1522,2185,1005,32.31,26.15,20.23,14.26,7.05,46.37,21.33,33.19
1162060500,은천동,관악구,관악구,2023,32678,6126,18.75,1592.0,1191.0,25.99,1.0,9,0.911,4.873,3063.0,0.81,1.2291,684.497,1.5485,2024,1574,1224,851,452,2024,2798,1304,33.04,25.7,19.98,13.89,7.38,45.67,21.29,29.02
1162061500,중앙동,관악구,관악구,2023,15399,2411,15.66,735.0,617.0,30.49,1.0,9,0.911,4.775,1205.5,0.25,1.2315,269.9224,1.607,736,643,488,369,174,736,1131,544,30.54,26.68,20.25,15.31,7.22,46.91,22.56,17.5
1162062500,인헌동,관악구,관악구,2023,25775,4158,16.13,1007.0,755.0,24.22,0.0,9,0.911,3.907,4158.0,0.53,1.2286,510.8519,1.5262,1416,1024,817,603,297,1416,1841,901,34.06,24.63,19.65,14.51,7.14,44.28,21.67,28.8
1162063000,남현동,관악구,관악구,2023,17932,2963,16.52,663.0,441.0,22.38,1.0,9,0.911,3.697,1481.5,0.91,1.2239,329.6742,1.4978,1007,788,558,392,214,1007,1346,610,34.03,26.63,18.86,13.25,7.23,45.43,20.59,40.77
1162064500,서원동,관악구,관악구,2023,22876,3384,14.79,896.0,662.0,26.48,4.0,9,0.911,3.916,676.8,0.13,1.2278,296.7768,1.5529,1118,835,709,491,231,1118,1544,722,33.04,24.67,20.95,14.51,6.83,45.63,21.34,30.27
1162065500,신원동,관악구,관악구,2023,17927,3324,18.54,1038.0,814.0,31.23,0.0,9,0.911,5.79,3324.0,0.52,1.2389,411.8104,1.6258,1037,835,661,510,278,1037,1496,791,31.23,25.14,19.9,15.36,8.37,45.01,23.8,24.31
1162066500,서림동,관악구,관악구,2023,23540,3706,15.74,978.0,742.0,26.39,0.0,9,0.911,4.154,3706.0,0.27,1.2287,455.3562,1.553,1266,951,697,512,279,1266,1648,792,34.17,25.67,18.81,13.82,7.53,44.47,21.37,27.62
1162068500,신사동,관악구,관악구,2023,22680,3603,15.89,1080.0,794.0,29.98,2.0,9,0.911,4.764,1201.0,0.35,1.2318,369.848,1.6011,1143,958,716,506,279,1143,1674,786,31.73,26.6,19.88,14.05,7.75,46.46,21.82,30.76
1162069500,신림동,관악구,관악구,2023,23312,1985,8.51,682.0,526.0,34.36,1.0,9,0.911,2.924,992.5,-0.23,1.2275,221.508,1.6493,661,499,396,290,138,661,895,429,33.32,25.15,19.96,14.62,6.96,45.09,21.61,25.97
1162071500,난향동,관악구,관악구,2023,14875,2861,19.23,645.0,531.0,22.54,0.0,9,0.911,4.334,2861.0,1.3,1.2287,351.5311,1.5056,968,752,552,366,223,968,1304,589,33.83,26.28,19.29,12.79,7.79,45.58,20.59,19.45
1162072500,조원동,관악구,관악구,2023,19405,3078,15.86,855.0,626.0,27.78,5.0,9,0.911,4.406,513.0,-0.44,1.2302,252.437,1.5719,1101,763,564,395,253,1101,1327,650,35.79,24.8,18.34,12.84,8.22,43.11,21.12,31.18
1162073500,대학동,관악구,관악구,2023,24257,3202,13.2,968.0,602.0,30.23,1.0,9,0.911,3.99,1601.0,0.13,1.235,359.4973,1.6083,1109,794,567,465,266,1109,1361,732,34.65,24.8,17.71,14.53,8.31,42.5,22.86,47.5
1162074500,삼성동,관악구,관악구,2023,20404,5515,27.03,1677.0,1464.0,30.41,0.0,9,0.911,8.22,5515.0,1.43,1.2448,686.5072,1.6233,1784,1313,1085,815,516,1784,2398,1333,32.36,23.82,19.68,14.78,9.36,43.48,24.17,13.58
1162076500,미성동,관악구,관악구,2023,30013,6112,20.36,1446.0,1095.0,23.66,0.0,9,0.911,4.817,6112.0,1.08,1.2203,745.8474,1.509,2157,1674,1076,780,422,2157,2750,1205,35.31,27.4,17.61,12.77,6.91,44.99,19.72,27.8
1162077500,난곡동,관악구,관악구,2023,26058,5603,21.5,1673.0,1265.0,29.86,1.0,9,0.911,6.42,2801.5,1.07,1.2303,626.6701,1.5977,1846,1463,1095,763,434,1846,2558,1199,32.96,26.12,19.55,13.62,7.75,45.65,21.4,27.95
1165051000,서초1동,서초구,서초구,2023,20369,3162,15.52,638.0,461.0,20.18,6.0,4,0.915,3.132,451.71,0.69,1.2302,353.6266,1.4785,1122,808,614,339,278,1122,1422,618,35.5,25.56,19.42,10.72,8.79,44.97,19.54,32.49
1165052000,서초2동,서초구,서초구,2023,26604,3455,12.99,424.0,334.0,12.27,3.0,4,0.915,1.594,863.75,0.67,1.222,527.7512,1.3719,1222,901,686,391,254,1222,1587,646,35.38,26.09,19.86,11.32,7.35,45.93,18.7,23.86
1165053000,서초3동,서초구,서초구,2023,32126,5051,15.72,839.0,680.0,16.61,5.0,4,0.915,2.611,841.83,0.69,1.2373,624.9602,1.4428,1723,1273,953,623,474,1723,2226,1102,34.15,25.23,18.89,12.35,9.39,44.07,21.82,21.01
1165053100,서초4동,서초구,서초구,2023,30323,4387,14.47,510.0,456.0,11.63,7.0,4,0.915,1.683,548.38,0.29,1.2351,451.532,1.3787,1478,1111,855,555,386,1478,1966,943,33.71,25.34,19.5,12.66,8.8,44.81,21.5,11.19
1165054000,잠원동,서초구,서초구,2023,26203,3428,13.08,632.0,758.0,18.44,1.0,4,0.915,2.412,1714.0,0.49,1.2305,703.0257,1.4574,1293,825,616,381,309,1293,1441,694,37.76,24.09,17.99,11.13,9.02,42.04,20.25,-18.18
1165055000,반포본동,서초구,서초구,2023,268,41,15.3,3.0,267.0,7.32,0.0,4,0.915,1.12,41.0,-0.49,1.198,9.8236,1.2857,12,13,9,6,1,12,22,7,29.27,31.71,21.95,14.63,2.44,53.66,17.07,-24.336
1165056000,반포1동,서초구,서초구,2023,34100,4179,12.26,763.0,542.0,18.26,2.0,4,0.915,2.239,1393.0,0.48,1.2207,728.7579,1.4436,1563,1065,763,474,311,1563,1828,788,37.43,25.5,18.27,11.35,7.45,43.74,18.86,34.2
1165057000,반포2동,서초구,서초구,2023,15638,2111,13.5,308.0,380.0,14.59,0.0,4,0.915,1.97,2111.0,0.66,1.2334,520.7415,1.4134,690,517,463,261,178,690,980,441,32.72,24.51,21.95,12.38,8.44,46.42,20.89,-21.01
1165058000,반포3동,서초구,서초구,2023,23597,3362,14.25,461.0,370.0,13.71,0.0,4,0.915,1.954,3362.0,0.22,1.2422,835.2553,1.4125,1117,850,626,442,326,1117,1476,769,33.23,25.29,18.63,13.15,9.7,43.9,22.87,21.99
1165058100,반포4동,서초구,서초구,2023,18785,3029,16.12,441.0,384.0,14.56,2.0,4,0.915,2.347,1009.67,0.94,1.2277,531.2433,1.4065,1119,794,523,330,262,1119,1317,593,36.96,26.22,17.27,10.9,8.65,43.48,19.58,13.84
1165059000,방배본동,서초구,서초구,2023,20594,3225,15.66,549.0,425.0,17.02,4.0,4,0.915,2.665,645.0,0.74,1.2551,449.7442,1.4687,1061,757,621,407,377,1061,1378,786,32.92,23.49,19.27,12.63,11.7,42.73,24.37,25.6
1165060000,방배1동,서초구,서초구,2023,16688,3024,18.12,561.0,425.0,18.55,2.0,4,0.915,3.361,1008.0,0.77,1.2341,533.1312,1.463,1011,770,593,392,257,1011,1363,650,33.44,25.47,19.62,12.97,8.5,45.07,21.49,27.76
