행정동코드,행정동명,시군구명,자치구명,연도,총인구수,65세이상인구,고령화율,독거노인수,독거노인수_2018,독거노인비율,의료기관수,시설수,포화도,취약도지수,인프라갭,고령화율_변화,연령가중수요지수,수요공급갭지수,독거취약수요지수,인구_65-69,인구_70-74,인구_75-79,인구_80-84,인구_85이상,인구_60대,인구_70대,인구_80세이상,비율_65-69세,비율_70-74세,비율_75-79세,비율_80-84세,비율_85세이상,비율_70대,비율_80세이상,요양수요가속도
1165061000,방배2동,서초구,서초구,2023,18401,3569,19.4,737.0,804.0,20.65,1.0,4,0.915,4.006,1784.5,1.02,1.2237,727.8976,1.4764,1253,901,712,443,258,1253,1613,703,35.13,25.26,19.96,12.42,7.23,45.19,19.7,-8.7
1165062000,방배3동,서초구,서초구,2023,17139,3325,19.4,353.0,560.0,10.62,5.0,4,0.915,2.06,554.17,1.11,1.2288,408.576,1.3593,1200,848,601,399,276,1200,1449,676,36.1,25.51,18.08,12.0,8.3,43.58,20.33,-24.336
1165062100,방배4동,서초구,서초구,2023,23061,3627,15.73,665.0,603.0,18.33,2.0,4,0.915,2.883,1209.0,0.44,1.2497,647.5231,1.4788,1136,862,752,506,370,1136,1614,877,31.33,23.77,20.74,13.95,10.2,44.5,24.18,9.79
1165065100,양재1동,서초구,서초구,2023,42377,7330,17.3,1614.0,1037.0,22.02,3.0,4,0.915,3.809,1832.5,0.81,1.2257,1123.0476,1.4956,2727,1897,1289,797,615,2727,3186,1417,37.23,25.9,17.6,10.88,8.4,43.47,19.33,44.24
1165065200,양재2동,서초구,서초구,2023,21513,3109,14.45,829.0,539.0,26.66,1.0,4,0.915,3.852,1554.5,0.65,1.2156,629.8834,1.5397,1188,815,559,330,216,1188,1374,547,38.22,26.22,17.99,10.62,6.95,44.19,17.59,43.05
1165066000,내곡동,서초구,서초구,2023,17340,3468,20.0,618.0,481.0,17.82,1.0,4,0.915,3.564,1734.0,1.06,1.2304,711.1712,1.4497,1248,854,658,411,295,1248,1512,708,36.01,24.64,18.98,11.86,8.51,43.6,20.42,25.06
1168051000,신사동,강남구,강남구,2023,15623,3083,19.73,578.0,429.0,35.03,3.0,8,0.83,6.911,770.75,0.67,1.2608,323.9205,1.7025,869,732,677,459,346,869,1409,805,28.19,23.74,21.96,14.89,11.22,45.7,26.11,29.81
1168052100,논현1동,강남구,강남구,2023,21360,3001,14.05,905.0,536.0,30.16,15.0,8,0.83,4.237,187.56,0.56,1.2316,154.0013,1.6031,1018,767,592,369,253,1018,1359,624,33.94,25.58,19.74,12.3,8.44,45.28,20.79,52.38
1168053100,논현2동,강남구,강남구,2023,20501,3200,15.61,731.0,468.0,22.84,13.0,8,0.83,3.565,228.57,0.48,1.2312,179.0836,1.5124,1063,815,659,403,259,1063,1474,663,33.23,25.48,20.6,12.6,8.1,46.06,20.72,44.59
1168054500,압구정동,강남구,강남구,2023,25720,5330,20.72,876.0,705.0,16.44,13.0,8,0.83,3.406,380.71,0.73,1.2509,303.059,1.4565,1558,1332,1143,736,556,1558,2475,1297,29.26,25.01,21.46,13.82,10.44,46.44,24.33,21.72
1168056500,청담동,강남구,강남구,2023,25213,3839,15.23,671.0,551.0,17.48,11.0,8,0.83,2.662,319.92,0.62,1.228,235.7146,1.4427,1346,956,768,457,309,1346,1724,769,35.09,24.92,20.02,11.91,8.06,44.91,20.03,19.7
1168058000,삼성1동,강남구,강남구,2023,12464,2232,17.91,388.0,289.0,17.38,11.0,8,0.83,3.113,186.0,1.08,1.2248,136.6877,1.4377,790,557,437,284,163,790,994,448,35.41,24.97,19.59,12.73,7.31,44.53,20.07,29.46
1168059000,삼성2동,강남구,강남구,2023,30768,3931,12.78,825.0,491.0,20.99,3.0,8,0.83,2.683,982.75,0.67,1.2277,402.1741,1.4854,1245,1049,812,535,287,1245,1861,825,31.7,26.71,20.67,13.62,7.31,47.34,20.99,51.89
1168060000,대치1동,강남구,강남구,2023,23874,2709,11.35,240.0,164.0,8.86,1.0,8,0.83,1.006,1354.5,0.59,1.2179,329.9291,1.3258,980,743,495,297,193,980,1238,491,36.19,27.44,18.28,10.97,7.13,45.7,18.12,38.08
1168061000,대치2동,강남구,강남구,2023,36957,5390,14.58,638.0,451.0,11.84,7.0,8,0.83,1.726,673.75,0.81,1.2053,406.0354,1.348,2096,1522,977,462,333,2096,2499,795,38.89,28.24,18.13,8.57,6.18,46.36,14.75,34.69
1168063000,대치4동,강남구,강남구,2023,19009,2098,11.04,589.0,358.0,28.07,5.0,8,0.83,3.099,349.67,0.35,1.2248,183.545,1.5686,686,533,464,268,146,686,997,415,32.71,25.42,22.13,12.78,6.96,47.52,19.78,49.79
1168064000,역삼1동,강남구,강남구,2023,34474,3684,10.69,1228.0,717.0,33.33,11.0,8,0.83,3.563,307.0,0.23,1.2282,226.2344,1.6376,1319,889,713,475,286,1319,1602,763,35.82,24.14,19.36,12.9,7.77,43.49,20.71,53.81
1168065000,역삼2동,강남구,강남구,2023,37085,3919,10.57,780.0,491.0,19.9,4.0,8,0.83,2.103,783.8,0.34,1.2256,369.4713,1.4695,1290,1010,850,480,287,1290,1860,769,32.93,25.79,21.7,12.25,7.33,47.46,19.62,46.28
1168065500,도곡1동,강남구,강남구,2023,20839,3079,14.78,510.0,348.0,16.56,13.0,8,0.83,2.448,219.93,0.75,1.2222,171.0524,1.4246,1184,772,544,334,243,1184,1316,579,38.48,25.09,17.68,10.85,7.9,42.74,18.8,38.22
1168065600,도곡2동,강남구,강남구,2023,32762,5162,15.76,713.0,549.0,13.81,0.0,8,0.83,2.176,5162.0,0.78,1.2336,707.5381,1.404,1759,1348,995,592,466,1759,2343,1060,34.09,26.12,19.28,11.47,9.03,45.39,20.53,26.14
1168066000,개포1동,강남구,강남구,2023,6904,1679,24.32,599.0,325.0,35.68,0.0,8,0.83,8.677,1679.0,0.3,1.2204,227.6724,1.6558,600,459,302,194,123,600,761,318,35.76,27.35,18.0,11.56,7.33,45.32,18.94,61.14
1168067000,개포2동,강남구,강남구,2023,30287,4009,13.24,754.0,282.0,18.81,0.0,8,0.83,2.49,4009.0,0.1,1.2014,535.157,1.4274,1617,1168,654,327,242,1617,1822,570,40.34,29.14,16.32,8.16,6.04,45.45,14.22,98.35
1168069000,개포4동,강남구,강남구,2023,23467,3535,15.06,871.0,386.0,24.64,3.0,8,0.83,3.711,883.75,1.17,1.2092,356.2102,1.5071,1465,906,582,344,235,1465,1488,582,41.48,25.65,16.48,9.74,6.65,42.09,16.46,81.38
1168070000,세곡동,강남구,강남구,2023,43259,6950,16.07,1908.0,954.0,27.45,2.0,8,0.83,4.411,2316.67,0.64,1.2497,789.5832,1.5927,2423,1639,1241,861,780,2423,2880,1647,34.89,23.6,17.87,12.4,11.23,41.44,23.7,69.31
1168072000,일원본동,강남구,강남구,2023,22972,3416,14.87,531.0,408.0,15.54,1.0,8,0.83,2.311,1708.0,1.22,1.215,415.044,1.4038,1505,854,496,264,292,1505,1350,561,44.12,25.04,14.54,7.74,8.56,39.52,16.42,26.35
1168073000,일원1동,강남구,강남구,2023,14843,3413,22.99,1600.0,746.0,46.88,0.0,8,0.83,10.778,3413.0,1.0,1.2273,465.4194,1.8027,1266,860,602,388,292,1266,1462,685,37.15,25.23,17.66,11.38,8.57,42.84,20.07,76.3
1168075000,수서동,강남구,강남구,2023,14274,4972,34.83,3410.0,1343.0,68.58,3.0,8,0.83,23.886,1243.0,3.09,1.2278,508.7185,2.0698,1780,1317,901,540,430,1780,2218,974,35.83,26.51,18.14,10.87,8.66,44.61,19.59,93.18
1171051000,풍납1동,송파구,송파구,2023,12311,2809,22.82,1029.0,616.0,36.63,1.0,9,0.961,8.359,1404.5,1.5,1.2229,312.2842,1.6708,1071,669,512,352,204,1071,1181,557,38.14,23.82,18.23,12.54,7.26,42.04,19.83,51.31
1171052000,풍납2동,송파구,송파구,2023,24157,4072,16.86,1002.0,726.0,24.61,2.0,9,0.961,4.149,1357.33,1.24,1.2222,414.7332,1.523,1557,1045,704,446,319,1557,1749,766,38.25,25.67,17.29,10.96,7.84,42.95,18.81,32.22
1171053100,거여1동,송파구,송파구,2023,12181,2524,20.72,877.0,419.0,34.75,1.0,9,0.961,7.2,1262.0,1.12,1.2235,280.7376,1.6487,932,613,469,325,183,932,1082,510,36.95,24.31,18.6,12.89,7.26,42.87,20.21,73.86
1171053200,거여2동,송파구,송파구,2023,23671,4345,18.36,1559.0,686.0,35.88,3.0,9,0.961,6.588,1086.25,0.76,1.226,409.7669,1.6659,1591,1061,820,528,341,1591,1881,873,36.65,24.44,18.89,12.16,7.86,43.29,20.09,82.09
1171054000,마천1동,송파구,송파구,2023,18442,4347,23.57,1847.0,955.0,42.49,0.0,9,0.961,10.015,4347.0,1.12,1.2356,537.1153,1.7606,1493,1079,802,601,371,1493,1881,973,34.35,24.83,18.45,13.83,8.54,43.27,22.38,65.96
1171055000,마천2동,송파구,송파구,2023,17953,4214,23.47,1691.0,1061.0,40.13,4.0,9,0.961,9.419,842.8,1.52,1.2328,371.0728,1.7275,1504,1040,761,556,353,1504,1801,909,35.69,24.68,18.06,13.19,8.38,42.74,21.57,46.61
1171056100,방이1동,송파구,송파구,2023,15303,2340,15.29,491.0,282.0,20.98,1.0,9,0.961,3.208,1170.0,0.84,1.2248,260.5484,1.4818,926,607,353,244,207,926,960,454,39.62,25.97,15.1,10.44,8.86,41.03,19.4,55.45
1171056200,방이2동,송파구,송파구,2023,25913,3685,14.22,1229.0,724.0,33.35,4.0,9,0.961,4.742,737.0,0.75,1.2179,320.5687,1.6241,1437,935,642,408,263,1437,1577,671,39.0,25.37,17.42,11.07,7.14,42.8,18.21,52.92
1171056600,오륜동,송파구,송파구,2023,17772,3092,17.4,307.0,233.0,9.93,0.0,9,0.961,1.728,3092.0,1.36,1.2107,374.3484,1.3309,1269,867,481,234,239,1269,1348,475,41.07,28.06,15.57,7.57,7.73,43.6,15.36,27.58
1171057000,오금동,송파구,송파구,2023,37756,6887,18.24,1861.0,962.0,27.02,5.0,9,0.961,4.928,1147.83,1.32,1.2299,564.6881,1.5622,2703,1714,1115,689,658,2703,2829,1355,39.29,24.92,16.21,10.02,9.57,41.08,19.67,65.99
1171058000,송파1동,송파구,송파구,2023,23626,3630,15.36,876.0,544.0,24.13,4.0,9,0.961,3.706,726.0,0.71,1.2198,316.2767,1.5141,1395,966,598,396,275,1395,1564,671,38.43,26.61,16.47,10.91,7.58,43.09,18.48,47.64
1171059000,송파2동,송파구,송파구,2023,18799,3051,16.23,504.0,328.0,16.52,0.0,9,0.961,2.681,3051.0,0.92,1.2146,370.5745,1.4153,1237,817,492,273,232,1237,1309,505,40.54,26.78,16.13,8.95,7.6,42.9,16.55,42.96
1171060000,석촌동,송파구,송파구,2023,31095,4726,15.2,1637.0,925.0,34.64,4.0,9,0.961,5.265,945.2,0.9,1.2163,410.5881,1.6376,1813,1192,874,513,330,1813,2066,847,38.39,25.24,18.51,10.86,6.99,43.72,17.92,57.08
1171061000,삼전동,송파구,송파구,2023,29411,4186,14.23,1542.0,790.0,36.84,9.0,9,0.961,5.242,418.6,0.92,1.2173,268.1904,1.6658,1623,1058,749,455,299,1623,1807,756,38.79,25.29,17.9,10.87,7.15,43.17,18.06,66.88
1171062000,가락본동,송파구,송파구,2023,25598,4068,15.89,1117.0,568.0,27.46,15.0,9,0.961,4.363,254.25,1.2,1.2216,198.7788,1.5571,1634,1014,654,442,323,1634,1668,766,40.18,24.93,16.08,10.87,7.94,41.0,18.83,67.63
1171063100,가락1동,송파구,송파구,2023,27478,3846,14.0,540.0,6.0,14.04,0.0,9,0.961,1.966,3846.0,1.14,1.1884,457.0586,1.3553,1680,1109,592,288,176,1680,1701,465,43.69,28.84,15.4,7.49,4.58,44.23,12.09,114.7520000000001
1171063200,가락2동,송파구,송파구,2023,31528,4562,14.47,884.0,473.0,19.38,0.0,9,0.961,2.804,4562.0,0.98,1.2208,556.929,1.4574,1899,1121,710,445,383,1899,1831,832,41.66,24.59,15.58,9.76,8.4,40.14,18.24,62.54
1171064100,문정1동,송파구,송파구,2023,19693,3219,16.35,631.0,346.0,19.6,1.0,9,0.961,3.205,1609.5,1.33,1.2101,354.1193,1.4473,1375,806,509,304,223,1375,1315,529,42.74,25.05,15.82,9.45,6.93,40.85,16.43,60.09
1171064200,문정2동,송파구,송파구,2023,28735,4227,14.71,540.0,339.0,12.78,2.0,9,0.961,1.88,1409.0,0.68,1.2318,433.9016,1.3892,1578,1092,702,453,399,1578,1794,855,37.36,25.85,16.62,10.72,9.45,42.44,20.23,46.56
1171064600,장지동,송파구,송파구,2023,28910,4662,16.13,1355.0,735.0,29.06,0.0,9,0.961,4.687,4662.0,1.1,1.2237,570.4889,1.5793,1822,1188,754,498,394,1822,1942,898,39.13,25.52,16.19,10.7,8.46,41.66,19.26,61.17
1171064700,위례동,송파구,송파구,2023,44569,3658,8.21,711.0,243.0,19.44,2.0,9,0.961,1.596,1219.33,0.54,1.2215,372.3539,1.459,1529,893,583,332,318,1529,1476,653,41.83,24.43,15.95,9.08,8.7,40.35,17.85,107.36
1171065000,잠실본동,송파구,송파구,2023,27854,3945,14.16,1388.0,686.0,35.18,3.0,9,0.961,4.981,986.25,0.52,1.214,368.4023,1.6411,1587,990,689,406,272,1587,1679,679,40.24,25.1,17.47,10.29,6.9,42.56,17.21,70.47
1171067000,잠실2동,송파구,송파구,2023,34875,3939,11.29,495.0,404.0,12.57,0.0,9,0.961,1.419,3939.0,0.49,1.2135,477.9976,1.366,1428,1078,753,426,253,1428,1831,680,36.26,27.37,19.12,10.82,6.42,46.48,17.26,20.31
1171068000,잠실3동,송파구,송파구,2023,34041,6131,18.01,736.0,561.0,12.0,2.0,9,0.961,2.161,2043.67,0.89,1.2082,617.2895,1.3532,2317,1742,1106,579,386,2317,2848,966,37.8,28.42,18.04,9.45,6.3,46.45,15.76,27.15
1171069000,잠실4동,송파구,송파구,2023,21184,3018,14.25,405.0,313.0,13.42,0.0,9,0.961,1.912,3018.0,0.9,1.2139,366.355,1.3768,1194,775,525,317,206,1194,1300,524,39.58,25.69,17.4,10.51,6.83,43.07,17.36,25.77
1171071000,잠실6동,송파구,송파구,2023,16571,3035,18.32,371.0,271.0,12.22,3.0,9,0.961,2.239,758.75,1.24,1.2308,287.3445,1.3812,1180,754,493,321,285,1180,1247,608,38.91,24.86,16.25,10.58,9.4,41.09,20.03,31.41
1171072000,잠실7동,송파구,송파구,2023,9442,2257,23.9,264.0,214.0,11.7,0.0,9,0.961,2.796,2257.0,1.23,1.2492,281.9444,1.3954,741,570,415,278,251,741,985,531,32.86,25.28,18.4,12.33,11.13,43.64,23.53,21.0
1174053000,명일제1동,강동구,강동구,2023,25449,4312,16.94,823.0,510.0,19.09,3.0,10,0.899,3.234,1078.0,1.12,1.2125,373.45,1.444,1797,1108,691,400,314,1797,1799,716,41.69,25.71,16.03,9.28,7.29,41.72,16.6,47.85
1174054000,명일제2동,강동구,강동구,2023,17259,2814,16.3,372.0,233.0,13.22,0.0,10,0.899,2.155,2814.0,1.29,1.207,308.7725,1.3666,1218,752,425,212,205,1218,1177,419,43.31,26.74,15.11,7.54,7.29,41.83,14.89,46.79
1174055000,고덕제1동,강동구,강동구,2023,23847,3027,12.69,476.0,317.0,15.73,0.0,10,0.899,1.996,3027.0,0.77,1.2216,336.1621,1.4138,1266,755,454,289,261,1266,1209,552,41.85,24.96,15.01,9.55,8.63,39.94,18.24,40.65
1174056000,고덕제2동,강동구,강동구,2023,22729,3189,14.03,659.0,381.0,20.66,1.0,10,0.899,2.899,1594.5,0.41,1.2053,320.3085,1.4543,1380,821,493,287,206,1380,1314,495,43.3,25.76,15.47,9.01,6.46,41.2,15.52,54.79
1174057000,암사제1동,강동구,강동구,2023,34046,6335,18.61,1832.0,1191.0,28.92,1.0,10,0.899,5.382,3167.5,0.89,1.225,646.6979,1.5793,2271,1673,1127,768,493,2271,2800,1264,35.87,26.42,17.8,12.13,7.79,44.2,19.95,43.06
1174058000,암사제2동,강동구,강동구,2023,14940,2554,17.1,485.0,315.0,18.99,0.0,10,0.899,3.247,2554.0,1.15,1.222,283.7262,1.4541,914,646,509,300,184,914,1155,485,35.8,25.3,19.94,11.75,7.21,45.22,18.99,43.16
1174059000,암사제3동,강동구,강동구,2023,17478,2854,16.33,391.0,275.0,13.7,0.0,10,0.899,2.237,2854.0,1.19,1.2126,314.6146,1.3787,1136,739,479,303,194,1136,1218,500,39.85,25.92,16.8,10.63,6.8,42.68,17.52,35.19
1174060000,천호제1동,강동구,강동구,2023,26419,5518,20.89,1595.0,1128.0,28.91,0.0,10,0.899,6.039,5518.0,1.2,1.2173,610.6419,1.5692,2090,1401,991,661,372,2090,2392,1036,37.9,25.4,17.97,11.99,6.75,43.35,18.77,34.64
1174061000,천호제2동,강동구,강동구,2023,33237,6143,18.48,1912.0,1971.0,31.12,11.0,10,0.899,5.751,511.92,0.57,1.2207,340.8527,1.6006,2207,1572,1155,794,413,2207,2727,1209,35.94,25.6,18.81,12.93,6.73,44.39,19.68,-3.04
1174062000,천호제3동,강동구,강동구,2023,26276,4862,18.5,1497.0,1265.0,30.79,2.0,10,0.899,5.696,1620.67,0.95,1.2242,457.8508,1.6011,1820,1195,875,592,375,1820,2070,972,37.47,24.6,18.02,12.19,7.72,42.58,19.99,16.84
1174064000,성내제1동,강동구,강동구,2023,19654,3224,16.4,584.0,420.0,18.11,5.0,10,0.899,2.97,537.33,0.66,1.2202,245.8703,1.4412,1165,905,562,345,246,1165,1467,592,36.15,28.08,17.44,10.7,7.63,45.5,18.36,32.96
1174065000,성내제2동,강동구,강동구,2023,22912,4507,19.67,1404.0,932.0,31.15,5.0,10,0.899,6.127,751.17,0.8,1.224,344.7855,1.6053,1595,1195,816,563,336,1595,2011,901,35.41,26.53,18.11,12.5,7.46,44.62,19.99,40.97
1174066000,성내제3동,강동구,강동구,2023,22793,4129,18.12,973.0,630.0,23.57,3.0,10,0.899,4.271,1032.25,1.18,1.2169,358.8986,1.5037,1516,1063,781,486,278,1516,1844,769,36.76,25.78,18.94,11.78,6.74,44.66,18.62,43.47
1174068500,길동,강동구,강동구,2023,44947,8560,19.04,2119.0,1343.0,24.75,13.0,10,0.899,4.712,611.43,1.28,1.2156,433.564,1.5165,3334,2233,1476,903,609,3334,3709,1517,38.97,26.1,17.25,10.56,7.12,43.33,17.72,45.6
1174070000,둔촌제2동,강동구,강동구,2023,24142,4283,17.74,908.0,741.0,21.2,3.0,10,0.899,3.761,1070.75,0.81,1.2216,373.7223,1.4806,1684,1078,736,441,343,1684,1814,785,39.33,25.18,17.19,10.3,8.01,42.35,18.33,20.32
