행정동코드,행정동명,시군구명,자치구명,연도,총인구수,65세이상인구,고령화율,독거노인수,독거노인수_2018,독거노인비율,의료기관수,시설수,포화도,취약도지수,인프라갭,고령화율_변화,연령가중수요지수,수요공급갭지수,독거취약수요지수
1135061200,하계2동,노원구,노원구,2023,21517,3419,15.89,2089.0,639.0,61.1,0.0,12,0.814,9.709,3419.0,0.97,1.2579,330.8277,2.0265
1135061900,중계본동,노원구,노원구,2023,23375,2657,11.37,1033.0,636.0,38.88,0.0,12,0.814,4.421,2657.0,0.66,1.249,255.2764,1.7346
1135062100,중계1동,노원구,노원구,2023,26466,2586,9.77,808.0,500.0,31.25,0.0,12,0.814,3.053,2586.0,0.77,1.2474,248.1366,1.6372
1135062400,중계4동,노원구,노원구,2023,19417,4152,21.38,1355.0,991.0,32.63,1.0,12,0.814,6.976,2076.0,1.18,1.2503,370.8033,1.6583
1135062500,중계2.3동,노원구,노원구,2023,33213,7688,23.15,2408.0,2106.0,31.32,0.0,12,0.814,7.251,7688.0,1.13,1.2579,743.9027,1.6519
1135063000,상계1동,노원구,노원구,2023,37588,7636,20.31,2006.0,1252.0,26.27,2.0,12,0.814,5.335,2545.33,1.4,1.2342,628.2901,1.5584
1135064000,상계2동,노원구,노원구,2023,19477,3578,18.37,3007.0,711.0,84.04,11.0,12,0.814,15.438,298.17,1.16,1.2356,184.2074,2.274
1135066500,상계3.4동,노원구,노원구,2023,25113,6225,24.79,2404.0,1760.0,38.62,0.0,12,0.814,9.574,6225.0,1.19,1.2417,594.5833,1.7212
1135067000,상계5동,노원구,노원구,2023,23498,5270,22.43,2374.0,1281.0,45.05,0.0,12,0.814,10.105,5270.0,1.17,1.2508,507.0551,1.8143
1135069500,상계6.7동,노원구,노원구,2023,31915,5304,16.62,929.0,1095.0,17.52,4.0,12,0.814,2.912,1060.8,0.83,1.2516,390.4992,1.4709
1135070000,상계8동,노원구,노원구,2023,22208,3079,13.86,1034.0,537.0,33.58,0.0,12,0.814,4.654,3079.0,0.69,1.2474,295.4419,1.6663
1135071000,상계9동,노원구,노원구,2023,19921,3713,18.64,2240.0,698.0,60.33,1.0,12,0.814,11.246,1856.5,1.29,1.2447,330.1122,1.9956
1135072000,상계10동,노원구,노원구,2023,18342,2951,16.09,1732.0,426.0,58.69,0.0,12,0.814,9.443,2951.0,1.29,1.2414,281.7978,1.97
1138051000,녹번동,은평구,은평구,2023,36447,7346,20.16,2238.0,1707.0,30.47,5.0,17,0.825,6.143,1224.33,0.92,1.2412,396.4285,1.6194
1138052000,불광제1동,은평구,은평구,2023,37871,8025,21.19,2263.0,1849.0,28.2,2.0,17,0.825,5.976,2675.0,0.98,1.2492,501.2415,1.6015
1138053000,불광제2동,은평구,은평구,2023,27121,6186,22.81,2113.0,1548.0,34.16,4.0,17,0.825,7.792,1237.2,0.99,1.2409,348.9185,1.6648
1138055100,갈현제1동,은평구,은평구,2023,15587,3267,20.96,876.0,1103.0,26.81,2.0,17,0.825,5.619,1089.0,0.61,1.2353,201.7863,1.5665
1138055200,갈현제2동,은평구,은평구,2023,27913,5265,18.86,1295.0,1013.0,24.6,3.0,17,0.825,4.64,1316.25,1.02,1.2374,310.2339,1.5418
1138056000,구산동,은평구,은평구,2023,31776,6413,20.18,1413.0,1099.0,22.03,2.0,17,0.825,4.446,2137.67,0.7,1.237,396.644,1.5095
1138057000,대조동,은평구,은평구,2023,27292,5225,19.14,1608.0,1524.0,30.78,3.0,17,0.825,5.891,1306.25,-0.14,1.2438,309.4693,1.6266
1138058000,응암제1동,은평구,은평구,2023,33002,5466,16.56,1326.0,933.0,24.26,4.0,17,0.825,4.017,1093.2,0.75,1.2414,308.4315,1.5426
1138059000,응암제2동,은평구,은평구,2023,27724,4174,15.06,924.0,688.0,22.14,2.0,17,0.825,3.334,1391.33,0.64,1.2369,258.141,1.5107
1138060000,응암제3동,은평구,은평구,2023,23894,5780,24.19,1957.0,1552.0,33.86,3.0,17,0.825,8.191,1445.0,1.05,1.257,345.9743,1.6826
1138062500,역촌동,은평구,은평구,2023,44533,8807,19.78,2300.0,1801.0,26.12,4.0,17,0.825,5.167,1761.4,1.03,1.2341,494.0327,1.5564
1138063100,신사제1동,은평구,은평구,2023,26754,5268,19.69,1155.0,904.0,21.92,1.0,17,0.825,4.316,2634.0,1.16,1.2351,342.4477,1.5058
1138063200,신사제2동,은평구,은평구,2023,19283,3990,20.69,981.0,828.0,24.59,0.0,17,0.825,5.088,3990.0,1.38,1.2343,273.6032,1.5378
1138064000,증산동,은평구,은평구,2023,18516,3628,19.59,781.0,668.0,21.53,0.0,17,0.825,4.218,3628.0,-1.77,1.2341,248.7397,1.4998
1138065000,수색동,은평구,은평구,2023,13104,2391,18.25,648.0,572.0,27.1,0.0,17,0.825,4.946,2391.0,0.62,1.2431,165.1251,1.58
1138069000,진관동,은평구,은평구,2023,54810,8745,15.96,1413.0,1076.0,16.16,1.0,17,0.825,2.579,4372.5,0.84,1.2433,572.2452,1.4442
1141052000,천연동,서대문구,서대문구,2023,16734,3274,19.56,1033.0,931.0,31.55,0.0,9,0.908,6.171,3274.0,0.7,1.2682,415.2087,1.6683
1141055500,북아현동,서대문구,서대문구,2023,15571,2333,14.98,669.0,562.0,28.68,1.0,9,0.908,4.296,1166.5,0.74,1.248,264.6895,1.6059
1141056500,충현동,서대문구,서대문구,2023,19850,3480,17.53,987.0,788.0,28.36,1.0,9,0.908,4.972,1740.0,0.67,1.2544,396.8465,1.6101
1141058500,신촌동,서대문구,서대문구,2023,20366,2119,10.4,646.0,545.0,30.49,4.0,9,0.908,3.171,423.8,-0.17,1.2744,192.8895,1.663
1141061500,연희동,서대문구,서대문구,2023,34318,5971,17.4,1479.0,1365.0,24.77,3.0,9,0.908,4.31,1492.75,0.41,1.2648,580.9324,1.5781
1141062000,홍제제1동,서대문구,서대문구,2023,24747,4876,19.7,1195.0,832.0,24.51,1.0,9,0.908,4.828,2438.0,0.12,1.2485,553.426,1.5545
1141064000,홍제제3동,서대문구,서대문구,2023,17712,3952,22.31,1054.0,775.0,26.67,2.0,9,0.908,5.95,1317.33,-0.27,1.2543,413.0828,1.5888
1141065500,홍제제2동,서대문구,서대문구,2023,13328,2815,21.12,724.0,539.0,25.72,0.0,9,0.908,5.432,2815.0,0.93,1.2502,351.9313,1.5718
1141066000,홍은제1동,서대문구,서대문구,2023,22452,4711,20.98,1181.0,968.0,25.07,1.0,9,0.908,5.26,2355.5,0.78,1.2545,537.2681,1.569
1141068500,홍은제2동,서대문구,서대문구,2023,28514,5446,19.1,1275.0,966.0,23.41,2.0,9,0.908,4.471,1815.33,-0.6,1.2545,569.3339,1.5482
1141069000,남가좌제1동,서대문구,서대문구,2023,16722,2294,13.72,444.0,353.0,19.35,1.0,9,0.908,2.655,1147.0,-0.38,1.2493,260.5358,1.491
1141070000,남가좌제2동,서대문구,서대문구,2023,29274,4996,17.07,1368.0,937.0,27.38,0.0,9,0.908,4.674,4996.0,0.64,1.2482,623.6007,1.59
1141071000,북가좌제1동,서대문구,서대문구,2023,17703,3133,17.7,585.0,437.0,18.67,1.0,9,0.908,3.305,1566.5,1.02,1.2472,355.2252,1.4801
1141072000,북가좌제2동,서대문구,서대문구,2023,30903,6552,21.2,1678.0,1333.0,25.61,0.0,9,0.908,5.429,6552.0,0.99,1.2432,814.5446,1.5616
1144055500,아현동,마포구,마포구,2023,27437,3511,12.8,805.0,474.0,22.93,1.0,3,0.993,2.935,1755.5,0.24,1.2499,877.6798,1.5365
1144056500,공덕동,마포구,마포구,2023,36757,6086,16.56,1790.0,1520.0,29.41,0.0,3,0.993,4.87,6086.0,0.59,1.2544,1908.5696,1.6233
1144058500,도화동,마포구,마포구,2023,20789,3830,18.42,929.0,726.0,24.26,1.0,3,0.993,4.469,1915.0,0.79,1.2657,969.5262,1.5728
1144059000,용강동,마포구,마포구,2023,21301,3041,14.28,721.0,576.0,23.71,2.0,3,0.993,3.386,1013.67,0.58,1.2613,639.2689,1.5604
1144060000,대흥동,마포구,마포구,2023,14488,1985,13.7,685.0,542.0,34.51,2.0,3,0.993,4.728,661.67,-0.51,1.2583,416.2876,1.6925
1144061000,염리동,마포구,마포구,2023,16781,2088,12.44,588.0,431.0,28.16,0.0,3,0.993,3.503,2088.0,-0.04,1.2533,654.2226,1.6062
1144063000,신수동,마포구,마포구,2023,22235,3371,15.16,745.0,633.0,22.1,2.0,3,0.993,3.35,1123.67,0.57,1.2509,702.7973,1.5273
1144065500,서강동,마포구,마포구,2023,24676,3340,13.54,693.0,567.0,20.75,2.0,3,0.993,2.81,1113.33,0.49,1.2535,697.7817,1.5136
1144066000,서교동,마포구,마포구,2023,24466,3335,13.63,858.0,655.0,25.73,3.0,3,0.993,3.507,833.75,0.27,1.2689,604.5402,1.5954
1144068000,합정동,마포구,마포구,2023,16654,2681,16.1,678.0,590.0,25.29,1.0,3,0.993,4.072,1340.5,0.76,1.2516,671.1079,1.5681
1144069000,망원제1동,마포구,마포구,2023,19376,3410,17.6,902.0,947.0,26.45,0.0,3,0.993,4.655,3410.0,0.72,1.2441,1060.5952,1.5732
1144070000,망원제2동,마포구,마포구,2023,18204,3242,17.81,720.0,548.0,22.21,0.0,3,0.993,3.956,3242.0,0.89,1.2413,1006.0736,1.517
1144071000,연남동,마포구,마포구,2023,14528,2302,15.85,567.0,474.0,24.63,0.0,3,0.993,3.904,2302.0,0.27,1.2648,727.8924,1.5763
1144072000,성산제1동,마포구,마포구,2023,18679,3046,16.31,720.0,542.0,23.64,1.0,3,0.993,3.856,1523.0,0.69,1.2367,753.3976,1.5291
1144073000,성산제2동,마포구,마포구,2023,39067,6428,16.45,1870.0,1412.0,29.09,1.0,3,0.993,4.785,3214.0,0.53,1.2464,1602.3718,1.609
1144074000,상암동,마포구,마포구,2023,30009,4279,14.26,794.0,460.0,18.56,1.0,3,0.993,2.647,2139.5,0.94,1.2472,1067.3538,1.4787
1147051000,목1동,양천구,양천구,2023,30362,3537,11.65,586.0,397.0,16.57,5.0,13,0.96,1.93,589.5,0.8,1.218,226.7403,1.4198
1147052000,목2동,양천구,양천구,2023,29283,4437,15.15,1001.0,878.0,22.56,1.0,13,0.96,3.418,2218.5,1.03,1.2216,361.3493,1.4972
1147053000,목3동,양천구,양천구,2023,21506,3612,16.8,917.0,625.0,25.39,2.0,13,0.96,4.266,1204.0,1.25,1.2305,277.7854,1.5429
1147054000,목4동,양천구,양천구,2023,24774,3431,13.85,879.0,599.0,25.62,0.0,13,0.96,3.548,3431.0,0.8,1.2311,301.7074,1.5465
1147055000,목5동,양천구,양천구,2023,40615,5074,12.49,621.0,438.0,12.24,1.0,13,0.96,1.529,2537.0,0.91,1.2264,414.8502,1.3765
1147056000,신월1동,양천구,양천구,2023,19998,4465,22.33,1474.0,1417.0,33.01,0.0,13,0.96,7.371,4465.0,1.25,1.2142,387.2431,1.615
1147057000,신월2동,양천구,양천구,2023,20343,4137,20.34,994.0,651.0,24.03,0.0,13,0.96,4.888,4137.0,1.23,1.2121,358.1756,1.5034
1147058000,신월3동,양천구,양천구,2023,14688,3143,21.4,1275.0,1224.0,40.57,2.0,13,0.96,8.682,1047.67,1.21,1.2212,239.8895,1.7166
1147059000,신월4동,양천구,양천구,2023,17600,3523,20.02,711.0,527.0,20.18,4.0,13,0.96,4.04,704.6,1.24,1.2222,239.2117,1.4688
1147060000,신월5동,양천구,양천구,2023,14313,2627,18.35,674.0,433.0,25.66,1.0,13,0.96,4.709,1313.5,1.18,1.223,214.1881,1.5368
1147061000,신월6동,양천구,양천구,2023,13867,2054,14.81,414.0,192.0,20.16,3.0,13,0.96,2.986,513.5,1.3,1.2091,146.0877,1.4529
1147061100,신월7동,양천구,양천구,2023,18959,4485,23.66,1370.0,1024.0,30.55,0.0,13,0.96,7.228,4485.0,1.19,1.2357,395.8653,1.6132
1147062000,신정1동,양천구,양천구,2023,19830,2855,14.4,523.0,388.0,18.32,2.0,13,0.96,2.638,951.67,0.88,1.2342,220.2276,1.4603
1147063000,신정2동,양천구,양천구,2023,18901,2750,14.55,687.0,674.0,24.98,0.0,13,0.96,3.635,2750.0,0.99,1.2303,241.6661,1.5376
1147064000,신정3동,양천구,양천구,2023,50234,8201,16.33,1911.0,1822.0,23.3,2.0,13,0.96,3.805,2733.67,0.97,1.2288,629.8368,1.5151
1147065000,신정4동,양천구,양천구,2023,32340,6199,19.17,1759.0,1202.0,28.38,8.0,13,0.96,5.44,688.78,1.12,1.2173,343.0019,1.5628
1147067000,신정6동,양천구,양천구,2023,24069,3059,12.71,403.0,288.0,13.17,1.0,13,0.96,1.674,1529.5,0.98,1.2189,248.5743,1.3794
1147068000,신정7동,양천구,양천구,2023,28360,5347,18.85,1626.0,1085.0,30.41,0.0,13,0.96,5.732,5347.0,1.4,1.2409,473.9352,1.6183
1150051000,염창동,강서구,강서구,2023,41420,4700,11.35,681.0,566.0,14.49,2.0,21,0.875,1.645,1566.67,0.58,1.2154,238.0158,1.3915
1150052000,등촌제1동,강서구,강서구,2023,24757,3082,12.45,835.0,649.0,27.09,5.0,21,0.875,3.373,513.67,0.41,1.2752,145.5617,1.6207
1150053000,등촌제2동,강서구,강서구,2023,19655,3384,17.22,604.0,414.0,17.85,1.0,21,0.875,3.074,1692.0,1.26,1.2203,179.5433,1.4381
1150053500,등촌제3동,강서구,강서구,2023,29671,7116,23.98,3055.0,1961.0,42.93,8.0,21,0.875,10.295,790.67,1.73,1.2608,299.0618,1.8021
1150054000,화곡제1동,강서구,강서구,2023,51751,8777,16.96,2261.0,1506.0,25.76,6.0,21,0.875,4.369,1253.86,0.64,1.2156,381.0472,1.5287
1150055000,화곡제2동,강서구,강서구,2023,17472,3076,17.61,802.0,441.0,26.07,0.0,21,0.875,4.591,3076.0,1.31,1.2099,169.166,1.5253
1150056000,화곡제3동,강서구,강서구,2023,21388,4332,20.25,850.0,622.0,19.62,2.0,21,0.875,3.973,1444.0,1.09,1.2135,219.0368,1.4516
1150057000,화곡제4동,강서구,강서구,2023,20135,4069,20.21,1051.0,668.0,25.83,3.0,21,0.875,5.22,1017.25,1.31,1.224,199.2182,1.5402
1150059000,화곡본동,강서구,강서구,2023,33616,5198,15.46,1427.0,934.0,27.45,5.0,21,0.875,4.244,866.33,0.95,1.2174,234.372,1.5516
1150059100,화곡제6동,강서구,강서구,2023,24990,4199,16.8,1053.0,721.0,25.08,0.0,21,0.875,4.213,4199.0,0.92,1.2178,232.4337,1.5232
1150059300,화곡제8동,강서구,강서구,2023,23977,4596,19.17,1132.0,821.0,24.63,0.0,21,0.875,4.722,4596.0,0.9,1.2147,253.7619,1.5139
1150060300,가양제1동,강서구,강서구,2023,34096,3337,9.79,584.0,359.0,17.5,3.0,21,0.875,1.713,834.25,0.64,1.221,162.9791,1.4347
1150060400,가양제2동,강서구,강서구,2023,13785,4412,32.01,1982.0,1209.0,44.92,1.0,21,0.875,14.379,2206.0,2.12,1.2425,238.3439,1.8006
1150060500,가양제3동,강서구,강서구,2023,14504,3875,26.72,1515.0,960.0,39.1,0.0,21,0.875,10.448,3875.0,1.65,1.2342,217.3875,1.7168
1150061100,발산제1동,강서구,강서구,2023,35942,5205,14.48,1095.0,644.0,21.04,8.0,21,0.875,3.047,578.33,0.9,1.2326,213.8561,1.4919
1150061500,우장산동,강서구,강서구,2023,43348,6311,14.56,1011.0,773.0,16.02,3.0,21,0.875,2.333,1577.75,0.77,1.2114,305.8058,1.4055
1150062000,공항동,강서구,강서구,2023,30225,4431,14.66,1081.0,782.0,24.4,2.0,21,0.875,3.577,1477.0,0.63,1.2313,227.3288,1.5317
1150063000,방화제1동,강서구,강서구,2023,42548,7096,16.68,1368.0,981.0,19.28,6.0,21,0.875,3.216,1013.71,1.03,1.2231,309.9685,1.4589
1150064000,방화제2동,강서구,강서구,2023,23042,5068,21.99,1667.0,1150.0,32.89,1.0,21,0.875,7.233,2534.0,0.98,1.2431,273.9144,1.652
1150064100,방화제3동,강서구,강서구,2023,22344,5565,24.91,1992.0,1307.0,35.8,0.0,21,0.875,8.918,5565.0,1.53,1.2468,315.3837,1.6932
1153051000,신도림동,구로구,구로구,2023,35799,5028,14.05,682.0,553.0,13.56,0.0,11,0.912,1.905,5028.0,0.78,1.2184,510.5096,1.3836
1153052000,구로제1동,구로구,구로구,2023,20618,2915,14.14,433.0,307.0,14.85,0.0,11,0.912,2.1,2915.0,1.1,1.2152,295.1923,1.3957
1153053000,구로제2동,구로구,구로구,2023,23030,5730,24.88,1835.0,1500.0,32.02,2.0,11,0.912,7.967,1910.0,1.16,1.2357,505.7544,1.6314
1153054000,구로제3동,구로구,구로구,2023,23460,3564,15.19,883.0,713.0,24.78,1.0,11,0.912,3.764,1782.0,0.5,1.2367,339.0461,1.5432
1153055000,구로제4동,구로구,구로구,2023,19100,4638,24.28,1511.0,1103.0,32.58,0.0,11,0.912,7.91,4638.0,1.33,1.2425,480.2262,1.6473
1153056000,구로제5동,구로구,구로구,2023,29300,4890,16.69,1231.0,861.0,25.17,7.0,11,0.912,4.201,611.25,0.61,1.2309,316.7948,1.5407
1153059500,가리봉동,구로구,구로구,2023,8954,1965,21.95,939.0,819.0,47.79,3.0,11,0.912,10.49,491.25,0.62,1.2353,161.8243,1.8256
1153072000,고척제1동,구로구,구로구,2023,25738,4603,17.88,1036.0,770.0,22.51,5.0,11,0.912,4.025,767.17,-2.03,1.223,331.1452,1.4983
1153073000,고척제2동,구로구,구로구,2023,26138,5561,21.28,1494.0,984.0,26.87,2.0,11,0.912,5.718,1853.67,1.37,1.236,490.9569,1.5681
1153074000,개봉제1동,구로구,구로구,2023,33321,6747,20.25,1785.0,1314.0,26.46,6.0,11,0.912,5.358,963.86,1.07,1.2237,458.6836,1.5475
1153075000,개봉제2동,구로구,구로구,2023,30099,6830,22.69,1279.0,888.0,18.73,1.0,11,0.912,4.25,3415.0,1.43,1.2163,639.0253,1.4441
1153076000,개봉제3동,구로구,구로구,2023,19853,4497,22.65,1066.0,736.0,23.7,0.0,11,0.912,5.368,4497.0,1.27,1.2214,457.7196,1.5109
1153077000,오류제1동,구로구,구로구,2023,22655,4189,18.49,1184.0,857.0,28.26,3.0,11,0.912,5.225,1047.25,0.62,1.2332,344.3917,1.5817
1153078000,오류제2동,구로구,구로구,2023,37942,7446,19.62,1632.0,1243.0,21.92,1.0,11,0.912,4.301,3723.0,0.97,1.2336,706.5681,1.504
1153079000,수궁동,구로구,구로구,2023,22967,4746,20.66,1205.0,779.0,25.39,0.0,11,0.912,5.246,4746.0,1.59,1.223,483.6965,1.5335
1154551000,가산동,금천구,금천구,2023,24198,2767,11.43,902.0,660.0,32.6,1.0,14,0.881,3.726,1383.5,0.38,1.2198,210.9492,1.6175
1154561000,독산제1동,금천구,금천구,2023,46080,6197,13.45,1521.0,1133.0,24.54,3.0,14,0.881,3.301,1549.25,0.41,1.2264,422.2223,1.5274
1154562000,독산제2동,금천구,금천구,2023,18176,3670,20.19,1193.0,875.0,32.51,0.0,14,0.881,6.564,3670.0,1.39,1.2183,298.0774,1.6144
1154563000,독산제3동,금천구,금천구,2023,24004,4757,19.82,1436.0,1082.0,30.19,4.0,14,0.881,5.984,951.4,1.03,1.2255,306.8265,1.5955
1154564000,독산제4동,금천구,금천구,2023,14863,3053,20.54,875.0,627.0,28.66,1.0,14,0.881,5.887,1526.5,1.2,1.2109,231.0549,1.5579
1154567000,시흥제1동,금천구,금천구,2023,32363,6484,20.04,1971.0,1477.0,30.4,7.0,14,0.881,6.092,810.5,0.95,1.2316,362.9861,1.606
1154568000,시흥제2동,금천구,금천구,2023,20699,4363,21.08,1042.0,769.0,23.88,0.0,14,0.881,5.034,4363.0,1.54,1.2344,359.0458,1.5292
1154569000,시흥제3동,금천구,금천구,2023,10483,2472,23.58,580.0,476.0,23.46,0.0,14,0.881,5.532,2472.0,1.39,1.2279,202.3579,1.516
1154570000,시흥제4동,금천구,금천구,2023,19888,4395,22.1,1165.0,854.0,26.51,0.0,14,0.881,5.859,4395.0,1.43,1.2217,357.9581,1.5456
1154571000,시흥제5동,금천구,금천구,2023,18641,4535,24.33,1534.0,1195.0,33.83,0.0,14,0.881,8.231,4535.0,1.29,1.2461,376.7376,1.6677
1156051500,영등포본동,영등포구,영등포구,2023,20941,4282,20.45,1344.0,1103.0,31.39,2.0,2,0.984,6.419,1427.33,0.89,1.2343,1057.0545,1.6217
1156053500,영등포동,영등포구,영등포구,2023,30070,3440,11.44,1483.0,1405.0,43.11,14.0,2,0.984,4.932,229.33,-0.07,1.2318,249.2584,1.7628
1156054000,여의동,영등포구,영등포구,2023,32483,6395,19.69,1032.0,1019.0,16.14,5.0,2,0.984,3.178,1065.83,0.72,1.2714,1016.3254,1.4766
1156055000,당산제1동,영등포구,영등포구,2023,20755,3489,16.81,953.0,834.0,27.31,2.0,2,0.984,4.591,1163.0,0.1,1.2399,865.2022,1.5785
1156056000,당산제2동,영등포구,영등포구,2023,36738,4877,13.28,776.0,746.0,15.91,0.0,2,0.984,2.113,4877.0,0.67,1.2429,2020.5411,1.4406
1156058500,도림동,영등포구,영등포구,2023,17713,3289,18.57,1019.0,895.0,30.98,0.0,2,0.984,5.753,3289.0,0.37,1.2453,1365.2639,1.6311
1156060500,문래동,영등포구,영등포구,2023,32276,4874,15.1,855.0,847.0,17.54,3.0,2,0.984,2.649,1218.5,0.62,1.2403,1007.537,1.4578
1156061000,양평제1동,영등포구,영등포구,2023,18345,2430,13.25,635.0,576.0,26.13,3.0,2,0.984,3.462,607.5,0.2,1.244,503.82,1.5691
1156062000,양평제2동,영등포구,영등포구,2023,22386,2668,11.92,538.0,490.0,20.16,2.0,2,0.984,2.403,889.33,0.52,1.2351,659.0494,1.4841
1156063000,신길제1동,영등포구,영등포구,2023,19327,3556,18.4,1276.0,1026.0,35.88,3.0,2,0.984,6.602,889.0,-0.45,1.2532,742.7299,1.7028
1156065000,신길제3동,영등포구,영등포구,2023,16322,3256,19.95,915.0,804.0,28.1,1.0,2,0.984,5.606,1628.0,0.96,1.2312,1002.1968,1.5772
1156066000,신길제4동,영등포구,영등포구,2023,12335,2451,19.87,770.0,586.0,31.42,0.0,2,0.984,6.243,2451.0,1.09,1.2301,1004.9917,1.6166
1156067000,신길제5동,영등포구,영등포구,2023,10186,2078,20.4,608.0,518.0,29.26,0.0,2,0.984,5.969,2078.0,1.29,1.2268,849.7635,1.5858
1156068000,신길제6동,영등포구,영등포구,2023,18824,3467,18.42,826.0,711.0,23.82,1.0,2,0.984,4.388,1733.5,0.95,1.2364,1071.6497,1.5309
1156069000,신길제7동,영등포구,영등포구,2023,19804,2691,13.59,469.0,349.0,17.43,1.0,2,0.984,2.369,1345.5,0.72,1.2338,830.039,1.4489
1156070000,대림제1동,영등포구,영등포구,2023,14053,3183,22.65,908.0,765.0,28.53,2.0,2,0.984,6.462,1061.0,1.36,1.2445,792.2487,1.5996
1156071000,대림제2동,영등포구,영등포구,2023,11973,2873,24.0,888.0,764.0,30.91,4.0,2,0.984,7.418,574.6,0.34,1.2397,508.8083,1.6229
1156072000,대림제3동,영등포구,영등포구,2023,21879,4658,21.29,1213.0,892.0,26.04,4.0,2,0.984,5.544,931.6,1.12,1.2346,821.5381,1.5561
1159051000,노량진제1동,동작구,동작구,2023,31695,6007,18.95,1455.0,1235.0,24.22,0.0,6,0.979,4.59,6007.0,0.35,1.2494,1072.1637,1.552
1159052000,노량진제2동,동작구,동작구,2023,10525,2243,21.31,821.0,1061.0,36.6,1.0,6,0.979,7.799,1121.5,0.44,1.2448,349.0108,1.7004
1159053000,상도제1동,동작구,동작구,2023,44399,7433,16.74,1575.0,1270.0,21.19,1.0,6,0.979,3.547,3716.5,0.54,1.2421,1154.0662,1.5053
1159054000,상도제2동,동작구,동작구,2023,27731,4436,16.0,863.0,858.0,19.45,0.0,6,0.979,3.112,4436.0,0.54,1.246,789.608,1.4883
1159055000,상도제3동,동작구,동작구,2023,24178,4648,19.22,1155.0,802.0,24.85,0.0,6,0.979,4.776,4648.0,0.87,1.2369,821.3016,1.5443
1159056000,상도제4동,동작구,동작구,2023,28203,5394,19.13,1530.0,1070.0,28.36,2.0,6,0.979,5.425,1798.0,1.11,1.2387,742.3942,1.59
1159060500,흑석동,동작구,동작구,2023,27936,5137,18.39,1019.0,1304.0,19.84,1.0,6,0.979,3.649,2568.5,0.1,1.2579,807.729,1.5075
1159062000,사당제1동,동작구,동작구,2023,22566,3914,17.34,1011.0,766.0,25.83,3.0,6,0.979,4.479,978.5,0.7,1.2176,476.5686,1.5321
1159063000,사당제2동,동작구,동작구,2023,28377,5829,20.54,1208.0,1168.0,20.72,1.0,6,0.979,4.256,2914.5,0.61,1.2338,898.9775,1.4894
1159064000,사당제3동,동작구,동작구,2023,23904,4689,19.62,851.0,714.0,18.15,0.0,6,0.979,3.561,4689.0,1.0,1.2228,819.1013,1.4447
1159065000,사당제4동,동작구,동작구,2023,13965,2797,20.03,708.0,541.0,25.31,0.0,6,0.979,5.07,2797.0,0.99,1.2313,491.9923,1.5429
1159065100,사당제5동,동작구,동작구,2023,14298,2461,17.21,557.0,424.0,22.63,0.0,6,0.979,3.895,2461.0,0.89,1.2316,432.9954,1.5103
1159066000,대방동,동작구,동작구,2023,36221,5729,15.82,1409.0,1163.0,24.59,2.0,6,0.979,3.89,1909.67,0.45,1.2479,794.3577,1.5548
1159067000,신대방제1동,동작구,동작구,2023,23371,3976,17.01,990.0,655.0,24.9,1.0,6,0.979,4.235,1988.0,0.33,1.2381,615.3357,1.5464
1159068000,신대방제2동,동작구,동작구,2023,22253,3465,15.57,740.0,519.0,21.36,2.0,6,0.979,3.326,1155.0,0.53,1.2415,477.9775,1.5067
1162052500,보라매동,관악구,관악구,2023,24222,4683,19.33,1254.0,930.0,26.78,0.0,9,0.911,5.177,4683.0,0.97,1.2336,577.6949,1.564
1162054500,청림동,관악구,관악구,2023,14912,2859,19.17,720.0,611.0,25.18,0.0,9,0.911,4.827,2859.0,1.11,1.2527,358.1469,1.5681
1162056500,성현동,관악구,관악구,2023,28561,5596,19.59,1496.0,1217.0,26.73,0.0,9,0.911,5.236,5596.0,1.01,1.2346,690.8822,1.5646
1162057500,행운동,관악구,관악구,2023,29091,4526,15.56,1205.0,983.0,26.62,3.0,9,0.911,4.142,1131.5,0.39,1.2245,426.3144,1.5505
1162058500,낙성대동,관악구,관악구,2023,17358,2028,11.68,581.0,496.0,28.65,1.0,9,0.911,3.346,1014.0,-0.23,1.2466,229.8277,1.6038
1162059500,청룡동,관악구,관악구,2023,36155,4712,13.03,1388.0,996.0,29.46,6.0,9,0.911,3.839,673.14,0.34,1.2278,361.5871,1.5895
1162060500,은천동,관악구,관악구,2023,32678,6126,18.75,1592.0,1191.0,25.99,1.0,9,0.911,4.873,3063.0,0.81,1.2291,684.497,1.5485
1162061500,중앙동,관악구,관악구,2023,15399,2411,15.66,735.0,617.0,30.49,1.0,9,0.911,4.775,1205.5,0.25,1.2315,269.9224,1.607
1162062500,인헌동,관악구,관악구,2023,25775,4158,16.13,1007.0,755.0,24.22,0.0,9,0.911,3.907,4158.0,0.53,1.2286,510.8519,1.5262
1162063000,남현동,관악구,관악구,2023,17932,2963,16.52,663.0,441.0,22.38,1.0,9,0.911,3.697,1481.5,0.91,1.2239,329.6742,1.4978
1162064500,서원동,관악구,관악구,2023,22876,3384,14.79,896.0,662.0,26.48,4.0,9,0.911,3.916,676.8,0.13,1.2278,296.7768,1.5529
1162065500,신원동,관악구,관악구,2023,17927,3324,18.54,1038.0,814.0,31.23,0.0,9,0.911,5.79,3324.0,0.52,1.2389,411.8104,1.6258
1162066500,서림동,관악구,관악구,2023,23540,3706,15.74,978.0,742.0,26.39,0.0,9,0.911,4.154,3706.0,0.27,1.2287,455.3562,1.553
