"동별","독거노인별","항목","단위","2021 년","2022 년","2023 년","2024 년",
"자양4동","일   반","계","","716","1134","741","1260",
"자양4동","일   반","65~79세","","578","852","586","955",
"자양4동","일   반","80세 이상","","138","282","155","305",
"구의1동","합계","계","","802","1192","943","1323",
"구의1동","합계","65~79세","","623","907","704","981",
"구의1동","합계","80세 이상","","179","285","239","342",
"구의1동","국민기초생활보장 수급권자","계","","214","244","276","307",
"구의1동","국민기초생활보장 수급권자","65~79세","","163","188","207","227",
"구의1동","국민기초생활보장 수급권자","80세 이상","","51","56","69","80",
"구의1동","저소득노인","계","","19","56","63","12",
"구의1동","저소득노인","65~79세","","10","35","43","6",
"구의1동","저소득노인","80세 이상","","9","21","20","6",
"구의1동","일   반","계","","569","892","604","1004",
"구의1동","일   반","65~79세","","450","684","454","748",
"구의1동","일   반","80세 이상","","119","208","150","256",
"구의2동","합계","계","","1008","1427","1126","1583",
"구의2동","합계","65~79세","","755","1032","861","1159",
"구의2동","합계","80세 이상","","253","395","265","424",
"구의2동","국민기초생활보장 수급권자","계","","259","287","341","388",
"구의2동","국민기초생활보장 수급권자","65~79세","","173","191","237","266",
"구의2동","국민기초생활보장 수급권자","80세 이상","","86","96","104","122",
"구의2동","저소득노인","계","","45","111","110","16",
"구의2동","저소득노인","65~79세","","22","65","65","9",
"구의2동","저소득노인","80세 이상","","23","46","45","7",
"구의2동","일   반","계","","704","1029","675","1179",
"구의2동","일   반","65~79세","","560","776","559","884",
"구의2동","일   반","80세 이상","","144","253","116","295",
"구의3동","합계","계","","758","952","790","976",
"구의3동","합계","65~79세","","502","612","528","644",
"구의3동","합계","80세 이상","","256","340","262","332",
"구의3동","국민기초생활보장 수급권자","계","","145","134","144","157",
"구의3동","국민기초생활보장 수급권자","65~79세","","89","79","82","89",
"구의3동","국민기초생활보장 수급권자","80세 이상","","56","55","62","68",
"구의3동","저소득노인","계","","16","46","48","10",
"구의3동","저소득노인","65~79세","","10","26","26","5",
"구의3동","저소득노인","80세 이상","","6","20","22","5",
"구의3동","일   반","계","","597","772","598","809",
"구의3동","일   반","65~79세","","403","507","420","550",
"구의3동","일   반","80세 이상","","194","265","178","259",
"동대문","합계","계","","17040","17653","18625","19403",
"동대문","합계","65~79세","","12803","13017","13464","13930",
"동대문","합계","80세 이상","","4237","4636","5161","5473",
"동대문","국민기초생활보장 수급권자","계","","5271","5675","5993","6471",
"동대문","국민기초생활보장 수급권자","65~79세","","3797","4007","4227","4573",
"동대문","국민기초생활보장 수급권자","80세 이상","","1474","1668","1766","1898",
"동대문","저소득노인","계","","493","773","446","393",
"동대문","저소득노인","65~79세","","281","505","248","213",
"동대문","저소득노인","80세 이상","","212","268","198","180",
"동대문","일   반","계","","11276","11205","12186","12539",
"동대문","일   반","65~79세","","8725","8505","8989","9144",
"동대문","일   반","80세 이상","","2551","2700","3197","3395",
"용신동","합계","계","","1973","2076","2207","2303",
"용신동","합계","65~79세","","1523","1541","1615","1678",
"용신동","합계","80세 이상","","450","535","592","625",
"용신동","국민기초생활보장 수급권자","계","","674","706","749","812",
"용신동","국민기초생활보장 수급권자","65~79세","","487","509","540","593",
"용신동","국민기초생활보장 수급권자","80세 이상","","187","197","209","219",
"용신동","저소득노인","계","","29","55","34","30",
"용신동","저소득노인","65~79세","","18","38","21","17",
"용신동","저소득노인","80세 이상","","11","17","13","13",
"용신동","일   반","계","","1270","1315","1424","1461",
"용신동","일   반","65~79세","","1018","994","1054","1068",
"용신동","일   반","80세 이상","","252","321","370","393",
"제기동","합계","계","","1931","1954","2001","2058",
"제기동","합계","65~79세","","1441","1403","1413","1471",
"제기동","합계","80세 이상","","490","551","588","587",
"제기동","국민기초생활보장 수급권자","계","","641","694","706","765",
"제기동","국민기초생활보장 수급권자","65~79세","","495","519","523","582",
"제기동","국민기초생활보장 수급권자","80세 이상","","146","175","183","183",
"제기동","저소득노인","계","","60","78","58","51",
"제기동","저소득노인","65~79세","","39","57","41","33",
"제기동","저소득노인","80세 이상","","21","21","17","18",
"제기동","일   반","계","","1230","1182","1237","1242",
"제기동","일   반","65~79세","","907","827","849","856",
"제기동","일   반","80세 이상","","323","355","388","386",
"전농1동","합계","계","","1852","1879","1991","2068",
"전농1동","합계","65~79세","","1400","1418","1473","1505",
"전농1동","합계","80세 이상","","452","461","518","563",
"전농1동","국민기초생활보장 수급권자","계","","678","701","741","813",
"전농1동","국민기초생활보장 수급권자","65~79세","","482","506","532","575",
"전농1동","국민기초생활보장 수급권자","80세 이상","","196","195","209","238",
"전농1동","저소득노인","계","","55","106","56","48",
"전농1동","저소득노인","65~79세","","35","72","35","30",
"전농1동","저소득노인","80세 이상","","20","34","21","18",
"전농1동","일   반","계","","1119","1072","1194","1207",
"전농1동","일   반","65~79세","","883","840","906","900",
"전농1동","일   반","80세 이상","","236","232","288","307",
"전농2동","합계","계","","803","859","906","945",
"전농2동","합계","65~79세","","596","626","648","660",
"전농2동","합계","80세 이상","","207","233","258","285",
"전농2동","국민기초생활보장 수급권자","계","","251","287","305","332",
"전농2동","국민기초생활보장 수급권자","65~79세","","165","186","201","211",
"전농2동","국민기초생활보장 수급권자","80세 이상","","86","101","104","121",
"전농2동","저소득노인","계","","25","43","26","21",
"전농2동","저소득노인","65~79세","","15","29","15","15",
"전농2동","저소득노인","80세 이상","","10","14","11","6",
"전농2동","일   반","계","","527","529","575","592",
"전농2동","일   반","65~79세","","416","411","432","434",
"전농2동","일   반","80세 이상","","111","118","143","158",
"답십리1동","합계","계","","944","981","1037","1096",
"답십리1동","합계","65~79세","","692","711","736","784",
"답십리1동","합계","80세 이상","","252","270","301","312",
"답십리1동","국민기초생활보장 수급권자","계","","250","283","300","321",
"답십리1동","국민기초생활보장 수급권자","65~79세","","176","185","195","217",
"답십리1동","국민기초생활보장 수급권자","80세 이상","","74","98","105","104",
"답십리1동","저소득노인","계","","29","43","25","24",
"답십리1동","저소득노인","65~79세","","13","27","10","10",
"답십리1동","저소득노인","80세 이상","","16","16","15","14",
"답십리1동","일   반","계","","665","655","712","751",
"답십리1동","일   반","65~79세","","503","499","531","557",
"답십리1동","일   반","80세 이상","","162","156","181","194",
"답십리2동","합계","계","","1306","1369","1464","1575",
"답십리2동","합계","65~79세","","968","988","1044","1116",
"답십리2동","합계","80세 이상","","338","381","420","459",
"답십리2동","국민기초생활보장 수급권자","계","","439","479","519","575",
"답십리2동","국민기초생활보장 수급권자","65~79세","","300","325","356","389",
"답십리2동","국민기초생활보장 수급권자","80세 이상","","139","154","163","186",
"답십리2동","저소득노인","계","","38","87","44","42",
"답십리2동","저소득노인","65~79세","","23","60","18","19",
"답십리2동","저소득노인","80세 이상","","15","27","26","23",
"답십리2동","일   반","계","","829","803","901","958",
"답십리2동","일   반","65~79세","","645","603","670","708",
"답십리2동","일   반","80세 이상","","184","200","231","250",
"장안1동","합계","계","","1492","1586","1676","1795",
"장안1동","합계","65~79세","","1163","1231","1287","1393",
"장안1동","합계","80세 이상","","329","355","389","402",
"장안1동","국민기초생활보장 수급권자","계","","375","416","459","485",
"장안1동","국민기초생활보장 수급권자","65~79세","","262","293","323","353",
"장안1동","국민기초생활보장 수급권자","80세 이상","","113","123","136","132",
"장안1동","저소득노인","계","","46","65","35","36",
"장안1동","저소득노인","65~79세","","25","40","20","22",
"장안1동","저소득노인","80세 이상","","21","25","15","14",
"장안1동","일   반","계","","1071","1105","1182","1274",
"장안1동","일   반","65~79세","","876","898","944","1018",
"장안1동","일   반","80세 이상","","195","207","238","256",
"장안2동","합계","계","","1209","1250","1339","1428",
"장안2동","합계","65~79세","","933","968","1015","1081",
"장안2동","합계","80세 이상","","276","282","324","347",
"장안2동","국민기초생활보장 수급권자","계","","304","316","356","390",
"장안2동","국민기초생활보장 수급권자","65~79세","","217","222","261","293",
"장안2동","국민기초생활보장 수급권자","80세 이상","","87","94","95","97",
"장안2동","저소득노인","계","","43","54","32","27",
"장안2동","저소득노인","65~79세","","18","26","12","10",
"장안2동","저소득노인","80세 이상","","25","28","20","17",
"장안2동","일   반","계","","862","880","951","1011",
"장안2동","일   반","65~79세","","698","720","742","778",
"장안2동","일   반","80세 이상","","164","160","209","233",
"청량리동","합계","계","","1849","1968","2095","2193",
"청량리동","합계","65~79세","","1396","1472","1538","1590",
"청량리동","합계","80세 이상","","453","496","557","603",
"청량리동","국민기초생활보장 수급권자","계","","769","837","893","954",
"청량리동","국민기초생활보장 수급권자","65~79세","","585","615","650","695",
"청량리동","국민기초생활보장 수급권자","80세 이상","","184","222","243","259",
"청량리동","저소득노인","계","","53","78","51","46",
"청량리동","저소득노인","65~79세","","35","55","34","24",
"청량리동","저소득노인","80세 이상","","18","23","17","22",
"청량리동","일   반","계","","1027","1053","1151","1193",
"청량리동","일   반","65~79세","","776","802","854","871",
"청량리동","일   반","80세 이상","","251","251","297","322",
"회기동","합계","계","","456","448","465","468",
"회기동","합계","65~79세","","302","299","300","305",
"회기동","합계","80세 이상","","154","149","165","163",
"회기동","국민기초생활보장 수급권자","계","","78","84","76","94",
"회기동","국민기초생활보장 수급권자","65~79세","","50","51","43","57",
"회기동","국민기초생활보장 수급권자","80세 이상","","28","33","33","37",
"회기동","저소득노인","계","","17","15","12","12",
"회기동","저소득노인","65~79세","","8","6","6","5",
"회기동","저소득노인","80세 이상","","9","9","6","7",
"회기동","일   반","계","","361","349","377","362",
"회기동","일   반","65~79세","","244","242","251","243",
"회기동","일   반","80세 이상","","117","107","126","119",
"휘경1동","합계","계","","500","495","506","505",
"휘경1동","합계","65~79세","","374","357","354","350",
"휘경1동","합계","80세 이상","","126","138","152","155",
"휘경1동","국민기초생활보장 수급권자","계","","104","110","103","116",
"휘경1동","국민기초생활보장 수급권자","65~79세","","78","77","70","79",
"휘경1동","국민기초생활보장 수급권자","80세 이상","","26","33","33","37",
"휘경1동","저소득노인","계","","16","18","9","10",
"휘경1동","저소득노인","65~79세","","8","12","4","6",
"휘경1동","저소득노인","80세 이상","","8","6","5","4",
"휘경1동","일   반","계","","380","367","394","379",
"휘경1동","일   반","65~79세","","288","268","280","265",
"휘경1동","일   반","80세 이상","","92","99","114","114",
"휘경2동","합계","계","","908","924","976","1018",
"휘경2동","합계","65~79세","","685","677","702","718",
"휘경2동","합계","80세 이상","","223","247","274","300",
"휘경2동","국민기초생활보장 수급권자","계","","176","181","188","215",
"휘경2동","국민기초생활보장 수급권자","65~79세","","119","121","125","138",
"휘경2동","국민기초생활보장 수급권자","80세 이상","","57","60","63","77",
"휘경2동","저소득노인","계","","24","34","17","15",
"휘경2동","저소득노인","65~79세","","10","22","8","6",
"휘경2동","저소득노인","80세 이상","","14","12","9","9",
"휘경2동","일   반","계","","708","709","771","788",
"휘경2동","일   반","65~79세","","556","534","569","574",
"휘경2동","일   반","80세 이상","","152","175","202","214",
"이문1동","합계","계","","831","843","895","860",
"이문1동","합계","65~79세","","586","582","591","543",
"이문1동","합계","80세 이상","","245","261","304","317",
"이문1동","국민기초생활보장 수급권자","계","","213","232","244","222",
"이문1동","국민기초생활보장 수급권자","65~79세","","165","169","174","147",
"이문1동","국민기초생활보장 수급권자","80세 이상","","48","63","70","75",
"이문1동","저소득노인","계","","24","45","24","12",
"이문1동","저소득노인","65~79세","","13","28","12","4",
"이문1동","저소득노인","80세 이상","","11","17","12","8",
"이문1동","일   반","계","","594","566","627","626",
"이문1동","일   반","65~79세","","408","385","405","392",
"이문1동","일   반","80세 이상","","186","181","222","234",
"이문2동","합계","계","","986","1021","1067","1091",
"이문2동","합계","65~79세","","744","744","748","736",
"이문2동","합계","80세 이상","","242","277","319","355",
"이문2동","국민기초생활보장 수급권자","계","","319","349","354","377",
"이문2동","국민기초생활보장 수급권자","65~79세","","216","229","234","244",
"이문2동","국민기초생활보장 수급권자","80세 이상","","103","120","120","133",
"이문2동","저소득노인","계","","34","52","23","19",
"이문2동","저소득노인","65~79세","","21","33","12","12",
"이문2동","저소득노인","80세 이상","","13","19","11","7",
"이문2동","일   반","계","","633","620","690","695",
"이문2동","일   반","65~79세","","507","482","502","480",
"이문2동","일   반","80세 이상","","126","138","188","215",
"중랑구","합계","계","","19260","20695","22438","23982",
"중랑구","합계","65~79세","","14851","15724","16977","18210",
"중랑구","합계","80세 이상","","4409","4971","5461","5772",
"중랑구","국민기초생활보장 수급권자","계","","7074","7778","8428","9283",
"중랑구","국민기초생활보장 수급권자","65~79세","","4865","5365","5868","6585",
"중랑구","국민기초생활보장 수급권자","80세 이상","","2209","2413","2560","2698",
"중랑구","저소득노인","계","","1366","470","391","331",
"중랑구","저소득노인","65~79세","","833","295","233","188",
"중랑구","저소득노인","80세 이상","","533","175","158","143",
"중랑구","일   반","계","","10820","12447","13619","14368",
"중랑구","일   반","65~79세","","9153","10064","10876","11437",
"중랑구","일   반","80세 이상","","1667","2383","2743","2931",
"면목2동","합계","계","","1455","1526","1643","1749",
"면목2동","합계","65~79세","","1127","1158","1246","1314",
"면목2동","합계","80세 이상","","328","368","397","435",
"면목2동","국민기초생활보장 수급권자","계","","467","510","562","618",
"면목2동","국민기초생활보장 수급권자","65~79세","","332","351","389","436",
"면목2동","국민기초생활보장 수급권자","80세 이상","","135","159","173","182",
"면목2동","저소득노인","계","","80","40","28","28",
"면목2동","저소득노인","65~79세","","45","23","14","14",
"면목2동","저소득노인","80세 이상","","35","17","14","14",
"면목2동","일   반","계","","908","976","1053","1103",
"면목2동","일   반","65~79세","","750","784","843","864",
"면목2동","일   반","80세 이상","","158","192","210","239",
"면목4동","합계","계","","1045","1104","1213","1287",
"면목4동","합계","65~79세","","833","866","920","974",
"면목4동","합계","80세 이상","","212","238","293","313",
"면목4동","국민기초생활보장 수급권자","계","","500","530","562","615",
"면목4동","국민기초생활보장 수급권자","65~79세","","384","406","420","439",
"면목4동","국민기초생활보장 수급권자","80세 이상","","116","124","142","176",
"면목4동","저소득노인","계","","112","27","22","14",
"면목4동","저소득노인","65~79세","","88","20","15","8",
"면목4동","저소득노인","80세 이상","","24","7","7","6",
"면목4동","일   반","계","","433","547","629","658",
"면목4동","일   반","65~79세","","361","440","485","527",
"면목4동","일   반","80세 이상","","72","107","144","131",
"면목5동","합계","계","","527","570","630","674",
"면목5동","합계","65~79세","","412","434","478","523",
"면목5동","합계","80세 이상","","115","136","152","151",
"면목5동","국민기초생활보장 수급권자","계","","163","184","203","226",
"면목5동","국민기초생활보장 수급권자","65~79세","","113","126","137","160",
"면목5동","국민기초생활보장 수급권자","80세 이상","","50","58","66","66",
"면목5동","저소득노인","계","","29","10","8","8",
"면목5동","저소득노인","65~79세","","17","5","4","5",
"면목5동","저소득노인","80세 이상","","12","5","4","3",
"면목5동","일   반","계","","335","376","419","440",
"면목5동","일   반","65~79세","","282","303","337","358",
"면목5동","일   반","80세 이상","","53","73","82","82",
"면목본동","합계","계","","1889","2040","2187","2333",
"면목본동","합계","65~79세","","1486","1583","1681","1820",
"면목본동","합계","80세 이상","","403","457","506","513",
"면목본동","국민기초생활보장 수급권자","계","","692","791","826","905",
"면목본동","국민기초생활보장 수급권자","65~79세","","479","554","576","661",
"면목본동","국민기초생활보장 수급권자","80세 이상","","213","237","250","244",
"면목본동","저소득노인","계","","136","44","33","20",
"면목본동","저소득노인","65~79세","","85","29","22","12",
"면목본동","저소득노인","80세 이상","","51","15","11","8",
"면목본동","일   반","계","","1061","1205","1328","1408",
"면목본동","일   반","65~79세","","922","1000","1083","1147",
"면목본동","일   반","80세 이상","","139","205","245","261",
"면목7동","합계","계","","1063","1108","1191","1252",
"면목7동","합계","65~79세","","831","848","898","946",
"면목7동","합계","80세 이상","","232","260","293","306",
"면목7동","국민기초생활보장 수급권자","계","","316","349","362","409",
"면목7동","국민기초생활보장 수급권자","65~79세","","205","223","229","273",
"면목7동","국민기초생활보장 수급권자","80세 이상","","111","126","133","136",
"면목7동","저소득노인","계","","59","28","21","19",
"면목7동","저소득노인","65~79세","","30","16","12","9",
"면목7동","저소득노인","80세 이상","","29","12","9","10",
"면목7동","일   반","계","","688","731","808","824",
"면목7동","일   반","65~79세","","596","609","657","664",
"면목7동","일   반","80세 이상","","92","122","151","160",
"면목3.8동","합계","계","","1443","1575","1686","1802",
"면목3.8동","합계","65~79세","","1115","1201","1285","1370",
"면목3.8동","합계","80세 이상","","328","374","401","432",
"면목3.8동","국민기초생활보장 수급권자","계","","546","568","610","634",
"면목3.8동","국민기초생활보장 수급권자","65~79세","","379","396","422","441",
"면목3.8동","국민기초생활보장 수급권자","80세 이상","","167","172","188","193",
"면목3.8동","저소득노인","계","","109","32","22","21",
"면목3.8동","저소득노인","65~79세","","67","20","14","15",
"면목3.8동","저소득노인","80세 이상","","42","12","8","6",
"면목3.8동","일   반","계","","788","975","1054","1147",
"면목3.8동","일   반","65~79세","","669","785","849","914",
"면목3.8동","일   반","80세 이상","","119","190","205","233",
"상봉1동","합계","계","","958","1051","1147","1225",
"상봉1동","합계","65~79세","","697","775","853","910",
"상봉1동","합계","80세 이상","","261","276","294","315",
"상봉1동","국민기초생활보장 수급권자","계","","395","441","486","529",
"상봉1동","국민기초생활보장 수급권자","65~79세","","267","309","342","381",
"상봉1동","국민기초생활보장 수급권자","80세 이상","","128","132","144","148",
"상봉1동","저소득노인","계","","69","22","25","23",
"상봉1동","저소득노인","65~79세","","39","10","14","12",
"상봉1동","저소득노인","80세 이상","","30","12","11","11",
"상봉1동","일   반","계","","494","588","636","673",
"상봉1동","일   반","65~79세","","391","456","497","517",
"상봉1동","일   반","80세 이상","","103","132","139","156",
"상봉2동","합계","계","","955","1000","1111","1175",
"상봉2동","합계","65~79세","","757","765","874","909",
"상봉2동","합계","80세 이상","","198","235","237","266",
"상봉2동","국민기초생활보장 수급권자","계","","284","309","365","430",
"상봉2동","국민기초생활보장 수급권자","65~79세","","208","225","277","326",
"상봉2동","국민기초생활보장 수급권자","80세 이상","","76","84","88","104",
"상봉2동","저소득노인","계","","52","19","12","14",
"상봉2동","저소득노인","65~79세","","29","11","7","9",
"상봉2동","저소득노인","80세 이상","","23","8","5","5",
"상봉2동","일   반","계","","619","672","734","731",
"상봉2동","일   반","65~79세","","520","529","590","574",
"상봉2동","일   반","80세 이상","","99","143","144","157",
"중화1동","합계","계","","864","937","971","1048",
"중화1동","합계","65~79세","","691","741","768","825",
"중화1동","합계","80세 이상","","173","196","203","223",
"중화1동","국민기초생활보장 수급권자","계","","270","284","301","344",
"중화1동","국민기초생활보장 수급권자","65~79세","","177","193","212","248",
"중화1동","국민기초생활보장 수급권자","80세 이상","","93","91","89","96",
"중화1동","저소득노인","계","","47","21","18","15",
"중화1동","저소득노인","65~79세","","28","19","15","12",
"중화1동","저소득노인","80세 이상","","19","2","3","3",
"중화1동","일   반","계","","547","632","652","689",
"중화1동","일   반","65~79세","","486","529","541","565",
"중화1동","일   반","80세 이상","","61","103","111","124",
"중화2동","합계","계","","1676","1765","1947","2123",
"중화2동","합계","65~79세","","1305","1360","1489","1629",
"중화2동","합계","80세 이상","","371","405","458","494",
"중화2동","국민기초생활보장 수급권자","계","","697","755","828","947",
"중화2동","국민기초생활보장 수급권자","65~79세","","508","559","616","718",
"중화2동","국민기초생활보장 수급권자","80세 이상","","189","196","212","229",
"중화2동","저소득노인","계","","122","33","30","23",
"중화2동","저소득노인","65~79세","","77","22","19","16",
"중화2동","저소득노인","80세 이상","","45","11","11","7",
"중화2동","일   반","계","","857","977","1089","1153",
"중화2동","일   반","65~79세","","720","779","854","895",
"중화2동","일   반","80세 이상","","137","198","235","258",
"묵1동","합계","계","","1113","1206","1300","1365",
"묵1동","합계","65~79세","","867","907","960","1015",
"묵1동","합계","80세 이상","","246","299","340","350",
"묵1동","국민기초생활보장 수급권자","계","","313","337","356","385",
"묵1동","국민기초생활보장 수급권자","65~79세","","192","203","218","248",
"묵1동","국민기초생활보장 수급권자","80세 이상","","121","134","138","137",
"묵1동","저소득노인","계","","68","28","21","19",
"묵1동","저소득노인","65~79세","","38","21","12","12",
"묵1동","저소득노인","80세 이상","","30","7","9","7",
"묵1동","일   반","계","","732","841","923","961",
"묵1동","일   반","65~79세","","637","683","730","755",
"묵1동","일   반","80세 이상","","95","158","193","206",
"묵2동","합계","계","","962","979","1067","1134",
"묵2동","합계","65~79세","","740","745","794","842",
"묵2동","합계","80세 이상","","222","234","273","292",
"묵2동","국민기초생활보장 수급권자","계","","315","319","350","410",
"묵2동","국민기초생활보장 수급권자","65~79세","","219","220","248","286",
"묵2동","국민기초생활보장 수급권자","80세 이상","","96","99","102","124",
"묵2동","저소득노인","계","","58","31","29","20",
"묵2동","저소득노인","65~79세","","39","17","14","8",
"묵2동","저소득노인","80세 이상","","19","14","15","12",
"묵2동","일   반","계","","589","629","688","704",
"묵2동","일   반","65~79세","","482","508","532","548",
"묵2동","일   반","80세 이상","","107","121","156","156",
"망우본동","합계","계","","1810","2094","2289","2461",
"망우본동","합계","65~79세","","1399","1611","1780","1924",
"망우본동","합계","80세 이상","","411","483","509","537",
"망우본동","국민기초생활보장 수급권자","계","","698","854","947","1044",
"망우본동","국민기초생활보장 수급권자","65~79세","","492","596","683","769",
"망우본동","국민기초생활보장 수급권자","80세 이상","","206","258","264","275",
"망우본동","저소득노인","계","","124","39","39","31",
"망우본동","저소득노인","65~79세","","71","25","22","14",
"망우본동","저소득노인","80세 이상","","53","14","17","17",
"망우본동","일   반","계","","988","1201","1303","1386",
"망우본동","일   반","65~79세","","836","990","1075","1141",
"망우본동","일   반","80세 이상","","152","211","228","245",
"망우3동","합계","계","","1106","1177","1271","1382",
"망우3동","합계","65~79세","","853","903","968","1062",
"망우3동","합계","80세 이상","","253","274","303","320",
"망우3동","국민기초생활보장 수급권자","계","","483","528","581","617",
"망우3동","국민기초생활보장 수급권자","65~79세","","359","388","437","475",
"망우3동","국민기초생활보장 수급권자","80세 이상","","124","140","144","142",
"망우3동","저소득노인","계","","81","24","16","19",
"망우3동","저소득노인","65~79세","","55","14","11","11",
"망우3동","저소득노인","80세 이상","","26","10","5","8",
"망우3동","일   반","계","","542","625","674","746",
"망우3동","일   반","65~79세","","439","501","520","576",
"망우3동","일   반","80세 이상","","103","124","154","170",
"신내1동","합계","계","","1260","1341","1475","1572",
"신내1동","합계","65~79세","","939","969","1065","1143",
"신내1동","합계","80세 이상","","321","372","410","429",
"신내1동","국민기초생활보장 수급권자","계","","495","526","566","610",
"신내1동","국민기초생활보장 수급권자","65~79세","","271","288","315","347",
"신내1동","국민기초생활보장 수급권자","80세 이상","","224","238","251","263",
"신내1동","저소득노인","계","","135","44","44","38",
"신내1동","저소득노인","65~79세","","71","28","29","24",
"신내1동","저소득노인","80세 이상","","64","16","15","14",
"신내1동","일   반","계","","630","771","865","924",
"신내1동","일   반","65~79세","","597","653","721","772",
"신내1동","일   반","80세 이상","","33","118","144","152",
"신내2동","합계","계","","1134","1222","1310","1400",
"신내2동","합계","65~79세","","799","858","918","1004",
"신내2동","합계","80세 이상","","335","364","392","396",
"신내2동","국민기초생활보장 수급권자","계","","440","493","523","560",
"신내2동","국민기초생활보장 수급권자","65~79세","","280","328","347","377",
"신내2동","국민기초생활보장 수급권자","80세 이상","","160","165","176","183",
"신내2동","저소득노인","계","","85","28","23","19",
"신내2동","저소득노인","65~79세","","54","15","9","7",
"신내2동","저소득노인","80세 이상","","31","13","14","12",
"신내2동","일   반","계","","609","701","764","821",
"신내2동","일   반","65~79세","","465","515","562","620",
"신내2동","일   반","80세 이상","","144","186","202","201",
"성북구","합계","계","","18225","18524","19763","28027",
"성북구","합계","65~79세","","13151","13130","13842","18946",
"성북구","합계","80세 이상","","5074","5394","5921","9081",
"성북구","국민기초생활보장 수급권자","계","","4725","6880","7495","6039",
"성북구","국민기초생활보장 수급권자","65~79세","","3151","4568","4987","4017",
"성북구","국민기초생활보장 수급권자","80세 이상","","1574","2312","2508","2022",
"성북구","저소득노인","계","","698","336","994","1273",
"성북구","저소득노인","65~79세","","394","166","582","560",
"성북구","저소득노인","80세 이상","","304","170","412","713",
"성북구","일   반","계","","12802","11308","11274","20715",
"성북구","일   반","65~79세","","9606","8396","8273","14369",
"성북구","일   반","80세 이상","","3196","2912","3001","6346",
"성북동","합계","계","","793","770","819","999",
"성북동","합계","65~79세","","535","509","528","629",
"성북동","합계","80세 이상","","258","261","291","370",
"성북동","국민기초생활보장 수급권자","계","","105","166","174","126",
"성북동","국민기초생활보장 수급권자","65~79세","","63","108","110","82",
"성북동","국민기초생활보장 수급권자","80세 이상","","42","58","64","44",
"성북동","저소득노인","계","","21","15","36","32",
"성북동","저소득노인","65~79세","","8","7","15","9",
"성북동","저소득노인","80세 이상","","13","8","21","23",
"성북동","일   반","계","","667","589","609","841",
"성북동","일   반","65~79세","","464","394","403","538",
"성북동","일   반","80세 이상","","203","195","206","303",
"삼선동","합계","계","","1068","1068","1148","1589",
"삼선동","합계","65~79세","","768","766","812","1077",
"삼선동","합계","80세 이상","","300","302","336","512",
"삼선동","국민기초생활보장 수급권자","계","","251","369","382","316",
"삼선동","국민기초생활보장 수급권자","65~79세","","181","271","281","220",
"삼선동","국민기초생활보장 수급권자","80세 이상","","70","98","101","96",
"삼선동","저소득노인","계","","48","21","50","70",
"삼선동","저소득노인","65~79세","","32","10","31","32",
"삼선동","저소득노인","80세 이상","","16","11","19","38",
"삼선동","일   반","계","","769","678","716","1203",
"삼선동","일   반","65~79세","","555","485","500","825",
"삼선동","일   반","80세 이상","","214","193","216","378",
"동선동","합계","계","","678","608","649","865",
"동선동","합계","65~79세","","484","425","440","575",
"동선동","합계","80세 이상","","194","183","209","290",
"동선동","국민기초생활보장 수급권자","계","","147","194","193","154",
"동선동","국민기초생활보장 수급권자","65~79세","","99","132","124","105",
"동선동","국민기초생활보장 수급권자","80세 이상","","48","62","69","49",
"동선동","저소득노인","계","","30","13","24","27",
"동선동","저소득노인","65~79세","","17","8","14","15",
"동선동","저소득노인","80세 이상","","13","5","10","12",
"동선동","일   반","계","","501","401","432","684",
"동선동","일   반","65~79세","","368","285","302","455",
"동선동","일   반","80세 이상","","133","116","130","229",
"돈암1동","합계","계","","679","713","744","1122",
"돈암1동","합계","65~79세","","486","499","524","747",
"돈암1동","합계","80세 이상","","193","214","220","375",
"돈암1동","국민기초생활보장 수급권자","계","","221","370","391","282",
"돈암1동","국민기초생활보장 수급권자","65~79세","","146","234","243","179",
"돈암1동","국민기초생활보장 수급권자","80세 이상","","75","136","148","103",
"돈암1동","저소득노인","계","","31","14","30","57",
"돈암1동","저소득노인","65~79세","","18","9","13","23",
"돈암1동","저소득노인","80세 이상","","13","5","17","34",
"돈암1동","일   반","계","","427","329","323","783",
"돈암1동","일   반","65~79세","","322","256","268","545",
"돈암1동","일   반","80세 이상","","105","73","55","238",
"돈암2동","합계","계","","574","595","629","867",
"돈암2동","합계","65~79세","","383","385","398","549",
"돈암2동","합계","80세 이상","","191","210","231","318",
"돈암2동","국민기초생활보장 수급권자","계","","138","198","211","174",
"돈암2동","국민기초생활보장 수급권자","65~79세","","77","122","131","100",
"돈암2동","국민기초생활보장 수급권자","80세 이상","","61","76","80","74",
"돈암2동","저소득노인","계","","15","16","22","27",
"돈암2동","저소득노인","65~79세","","10","9","15","17",
"돈암2동","저소득노인","80세 이상","","5","7","7","10",
"돈암2동","일   반","계","","421","381","396","666",
"돈암2동","일   반","65~79세","","296","254","252","432",
"돈암2동","일   반","80세 이상","","125","127","144","234",
"안암동","합계","계","","621","617","650","875",
"안암동","합계","65~79세","","436","413","438","585",
"안암동","합계","80세 이상","","185","204","212","290",
"안암동","국민기초생활보장 수급권자","계","","146","179","174","161",
"안암동","국민기초생활보장 수급권자","65~79세","","116","129","124","113",
"안암동","국민기초생활보장 수급권자","80세 이상","","30","50","50","48",
"안암동","저소득노인","계","","24","18","26","37",
"안암동","저소득노인","65~79세","","9","5","14","16",
