"동별","독거노인별","항목","단위","2021 년","2022 년","2023 년","2024 년",
"신정2동","국민기초생활보장 수급권자","65~79세","","169","181","205","221",
"신정2동","국민기초생활보장 수급권자","80세 이상","","91","103","123","131",
"신정2동","저소득노인","계","","22","27","20","18",
"신정2동","저소득노인","65~79세","","15","21","15","12",
"신정2동","저소득노인","80세 이상","","7","6","5","6",
"신정2동","일   반","계","","315","329","339","354",
"신정2동","일   반","65~79세","","256","267","273","277",
"신정2동","일   반","80세 이상","","59","62","66","77",
"신정3동","합계","계","","1575","1760","1911","2025",
"신정3동","합계","65~79세","","1222","1352","1473","1536",
"신정3동","합계","80세 이상","","353","408","438","489",
"신정3동","국민기초생활보장 수급권자","계","","502","567","669","732",
"신정3동","국민기초생활보장 수급권자","65~79세","","342","386","464","228",
"신정3동","국민기초생활보장 수급권자","80세 이상","","160","181","205","504",
"신정3동","저소득노인","계","","62","67","60","52",
"신정3동","저소득노인","65~79세","","33","36","35","33",
"신정3동","저소득노인","80세 이상","","29","31","25","19",
"신정3동","일   반","계","","1011","1126","1182","1241",
"신정3동","일   반","65~79세","","847","930","974","1275",
"신정3동","일   반","80세 이상","","164","196","208","-34",
"신정4동","합계","계","","1493","1664","1759","1920",
"신정4동","합계","65~79세","","1201","1301","1362","1479",
"신정4동","합계","80세 이상","","292","363","397","441",
"신정4동","국민기초생활보장 수급권자","계","","466","524","580","654",
"신정4동","국민기초생활보장 수급권자","65~79세","","326","358","401","194",
"신정4동","국민기초생활보장 수급권자","80세 이상","","140","166","179","460",
"신정4동","저소득노인","계","","35","31","33","37",
"신정4동","저소득노인","65~79세","","20","19","23","25",
"신정4동","저소득노인","80세 이상","","15","12","10","12",
"신정4동","일   반","계","","992","1109","1146","1229",
"신정4동","일   반","65~79세","","855","924","938","1260",
"신정4동","일   반","80세 이상","","137","185","208","-31",
"신정6동","합계","계","","349","398","403","410",
"신정6동","합계","65~79세","","238","270","267","283",
"신정6동","합계","80세 이상","","111","128","136","127",
"신정6동","국민기초생활보장 수급권자","계","","13","14","15","11",
"신정6동","국민기초생활보장 수급권자","65~79세","","10","7","7","5",
"신정6동","국민기초생활보장 수급권자","80세 이상","","3","7","8","6",
"신정6동","저소득노인","계","","4","5","3","2",
"신정6동","저소득노인","65~79세","","0","-","-","-",
"신정6동","저소득노인","80세 이상","","4","5","3","2",
"신정6동","일   반","계","","332","379","385","397",
"신정6동","일   반","65~79세","","228","263","260","278",
"신정6동","일   반","80세 이상","","104","116","125","119",
"신정7동","합계","계","","1376","1522","1626","1703",
"신정7동","합계","65~79세","","1027","1106","1176","1239",
"신정7동","합계","80세 이상","","349","416","450","464",
"신정7동","국민기초생활보장 수급권자","계","","688","723","822","877",
"신정7동","국민기초생활보장 수급권자","65~79세","","453","462","522","564",
"신정7동","국민기초생활보장 수급권자","80세 이상","","235","261","300","313",
"신정7동","저소득노인","계","","42","37","36","43",
"신정7동","저소득노인","65~79세","","25","21","20","26",
"신정7동","저소득노인","80세 이상","","17","16","16","17",
"신정7동","일   반","계","","646","762","768","783",
"신정7동","일   반","65~79세","","549","623","634","649",
"신정7동","일   반","80세 이상","","97","139","134","134",
"강서구","합계","계","","22863","24691","26046","40551",
"강서구","합계","65~79세","","17209","18473","19493","29272",
"강서구","합계","80세 이상","","5654","6218","6553","11279",
"강서구","국민기초생활보장 수급권자","계","","8818","9757","10606","11609",
"강서구","국민기초생활보장 수급권자","65~79세","","6046","6670","7326","7594",
"강서구","국민기초생활보장 수급권자","80세 이상","","2772","3087","3280","4015",
"강서구","저소득노인","계","","698","676","642","1077",
"강서구","저소득노인","65~79세","","402","411","391","678",
"강서구","저소득노인","80세 이상","","296","265","251","399",
"강서구","일   반","계","","13347","14258","14798","27865",
"강서구","일   반","65~79세","","10761","11392","11776","21000",
"강서구","일   반","80세 이상","","2586","2866","3022","6865",
"염창동","합계","계","","629","677","681","804",
"염창동","합계","65~79세","","487","516","512","587",
"염창동","합계","80세 이상","","142","161","169","217",
"염창동","국민기초생활보장 수급권자","계","","73","72","78","85",
"염창동","국민기초생활보장 수급권자","65~79세","","42","41","43","51",
"염창동","국민기초생활보장 수급권자","80세 이상","","31","31","35","34",
"염창동","저소득노인","계","","15","16","16","18",
"염창동","저소득노인","65~79세","","8","7","10","8",
"염창동","저소득노인","80세 이상","","7","9","6","10",
"염창동","일   반","계","","541","589","587","701",
"염창동","일   반","65~79세","","437","468","459","528",
"염창동","일   반","80세 이상","","104","121","128","173",
"등촌1동","합계","계","","758","778","835","967",
"등촌1동","합계","65~79세","","419","430","472","546",
"등촌1동","합계","80세 이상","","339","348","363","421",
"등촌1동","국민기초생활보장 수급권자","계","","86","82","95","95",
"등촌1동","국민기초생활보장 수급권자","65~79세","","56","51","60","47",
"등촌1동","국민기초생활보장 수급권자","80세 이상","","30","31","35","48",
"등촌1동","저소득노인","계","","12","6","10","19",
"등촌1동","저소득노인","65~79세","","5","1","4","12",
"등촌1동","저소득노인","80세 이상","","7","5","6","7",
"등촌1동","일   반","계","","660","690","730","853",
"등촌1동","일   반","65~79세","","358","378","408","487",
"등촌1동","일   반","80세 이상","","302","312","322","366",
"등촌2동","합계","계","","530","576","604","839",
"등촌2동","합계","65~79세","","398","419","449","603",
"등촌2동","합계","80세 이상","","132","157","155","236",
"등촌2동","국민기초생활보장 수급권자","계","","106","104","129","144",
"등촌2동","국민기초생활보장 수급권자","65~79세","","66","62","80","91",
"등촌2동","국민기초생활보장 수급권자","80세 이상","","40","42","49","53",
"등촌2동","저소득노인","계","","17","21","18","36",
"등촌2동","저소득노인","65~79세","","9","9","8","23",
"등촌2동","저소득노인","80세 이상","","8","12","10","13",
"등촌2동","일   반","계","","407","451","457","659",
"등촌2동","일   반","65~79세","","323","348","361","489",
"등촌2동","일   반","80세 이상","","84","103","96","170",
"등촌3동","합계","계","","2696","2864","3055","5656",
"등촌3동","합계","65~79세","","1863","1994","2152","3810",
"등촌3동","합계","80세 이상","","833","870","903","1846",
"등촌3동","국민기초생활보장 수급권자","계","","1777","1905","2092","2269",
"등촌3동","국민기초생활보장 수급권자","65~79세","","1247","1341","1477","1399",
"등촌3동","국민기초생활보장 수급권자","80세 이상","","530","564","615","870",
"등촌3동","저소득노인","계","","61","65","60","105",
"등촌3동","저소득노인","65~79세","","31","44","39","66",
"등촌3동","저소득노인","80세 이상","","30","21","21","39",
"등촌3동","일   반","계","","858","894","903","3282",
"등촌3동","일   반","65~79세","","585","609","636","2345",
"등촌3동","일   반","80세 이상","","273","285","267","937",
"화곡1동","합계","계","","1978","2087","2261","3362",
"화곡1동","합계","65~79세","","1559","1652","1791","2629",
"화곡1동","합계","80세 이상","","419","435","470","733",
"화곡1동","국민기초생활보장 수급권자","계","","522","576","671","749",
"화곡1동","국민기초생활보장 수급권자","65~79세","","384","423","497","556",
"화곡1동","국민기초생활보장 수급권자","80세 이상","","138","153","174","193",
"화곡1동","저소득노인","계","","58","64","61","94",
"화곡1동","저소득노인","65~79세","","30","35","33","57",
"화곡1동","저소득노인","80세 이상","","28","29","28","37",
"화곡1동","일   반","계","","1398","1447","1529","2519",
"화곡1동","일   반","65~79세","","1145","1194","1261","2016",
"화곡1동","일   반","80세 이상","","253","253","268","503",
"화곡2동","합계","계","","674","757","802","1206",
"화곡2동","합계","65~79세","","531","597","628","901",
"화곡2동","합계","80세 이상","","143","160","174","305",
"화곡2동","국민기초생활보장 수급권자","계","","216","249","270","304",
"화곡2동","국민기초생활보장 수급권자","65~79세","","153","178","189","204",
"화곡2동","국민기초생활보장 수급권자","80세 이상","","63","71","81","100",
"화곡2동","저소득노인","계","","29","25","25","44",
"화곡2동","저소득노인","65~79세","","17","20","21","34",
"화곡2동","저소득노인","80세 이상","","12","5","4","10",
"화곡2동","일   반","계","","429","483","507","858",
"화곡2동","일   반","65~79세","","361","399","418","663",
"화곡2동","일   반","80세 이상","","68","84","89","195",
"화곡3동","합계","계","","781","826","850","1160",
"화곡3동","합계","65~79세","","583","620","628","839",
"화곡3동","합계","80세 이상","","198","206","222","321",
"화곡3동","국민기초생활보장 수급권자","계","","183","187","194","227",
"화곡3동","국민기초생활보장 수급권자","65~79세","","116","119","126","151",
"화곡3동","국민기초생활보장 수급권자","80세 이상","","67","68","68","76",
"화곡3동","저소득노인","계","","13","18","19","21",
"화곡3동","저소득노인","65~79세","","9","13","11","15",
"화곡3동","저소득노인","80세 이상","","4","5","8","6",
"화곡3동","일   반","계","","585","621","637","912",
"화곡3동","일   반","65~79세","","458","488","491","673",
"화곡3동","일   반","80세 이상","","127","133","146","239",
"화곡4동","합계","계","","903","979","1051","1623",
"화곡4동","합계","65~79세","","728","767","816","1025",
"화곡4동","합계","80세 이상","","175","212","235","598",
"화곡4동","국민기초생활보장 수급권자","계","","303","337","393","431",
"화곡4동","국민기초생활보장 수급권자","65~79세","","208","238","275","121",
"화곡4동","국민기초생활보장 수급권자","80세 이상","","95","99","118","310",
"화곡4동","저소득노인","계","","30","28","27","45",
"화곡4동","저소득노인","65~79세","","16","16","12","26",
"화곡4동","저소득노인","80세 이상","","14","12","15","19",
"화곡4동","일   반","계","","570","614","631","1147",
"화곡4동","일   반","65~79세","","504","513","529","878",
"화곡4동","일   반","80세 이상","","66","101","102","269",
"화곡본동","합계","계","","1212","1332","1427","2229",
"화곡본동","합계","65~79세","","960","1044","1113","1670",
"화곡본동","합계","80세 이상","","252","288","314","559",
"화곡본동","국민기초생활보장 수급권자","계","","404","441","501","578",
"화곡본동","국민기초생활보장 수급권자","65~79세","","260","285","341","393",
"화곡본동","국민기초생활보장 수급권자","80세 이상","","144","156","160","185",
"화곡본동","저소득노인","계","","59","40","38","70",
"화곡본동","저소득노인","65~79세","","28","17","20","42",
"화곡본동","저소득노인","80세 이상","","31","23","18","28",
"화곡본동","일   반","계","","749","851","888","1581",
"화곡본동","일   반","65~79세","","672","742","752","1235",
"화곡본동","일   반","80세 이상","","77","109","136","346",
"화곡6동","합계","계","","917","999","1053","1564",
"화곡6동","합계","65~79세","","711","776","808","1100",
"화곡6동","합계","80세 이상","","206","223","245","464",
"화곡6동","국민기초생활보장 수급권자","계","","270","305","327","385",
"화곡6동","국민기초생활보장 수급권자","65~79세","","162","192","214","175",
"화곡6동","국민기초생활보장 수급권자","80세 이상","","108","113","113","210",
"화곡6동","저소득노인","계","","32","28","23","29",
"화곡6동","저소득노인","65~79세","","20","18","12","14",
"화곡6동","저소득노인","80세 이상","","12","10","11","15",
"화곡6동","일   반","계","","615","666","703","1150",
"화곡6동","일   반","65~79세","","529","566","582","911",
"화곡6동","일   반","80세 이상","","86","100","121","239",
"화곡8동","합계","계","","1011","1071","1132","1595",
"화곡8동","합계","65~79세","","832","861","911","1229",
"화곡8동","합계","80세 이상","","179","210","221","366",
"화곡8동","국민기초생활보장 수급권자","계","","272","288","328","363",
"화곡8동","국민기초생활보장 수급권자","65~79세","","192","203","239","263",
"화곡8동","국민기초생활보장 수급권자","80세 이상","","80","85","89","100",
"화곡8동","저소득노인","계","","40","31","30","41",
"화곡8동","저소득노인","65~79세","","29","21","19","22",
"화곡8동","저소득노인","80세 이상","","11","10","11","19",
"화곡8동","일   반","계","","699","752","774","1191",
"화곡8동","일   반","65~79세","","611","637","653","944",
"화곡8동","일   반","80세 이상","","88","115","121","247",
"가양1동","합계","계","","539","568","584","745",
"가양1동","합계","65~79세","","413","441","452","567",
"가양1동","합계","80세 이상","","126","127","132","178",
"가양1동","국민기초생활보장 수급권자","계","","67","60","68","86",
"가양1동","국민기초생활보장 수급권자","65~79세","","34","31","34","50",
"가양1동","국민기초생활보장 수급권자","80세 이상","","33","29","34","36",
"가양1동","저소득노인","계","","19","20","22","34",
"가양1동","저소득노인","65~79세","","9","7","9","19",
"가양1동","저소득노인","80세 이상","","10","13","13","15",
"가양1동","일   반","계","","453","488","494","625",
"가양1동","일   반","65~79세","","370","403","409","498",
"가양1동","일   반","80세 이상","","83","85","85","127",
"가양2동","합계","계","","1690","1926","1982","3838",
"가양2동","합계","65~79세","","1253","1408","1463","2795",
"가양2동","합계","80세 이상","","437","518","519","1043",
"가양2동","국민기초생활보장 수급권자","계","","1205","1403","1477","1596",
"가양2동","국민기초생활보장 수급권자","65~79세","","838","971","1026","1123",
"가양2동","국민기초생활보장 수급권자","80세 이상","","367","432","451","473",
"가양2동","저소득노인","계","","44","54","45","104",
"가양2동","저소득노인","65~79세","","29","36","29","67",
"가양2동","저소득노인","80세 이상","","15","18","16","37",
"가양2동","일   반","계","","441","469","460","2138",
"가양2동","일   반","65~79세","","386","401","408","1605",
"가양2동","일   반","80세 이상","","55","68","52","533",
"가양3동","합계","계","","1328","1425","1515","2571",
"가양3동","합계","65~79세","","986","1059","1125","1840",
"가양3동","합계","80세 이상","","342","366","390","731",
"가양3동","국민기초생활보장 수급권자","계","","817","884","921","966",
"가양3동","국민기초생활보장 수급권자","65~79세","","561","597","617","647",
"가양3동","국민기초생활보장 수급권자","80세 이상","","256","287","304","319",
"가양3동","저소득노인","계","","43","42","45","65",
"가양3동","저소득노인","65~79세","","28","25","28","46",
"가양3동","저소득노인","80세 이상","","15","17","17","19",
"가양3동","일   반","계","","468","499","549","1540",
"가양3동","일   반","65~79세","","397","437","480","1147",
"가양3동","일   반","80세 이상","","71","62","69","393",
"발산1동","합계","계","","893","995","1095","1750",
"발산1동","합계","65~79세","","699","752","819","1271",
"발산1동","합계","80세 이상","","194","243","276","479",
"발산1동","국민기초생활보장 수급권자","계","","281","319","400","456",
"발산1동","국민기초생활보장 수급권자","65~79세","","188","201","266","308",
"발산1동","국민기초생활보장 수급권자","80세 이상","","93","118","134","148",
"발산1동","저소득노인","계","","42","47","43","70",
"발산1동","저소득노인","65~79세","","27","32","31","47",
"발산1동","저소득노인","80세 이상","","15","15","12","23",
"발산1동","일   반","계","","570","629","652","1224",
"발산1동","일   반","65~79세","","484","519","522","916",
"발산1동","일   반","80세 이상","","86","110","130","308",
"우장산동","합계","계","","904","996","1011","1331",
"우장산동","합계","65~79세","","695","768","767","994",
"우장산동","합계","80세 이상","","209","228","244","337",
"우장산동","국민기초생활보장 수급권자","계","","169","196","199","214",
"우장산동","국민기초생활보장 수급권자","65~79세","","114","126","130","140",
"우장산동","국민기초생활보장 수급권자","80세 이상","","55","70","69","74",
"우장산동","저소득노인","계","","12","14","15","19",
"우장산동","저소득노인","65~79세","","4","3","5","9",
"우장산동","저소득노인","80세 이상","","8","11","10","10",
"우장산동","일   반","계","","723","786","797","1098",
"우장산동","일   반","65~79세","","577","639","632","845",
"우장산동","일   반","80세 이상","","146","147","165","253",
"공항동","합계","계","","1021","1051","1081","1697",
"공항동","합계","65~79세","","816","841","860","1321",
"공항동","합계","80세 이상","","205","210","221","376",
"공항동","국민기초생활보장 수급권자","계","","333","374","367","427",
"공항동","국민기초생활보장 수급권자","65~79세","","235","262","256","307",
"공항동","국민기초생활보장 수급권자","80세 이상","","98","112","111","120",
"공항동","저소득노인","계","","55","44","39","89",
"공항동","저소득노인","65~79세","","35","34","31","56",
"공항동","저소득노인","80세 이상","","20","10","8","33",
"공항동","일   반","계","","633","633","675","1181",
"공항동","일   반","65~79세","","546","545","573","958",
"공항동","일   반","80세 이상","","87","88","102","223",
"방화1동","합계","계","","1228","1314","1368","1742",
"방화1동","합계","65~79세","","936","1008","1062","1325",
"방화1동","합계","80세 이상","","292","306","306","417",
"방화1동","국민기초생활보장 수급권자","계","","307","351","369","388",
"방화1동","국민기초생활보장 수급권자","65~79세","","201","235","260","282",
"방화1동","국민기초생활보장 수급권자","80세 이상","","106","116","109","106",
"방화1동","저소득노인","계","","50","35","29","48",
"방화1동","저소득노인","65~79세","","26","20","18","29",
"방화1동","저소득노인","80세 이상","","24","15","11","19",
"방화1동","일   반","계","","871","928","970","1306",
"방화1동","일   반","65~79세","","709","753","784","1014",
"방화1동","일   반","80세 이상","","162","175","186","292",
"방화2동","합계","계","","1449","1571","1667","2718",
"방화2동","합계","65~79세","","1078","1148","1226","1981",
"방화2동","합계","80세 이상","","371","423","441","737",
"방화2동","국민기초생활보장 수급권자","계","","609","684","727","814",
"방화2동","국민기초생활보장 수급권자","65~79세","","417","464","503","578",
"방화2동","국민기초생활보장 수급권자","80세 이상","","192","220","224","236",
"방화2동","저소득노인","계","","40","40","41","63",
"방화2동","저소득노인","65~79세","","27","30","30","46",
"방화2동","저소득노인","80세 이상","","13","10","11","17",
"방화2동","일   반","계","","800","847","899","1841",
"방화2동","일   반","65~79세","","634","654","693","1357",
"방화2동","일   반","80세 이상","","166","193","206","484",
"방화3동","합계","계","","1722","1899","1992","3154",
"방화3동","합계","65~79세","","1262","1372","1439","2239",
"방화3동","합계","80세 이상","","460","527","553","915",
"방화3동","국민기초생활보장 수급권자","계","","818","940","1000","1032",
"방화3동","국민기초생활보장 수급권자","65~79세","","572","650","693","708",
"방화3동","국민기초생활보장 수급권자","80세 이상","","246","290","307","324",
"방화3동","저소득노인","계","","27","38","36","63",
"방화3동","저소득노인","65~79세","","15","23","21","40",
"방화3동","저소득노인","80세 이상","","12","15","15","23",
"방화3동","일   반","계","","877","921","956","2059",
"방화3동","일   반","65~79세","","675","699","725","1491",
"방화3동","일   반","80세 이상","","202","222","231","568",
"구로구","합계","계","","15983","17186","18521","21474",
"구로구","합계","65~79세","","12041","12868","13703","15633",
"구로구","합계","80세 이상","","3942","4318","4818","5841",
"구로구","국민기초생활보장 수급권자","계","","3770","4345","4799","5361",
"구로구","국민기초생활보장 수급권자","65~79세","","2535","2902","3232","3625",
"구로구","국민기초생활보장 수급권자","80세 이상","","1235","1443","1567","1736",
"구로구","저소득노인","계","","576","524","470","313",
"구로구","저소득노인","65~79세","","325","293","268","162",
"구로구","저소득노인","80세 이상","","251","231","202","151",
"구로구","일   반","계","","11637","12317","13252","15800",
"구로구","일   반","65~79세","","9181","9673","10203","11846",
"구로구","일   반","80세 이상","","2456","2644","3049","3954",
"신도림동","합계","계","","621","655","682","805",
"신도림동","합계","65~79세","","460","478","480","558",
"신도림동","합계","80세 이상","","161","177","202","247",
"신도림동","국민기초생활보장 수급권자","계","","53","65","69","75",
"신도림동","국민기초생활보장 수급권자","65~79세","","32","40","39","39",
"신도림동","국민기초생활보장 수급권자","80세 이상","","21","25","30","36",
"신도림동","저소득노인","계","","19","18","13","9",
"신도림동","저소득노인","65~79세","","7","6","3","2",
"신도림동","저소득노인","80세 이상","","12","12","10","7",
"신도림동","일   반","계","","549","572","600","721",
"신도림동","일   반","65~79세","","421","432","438","517",
"신도림동","일   반","80세 이상","","128","140","162","204",
"구로1동","합계","계","","380","403","433","544",
"구로1동","합계","65~79세","","280","307","322","397",
"구로1동","합계","80세 이상","","100","96","111","147",
"구로1동","국민기초생활보장 수급권자","계","","25","34","42","45",
"구로1동","국민기초생활보장 수급권자","65~79세","","16","16","24","27",
"구로1동","국민기초생활보장 수급권자","80세 이상","","9","18","18","18",
"구로1동","저소득노인","계","","12","11","12","6",
"구로1동","저소득노인","65~79세","","2","5","7","4",
"구로1동","저소득노인","80세 이상","","10","6","5","2",
"구로1동","일   반","계","","343","358","379","493",
"구로1동","일   반","65~79세","","262","286","291","366",
"구로1동","일   반","80세 이상","","81","72","88","127",
"구로2동","합계","계","","1634","1702","1835","2226",
"구로2동","합계","65~79세","","1209","1245","1340","1600",
"구로2동","합계","80세 이상","","425","457","495","626",
"구로2동","국민기초생활보장 수급권자","계","","416","465","487","555",
"구로2동","국민기초생활보장 수급권자","65~79세","","280","309","336","390",
"구로2동","국민기초생활보장 수급권자","80세 이상","","136","156","151","165",
"구로2동","저소득노인","계","","53","50","45","25",
"구로2동","저소득노인","65~79세","","31","29","29","14",
"구로2동","저소득노인","80세 이상","","22","21","16","11",
"구로2동","일   반","계","","1165","1187","1303","1646",
"구로2동","일   반","65~79세","","898","907","975","1196",
"구로2동","일   반","80세 이상","","267","280","328","450",
"구로3동","합계","계","","760","810","883","1070",
"구로3동","합계","65~79세","","563","612","669","747",
"구로3동","합계","80세 이상","","197","198","214","323",
"구로3동","국민기초생활보장 수급권자","계","","139","152","160","179",
"구로3동","국민기초생활보장 수급권자","65~79세","","90","98","111","121",
"구로3동","국민기초생활보장 수급권자","80세 이상","","49","54","49","58",
"구로3동","저소득노인","계","","33","24","25","18",
"구로3동","저소득노인","65~79세","","18","15","18","12",
"구로3동","저소득노인","80세 이상","","15","9","7","6",
"구로3동","일   반","계","","588","634","698","873",
"구로3동","일   반","65~79세","","455","499","540","614",
"구로3동","일   반","80세 이상","","133","135","158","259",
"구로4동","합계","계","","1338","1433","1511","1826",
"구로4동","합계","65~79세","","985","1056","1085","1295",
"구로4동","합계","80세 이상","","353","377","426","531",
"구로4동","국민기초생활보장 수급권자","계","","364","421","451","513",
"구로4동","국민기초생활보장 수급권자","65~79세","","247","283","303","347",
"구로4동","국민기초생활보장 수급권자","80세 이상","","117","138","148","166",
"구로4동","저소득노인","계","","43","36","33","25",
"구로4동","저소득노인","65~79세","","28","23","20","12",
"구로4동","저소득노인","80세 이상","","15","13","13","13",
"구로4동","일   반","계","","931","976","1027","1288",
"구로4동","일   반","65~79세","","710","750","762","936",
"구로4동","일   반","80세 이상","","221","226","265","352",
"구로5동","합계","계","","1034","1132","1231","1376",
"구로5동","합계","65~79세","","774","841","891","1010",
"구로5동","합계","80세 이상","","260","291","340","366",
"구로5동","국민기초생활보장 수급권자","계","","186","224","239","266",
"구로5동","국민기초생활보장 수급권자","65~79세","","122","149","158","181",
"구로5동","국민기초생활보장 수급권자","80세 이상","","64","75","81","85",
"구로5동","저소득노인","계","","34","31","30","20",
"구로5동","저소득노인","65~79세","","23","19","17","9",
"구로5동","저소득노인","80세 이상","","11","12","13","11",
"구로5동","일   반","계","","814","877","962","1090",
"구로5동","일   반","65~79세","","629","673","716","820",
"구로5동","일   반","80세 이상","","185","204","246","270",
"가리봉동","합계","계","","838","843","939","1103",
"가리봉동","합계","65~79세","","646","642","712","796",
"가리봉동","합계","80세 이상","","192","201","227","307",
"가리봉동","국민기초생활보장 수급권자","계","","251","285","316","355",
"가리봉동","국민기초생활보장 수급권자","65~79세","","188","219","242","274",
"가리봉동","국민기초생활보장 수급권자","80세 이상","","63","66","74","81",
"가리봉동","저소득노인","계","","13","15","11","9",
"가리봉동","저소득노인","65~79세","","9","11","5","4",
"가리봉동","저소득노인","80세 이상","","4","4","6","5",
"가리봉동","일   반","계","","574","543","612","739",
"가리봉동","일   반","65~79세","","449","412","465","518",
"가리봉동","일   반","80세 이상","","125","131","147","221",
"고척1동","합계","계","","931","960","1036","1176",
"고척1동","합계","65~79세","","688","702","737","822",
"고척1동","합계","80세 이상","","243","258","299","354",
"고척1동","국민기초생활보장 수급권자","계","","178","186","200","223",
"고척1동","국민기초생활보장 수급권자","65~79세","","125","123","127","145",
"고척1동","국민기초생활보장 수급권자","80세 이상","","53","63","73","78",
"고척1동","저소득노인","계","","21","30","26","18",
"고척1동","저소득노인","65~79세","","14","16","11","6",
"고척1동","저소득노인","80세 이상","","7","14","15","12",
"고척1동","일   반","계","","732","744","810","935",
"고척1동","일   반","65~79세","","549","563","599","671",
"고척1동","일   반","80세 이상","","183","181","211","264",
"고척2동","합계","계","","1274","1385","1494","1668",
"고척2동","합계","65~79세","","942","1006","1081","1201",
"고척2동","합계","80세 이상","","332","379","413","467",
"고척2동","국민기초생활보장 수급권자","계","","338","398","446","484",
"고척2동","국민기초생활보장 수급권자","65~79세","","222","259","292","322",
"고척2동","국민기초생활보장 수급권자","80세 이상","","116","139","154","162",
"고척2동","저소득노인","계","","51","41","33","12",
"고척2동","저소득노인","65~79세","","31","26","20","7",
"고척2동","저소득노인","80세 이상","","20","15","13","5",
"고척2동","일   반","계","","885","946","1015","1172",
"고척2동","일   반","65~79세","","689","721","769","872",
"고척2동","일   반","80세 이상","","196","225","246","300",
"개봉1동","합계","계","","1507","1624","1785","2041",
"개봉1동","합계","65~79세","","1167","1249","1360","1559",
"개봉1동","합계","80세 이상","","340","375","425","482",
"개봉1동","국민기초생활보장 수급권자","계","","417","446","523","571",
"개봉1동","국민기초생활보장 수급권자","65~79세","","280","298","363","407",
"개봉1동","국민기초생활보장 수급권자","80세 이상","","137","148","160","164",
"개봉1동","저소득노인","계","","51","40","36","24",
"개봉1동","저소득노인","65~79세","","35","24","25","19",
"개봉1동","저소득노인","80세 이상","","16","16","11","5",
"개봉1동","일   반","계","","1039","1138","1226","1446",
"개봉1동","일   반","65~79세","","852","927","972","1133",
"개봉1동","일   반","80세 이상","","187","211","254","313",
"개봉2동","합계","계","","1110","1191","1279","1497",
"개봉2동","합계","65~79세","","858","908","958","1124",
"개봉2동","합계","80세 이상","","252","283","321","373",
"개봉2동","국민기초생활보장 수급권자","계","","255","291","312","339",
"개봉2동","국민기초생활보장 수급권자","65~79세","","168","191","204","226",
"개봉2동","국민기초생활보장 수급권자","80세 이상","","87","100","108","113",
"개봉2동","저소득노인","계","","38","27","25","16",
"개봉2동","저소득노인","65~79세","","20","15","15","5",
"개봉2동","저소득노인","80세 이상","","18","12","10","11",
"개봉2동","일   반","계","","817","873","942","1142",
"개봉2동","일   반","65~79세","","670","702","739","893",
"개봉2동","일   반","80세 이상","","147","171","203","249",
"개봉3동","합계","계","","929","992","1066","1188",
"개봉3동","합계","65~79세","","703","759","817","897",
"개봉3동","합계","80세 이상","","226","233","249","291",
"개봉3동","국민기초생활보장 수급권자","계","","184","203","216","250",
"개봉3동","국민기초생활보장 수급권자","65~79세","","122","135","139","167",
"개봉3동","국민기초생활보장 수급권자","80세 이상","","62","68","77","83",
"개봉3동","저소득노인","계","","32","37","34","19",
"개봉3동","저소득노인","65~79세","","14","19","20","8",
"개봉3동","저소득노인","80세 이상","","18","18","14","11",
"개봉3동","일   반","계","","713","752","816","919",
"개봉3동","일   반","65~79세","","567","605","658","722",
"개봉3동","일   반","80세 이상","","146","147","158","197",
"오류1동","합계","계","","1019","1114","1184","1371",
"오류1동","합계","65~79세","","747","808","847","985",
"오류1동","합계","80세 이상","","272","306","337","386",
"오류1동","국민기초생활보장 수급권자","계","","349","404","426","451",
"오류1동","국민기초생활보장 수급권자","65~79세","","229","254","270","297",
"오류1동","국민기초생활보장 수급권자","80세 이상","","120","150","156","154",
"오류1동","저소득노인","계","","38","45","41","31",
"오류1동","저소득노인","65~79세","","20","25","23","18",
"오류1동","저소득노인","80세 이상","","18","20","18","13",
"오류1동","일   반","계","","632","665","717","889",
"오류1동","일   반","65~79세","","498","529","554","670",
"오류1동","일   반","80세 이상","","134","136","163","219",
"오류2동","합계","계","","1396","1544","1632","1845",
"오류2동","합계","65~79세","","1064","1167","1214","1312",
"오류2동","합계","80세 이상","","332","377","418","533",
"오류2동","국민기초생활보장 수급권자","계","","338","438","493","568",
"오류2동","국민기초생활보장 수급권자","65~79세","","226","298","325","346",
"오류2동","국민기초생활보장 수급권자","80세 이상","","112","140","168","222",
"오류2동","저소득노인","계","","69","53","53","32",
"오류2동","저소득노인","65~79세","","32","23","25","14",
"오류2동","저소득노인","80세 이상","","37","30","28","18",
"오류2동","일   반","계","","989","1053","1086","1245",
"오류2동","일   반","65~79세","","806","846","864","952",
"오류2동","일   반","80세 이상","","183","207","222","293",
"수궁동","합계","계","","984","1110","1205","1364",
"수궁동","합계","65~79세","","765","852","922","1021",
"수궁동","합계","80세 이상","","219","258","283","343",
"수궁동","국민기초생활보장 수급권자","계","","208","251","319","355",
"수궁동","국민기초생활보장 수급권자","65~79세","","138","167","219","233",
"수궁동","국민기초생활보장 수급권자","80세 이상","","70","84","100","122",
"수궁동","저소득노인","계","","61","59","47","42",
"수궁동","저소득노인","65~79세","","38","34","26","24",
"수궁동","저소득노인","80세 이상","","23","25","21","18",
"수궁동","일   반","계","","715","800","839","967",
"수궁동","일   반","65~79세","","589","651","677","764",
