시도,시군구,자격별,성별,연령구분,신청자,1등급,2등급,3등급,4등급,5등급,인지지원등급,등급외A,등급외B,등급외C
서울,영등포구,일반,남자,70-74세,222,16,17,57,63,4,0,8,8,1
서울,영등포구,일반,남자,75-79세,287,11,31,72,74,24,6,10,5,2
서울,영등포구,일반,남자,80-84세,462,22,34,97,143,50,6,20,6,3
서울,영등포구,일반,남자,85세이상,466,15,39,108,146,46,3,11,7,5
서울,영등포구,일반,여자,65세미만,74,10,7,12,7,1,1,16,3,2
서울,영등포구,일반,여자,65-69세,147,10,8,11,26,6,1,18,4,3
서울,영등포구,일반,여자,70-74세,327,23,11,45,93,18,3,24,13,1
서울,영등포구,일반,여자,75-79세,650,24,36,109,172,54,17,57,19,9
서울,영등포구,일반,여자,80-84세,1006,47,79,187,337,83,18,49,13,2
서울,영등포구,일반,여자,85세이상,1279,91,132,288,488,81,9,40,11,3
서울,영등포구,기초,남자,65세미만,76,4,5,13,16,4,2,11,4,0
서울,영등포구,기초,남자,65-69세,81,2,3,9,23,4,3,10,6,3
서울,영등포구,기초,남자,70-74세,67,1,0,7,18,4,2,1,6,1
서울,영등포구,기초,남자,75-79세,58,0,3,2,22,3,1,5,0,2
서울,영등포구,기초,남자,80-84세,59,1,2,8,17,6,0,1,3,2
서울,영등포구,기초,남자,85세이상,28,0,1,1,12,3,0,1,1,1
서울,영등포구,기초,여자,65세미만,29,1,4,2,5,5,0,4,1,2
서울,영등포구,기초,여자,65-69세,55,1,3,5,12,2,0,11,7,2
서울,영등포구,기초,여자,70-74세,82,2,4,10,30,3,1,9,4,1
서울,영등포구,기초,여자,75-79세,134,4,3,17,41,7,2,10,6,1
서울,영등포구,기초,여자,80-84세,178,4,8,27,62,11,2,12,3,0
서울,영등포구,기초,여자,85세이상,192,9,20,41,61,5,5,4,3,0
서울,영등포구,의료,남자,65세미만,0,0,0,0,0,0,0,0,0,0
서울,영등포구,의료,남자,65-69세,1,0,0,0,0,0,0,0,1,0
서울,영등포구,의료,남자,70-74세,2,0,0,0,1,0,0,0,0,0
서울,영등포구,의료,남자,75-79세,3,0,0,1,0,1,0,0,0,0
서울,영등포구,의료,남자,80-84세,1,0,0,0,0,0,0,0,0,0
서울,영등포구,의료,남자,85세이상,4,0,0,1,1,0,0,0,0,0
서울,영등포구,의료,여자,65세미만,0,0,0,0,0,0,0,0,0,0
서울,영등포구,의료,여자,65-69세,0,0,0,0,0,0,0,0,0,0
서울,영등포구,의료,여자,70-74세,0,0,0,0,0,0,0,0,0,0
서울,영등포구,의료,여자,75-79세,7,0,0,1,1,0,0,1,0,0
서울,영등포구,의료,여자,80-84세,8,0,3,1,1,0,0,0,0,0
서울,영등포구,의료,여자,85세이상,15,2,1,6,3,1,0,0,1,0
서울,영등포구,감경,남자,65세미만,38,8,2,13,6,1,0,0,1,0
서울,영등포구,감경,남자,65-69세,63,5,8,16,25,1,0,2,0,0
서울,영등포구,감경,남자,70-74세,71,7,5,18,31,6,0,1,0,0
서울,영등포구,감경,남자,75-79세,72,5,10,29,23,2,0,1,0,0
서울,영등포구,감경,남자,80-84세,89,7,5,22,36,9,2,1,0,0
서울,영등포구,감경,남자,85세이상,89,3,13,25,40,6,0,0,0,0
서울,영등포구,감경,여자,65세미만,18,1,3,9,4,0,0,0,0,0
서울,영등포구,감경,여자,65-69세,61,5,4,18,19,0,0,3,0,0
서울,영등포구,감경,여자,70-74세,84,3,8,18,37,6,2,3,0,0
서울,영등포구,감경,여자,75-79세,168,7,16,38,71,13,2,1,2,0
서울,영등포구,감경,여자,80-84세,283,15,19,80,128,22,2,2,1,0
서울,영등포구,감경,여자,85세이상,458,24,59,145,194,21,4,3,0,0
서울,동작구,일반,남자,65세미만,66,4,4,11,7,1,2,14,5,6
서울,동작구,일반,남자,65-69세,126,7,13,16,22,3,0,20,3,6
서울,동작구,일반,남자,70-74세,189,6,11,41,52,11,1,17,8,1
서울,동작구,일반,남자,75-79세,290,18,16,62,72,25,0,23,11,9
서울,동작구,일반,남자,80-84세,413,14,26,76,138,44,10,12,12,11
서울,동작구,일반,남자,85세이상,430,15,28,89,157,33,6,24,9,7
서울,동작구,일반,여자,65세미만,61,4,5,7,7,0,0,10,6,5
서울,동작구,일반,여자,65-69세,166,9,9,17,32,5,0,16,15,5
서울,동작구,일반,여자,70-74세,286,5,17,34,55,15,5,28,17,5
서울,동작구,일반,여자,75-79세,579,16,29,75,186,49,11,42,21,6
서울,동작구,일반,여자,80-84세,815,16,34,158,265,71,23,53,26,10
서울,동작구,일반,여자,85세이상,1072,52,102,292,375,70,16,30,19,4
서울,동작구,기초,남자,65세미만,44,2,2,6,11,2,0,10,2,3
서울,동작구,기초,남자,65-69세,48,0,5,11,10,2,0,3,5,3
서울,동작구,기초,남자,70-74세,47,1,3,7,16,2,0,4,5,2
서울,동작구,기초,남자,75-79세,51,2,1,6,20,4,3,2,5,0
서울,동작구,기초,남자,80-84세,49,1,5,8,15,7,2,1,1,1
서울,동작구,기초,남자,85세이상,34,0,2,4,11,3,1,0,0,2
서울,동작구,기초,여자,65세미만,32,3,1,6,12,2,1,4,1,0
서울,동작구,기초,여자,65-69세,45,1,3,5,11,3,1,4,2,2
서울,동작구,기초,여자,70-74세,99,1,5,8,20,2,1,12,8,12
서울,동작구,기초,여자,75-79세,107,2,2,12,25,14,1,11,4,1
서울,동작구,기초,여자,80-84세,170,7,16,28,46,9,3,15,7,5
서울,동작구,기초,여자,85세이상,210,4,26,46,75,17,2,3,6,1
서울,동작구,의료,남자,65세미만,0,0,0,0,0,0,0,0,0,0
서울,동작구,의료,남자,65-69세,3,0,0,2,0,0,0,0,0,1
서울,동작구,의료,남자,70-74세,1,0,1,0,0,0,0,0,0,0
서울,동작구,의료,남자,75-79세,3,0,1,2,0,0,0,0,0,0
서울,동작구,의료,남자,80-84세,1,0,0,0,0,1,0,0,0,0
서울,동작구,의료,남자,85세이상,6,0,0,0,4,0,0,0,0,0
서울,동작구,의료,여자,65세미만,1,0,0,0,1,0,0,0,0,0
서울,동작구,의료,여자,65-69세,0,0,0,0,0,0,0,0,0,0
서울,동작구,의료,여자,70-74세,2,0,0,0,1,0,0,0,0,0
서울,동작구,의료,여자,75-79세,3,0,0,1,1,0,0,0,0,0
서울,동작구,의료,여자,80-84세,5,0,1,2,1,0,0,0,0,0
서울,동작구,의료,여자,85세이상,18,0,5,1,9,0,0,0,0,0
서울,동작구,감경,남자,65세미만,33,6,1,9,13,1,0,0,0,0
서울,동작구,감경,남자,65-69세,35,4,3,13,10,2,0,0,0,0
서울,동작구,감경,남자,70-74세,58,0,4,20,26,5,0,1,1,0
서울,동작구,감경,남자,75-79세,87,4,11,22,33,10,3,1,0,1
서울,동작구,감경,남자,80-84세,93,2,11,30,29,16,0,1,0,0
서울,동작구,감경,남자,85세이상,93,3,7,32,35,7,0,0,1,0
서울,동작구,감경,여자,65세미만,26,3,0,9,6,1,0,0,0,1
서울,동작구,감경,여자,65-69세,34,1,1,13,9,4,1,1,1,0
서울,동작구,감경,여자,70-74세,72,3,5,18,28,8,3,1,1,0
서울,동작구,감경,여자,75-79세,128,5,10,31,51,17,7,2,0,1
서울,동작구,감경,여자,80-84세,250,11,27,57,118,23,4,1,1,1
서울,동작구,감경,여자,85세이상,445,18,64,148,174,22,9,1,1,0
서울,관악구,일반,남자,65세미만,87,5,5,12,17,1,0,17,3,3
서울,관악구,일반,남자,65-69세,166,9,11,19,32,4,1,29,8,1
서울,관악구,일반,남자,70-74세,257,10,16,60,63,14,3,31,9,1
서울,관악구,일반,남자,75-79세,352,11,26,74,102,30,6,18,10,0
서울,관악구,일반,남자,80-84세,480,19,21,116,149,32,9,20,10,7
서울,관악구,일반,남자,85세이상,418,21,33,96,140,37,5,11,15,4
서울,관악구,일반,여자,65세미만,68,6,4,11,8,0,0,12,5,5
서울,관악구,일반,여자,65-69세,183,5,10,31,27,5,2,22,8,3
서울,관악구,일반,여자,70-74세,346,15,13,53,81,11,6,41,14,3
서울,관악구,일반,여자,75-79세,698,15,30,114,180,55,15,78,24,6
서울,관악구,일반,여자,80-84세,970,40,65,192,310,73,20,61,22,10
서울,관악구,일반,여자,85세이상,983,51,106,288,329,37,13,44,7,1
서울,관악구,기초,남자,65세미만,91,4,6,20,22,3,2,10,5,0
서울,관악구,기초,남자,65-69세,114,4,4,10,37,9,0,16,13,5
서울,관악구,기초,남자,70-74세,113,1,2,16,38,9,2,4,11,7
서울,관악구,기초,남자,75-79세,110,2,3,18,41,11,2,7,7,4
서울,관악구,기초,남자,80-84세,91,1,8,19,32,9,2,1,0,1
서울,관악구,기초,남자,85세이상,54,2,4,10,18,4,0,4,0,0
서울,관악구,기초,여자,65세미만,55,7,6,12,10,0,1,7,1,4
서울,관악구,기초,여자,65-69세,95,3,5,15,20,5,2,13,5,4
서울,관악구,기초,여자,70-74세,127,2,6,17,44,5,2,16,8,1
서울,관악구,기초,여자,75-79세,208,3,12,27,79,12,2,15,21,0
서울,관악구,기초,여자,80-84세,279,8,26,52,104,23,3,15,9,5
서울,관악구,기초,여자,85세이상,324,22,36,90,107,17,3,5,3,0
서울,관악구,의료,남자,65세미만,1,0,0,0,0,0,0,0,0,1
서울,관악구,의료,남자,65-69세,1,0,0,0,1,0,0,0,0,0
서울,관악구,의료,남자,70-74세,8,0,1,1,2,1,0,1,0,0
서울,관악구,의료,남자,75-79세,7,0,0,4,1,1,0,0,0,0
서울,관악구,의료,남자,80-84세,4,0,0,1,1,0,0,0,0,0
서울,관악구,의료,남자,85세이상,6,0,0,1,1,0,0,0,0,0
서울,관악구,의료,여자,65세미만,0,0,0,0,0,0,0,0,0,0
서울,관악구,의료,여자,65-69세,2,0,0,0,1,0,0,0,0,0
서울,관악구,의료,여자,70-74세,4,0,1,1,1,0,0,1,0,0
서울,관악구,의료,여자,75-79세,6,0,1,2,1,0,0,1,0,0
서울,관악구,의료,여자,80-84세,8,0,0,3,4,0,0,0,0,0
서울,관악구,의료,여자,85세이상,25,3,2,6,6,2,0,0,1,0
서울,관악구,감경,남자,65세미만,44,5,6,11,10,3,1,2,0,0
서울,관악구,감경,남자,65-69세,84,6,7,26,29,6,1,1,2,1
서울,관악구,감경,남자,70-74세,108,5,11,35,44,4,0,1,1,0
서울,관악구,감경,남자,75-79세,128,5,5,46,46,12,5,1,1,0
서울,관악구,감경,남자,80-84세,158,3,12,48,67,19,3,1,2,0
서울,관악구,감경,남자,85세이상,143,5,19,48,54,9,1,1,2,1
서울,관악구,감경,여자,65세미만,36,5,1,13,8,4,0,0,0,0
서울,관악구,감경,여자,65-69세,77,7,6,22,21,2,3,1,2,2
서울,관악구,감경,여자,70-74세,132,7,11,29,47,18,5,2,1,1
서울,관악구,감경,여자,75-79세,254,11,25,74,96,17,8,1,5,0
서울,관악구,감경,여자,80-84세,454,18,50,145,171,39,9,2,4,1
서울,관악구,감경,여자,85세이상,602,38,93,206,203,41,8,2,0,0
서울,서초구,일반,남자,65세미만,47,5,6,5,5,1,1,10,2,6
서울,서초구,일반,남자,65-69세,101,6,7,17,16,5,0,11,3,3
서울,서초구,일반,남자,70-74세,156,15,14,26,28,4,0,14,5,3
서울,서초구,일반,남자,75-79세,246,17,24,51,69,18,3,13,4,3
서울,서초구,일반,남자,80-84세,393,21,41,79,111,27,3,11,7,2
서울,서초구,일반,남자,85세이상,511,34,62,109,168,27,5,21,6,2
서울,서초구,일반,여자,65세미만,63,12,4,11,8,1,0,4,7,2
서울,서초구,일반,여자,65-69세,125,11,8,16,18,4,3,13,5,4
서울,서초구,일반,여자,70-74세,284,18,27,44,67,15,5,17,9,3
서울,서초구,일반,여자,75-79세,504,25,39,78,134,41,11,38,15,2
서울,서초구,일반,여자,80-84세,786,44,72,146,238,72,16,37,22,8
서울,서초구,일반,여자,85세이상,1171,108,177,281,364,62,7,30,11,6
서울,서초구,기초,남자,65세미만,25,0,3,5,7,0,1,6,0,2
서울,서초구,기초,남자,65-69세,29,0,3,4,11,1,0,4,0,1
서울,서초구,기초,남자,70-74세,16,0,1,2,6,0,0,0,2,0
서울,서초구,기초,남자,75-79세,20,2,0,1,6,1,0,1,1,1
서울,서초구,기초,남자,80-84세,12,0,0,3,5,0,0,0,0,0
서울,서초구,기초,남자,85세이상,11,0,0,4,3,0,0,0,0,0
서울,서초구,기초,여자,65세미만,22,0,0,4,4,0,1,6,2,0
서울,서초구,기초,여자,65-69세,30,1,1,4,8,1,0,6,2,2
서울,서초구,기초,여자,70-74세,40,0,1,1,12,2,0,4,4,2
서울,서초구,기초,여자,75-79세,51,3,2,8,15,5,0,3,3,2
서울,서초구,기초,여자,80-84세,67,2,5,16,18,6,0,2,3,2
서울,서초구,기초,여자,85세이상,112,4,12,25,36,7,1,1,3,0
서울,서초구,의료,남자,65세미만,0,0,0,0,0,0,0,0,0,0
서울,서초구,의료,남자,65-69세,1,0,0,0,0,0,0,0,0,0
서울,서초구,의료,남자,70-74세,0,0,0,0,0,0,0,0,0,0
서울,서초구,의료,남자,75-79세,2,0,0,0,1,1,0,0,0,0
서울,서초구,의료,남자,80-84세,1,0,1,0,0,0,0,0,0,0
서울,서초구,의료,남자,85세이상,2,0,0,0,1,0,0,0,0,0
서울,서초구,의료,여자,65세미만,0,0,0,0,0,0,0,0,0,0
서울,서초구,의료,여자,65-69세,0,0,0,0,0,0,0,0,0,0
서울,서초구,의료,여자,70-74세,0,0,0,0,0,0,0,0,0,0
서울,서초구,의료,여자,75-79세,3,0,0,2,1,0,0,0,0,0
서울,서초구,의료,여자,80-84세,2,0,0,1,0,0,0,0,0,0
서울,서초구,의료,여자,85세이상,9,0,0,4,3,0,0,0,0,0
서울,서초구,감경,남자,65세미만,13,0,1,3,4,0,0,0,1,0
서울,서초구,감경,남자,65-69세,18,2,1,2,11,1,0,0,0,0
서울,서초구,감경,남자,70-74세,18,3,2,5,6,1,0,0,1,0
서울,서초구,감경,남자,75-79세,34,4,2,10,16,1,0,0,0,0
서울,서초구,감경,남자,80-84세,24,0,2,6,10,4,0,0,0,0
서울,서초구,감경,남자,85세이상,34,1,4,8,19,2,0,0,0,0
서울,서초구,감경,여자,65세미만,12,3,2,3,3,0,0,0,0,1
서울,서초구,감경,여자,65-69세,20,1,3,5,7,1,0,1,1,0
서울,서초구,감경,여자,70-74세,30,4,6,6,8,4,0,0,0,0
서울,서초구,감경,여자,75-79세,58,3,9,13,15,6,1,1,0,0
서울,서초구,감경,여자,80-84세,109,7,15,24,47,9,1,0,0,0
서울,서초구,감경,여자,85세이상,241,12,29,79,90,21,2,0,0,0
서울,강남구,일반,남자,65세미만,78,6,5,16,15,2,0,9,2,10
서울,강남구,일반,남자,65-69세,150,12,13,34,26,5,1,13,6,7
서울,강남구,일반,남자,70-74세,197,29,19,38,50,8,4,6,2,3
서울,강남구,일반,남자,75-79세,324,39,26,86,71,17,3,17,2,2
서울,강남구,일반,남자,80-84세,449,41,55,106,114,34,11,13,7,5
서울,강남구,일반,남자,85세이상,556,51,73,149,151,32,7,12,6,1
서울,강남구,일반,여자,65세미만,84,18,5,8,11,2,0,11,7,10
서울,강남구,일반,여자,65-69세,166,11,7,24,30,9,3,22,10,2
서울,강남구,일반,여자,70-74세,299,18,25,47,62,7,7,18,7,6
서울,강남구,일반,여자,75-79세,594,60,51,101,138,50,15,36,15,7
서울,강남구,일반,여자,80-84세,853,74,68,177,247,74,16,31,17,7
서울,강남구,일반,여자,85세이상,1420,156,201,377,429,74,13,37,8,4
서울,강남구,기초,남자,65세미만,74,6,5,8,13,1,1,14,9,9
서울,강남구,기초,남자,65-69세,130,4,1,19,43,2,1,19,12,7
서울,강남구,기초,남자,70-74세,101,2,4,9,45,5,0,4,4,6
서울,강남구,기초,남자,75-79세,87,2,3,24,26,3,1,5,3,5
서울,강남구,기초,남자,80-84세,71,3,3,13,25,3,3,3,1,2
서울,강남구,기초,남자,85세이상,40,2,7,5,14,1,0,1,0,0
서울,강남구,기초,여자,65세미만,51,2,3,7,6,1,0,10,9,5
서울,강남구,기초,여자,65-69세,93,0,3,17,24,1,1,15,12,6
서울,강남구,기초,여자,70-74세,123,3,1,22,34,4,0,14,7,2
서울,강남구,기초,여자,75-79세,180,4,4,47,49,7,1,16,8,2
서울,강남구,기초,여자,80-84세,191,6,12,37,81,11,3,12,1,0
서울,강남구,기초,여자,85세이상,258,18,22,71,91,8,1,3,4,0
서울,강남구,의료,남자,65세미만,1,0,0,0,0,0,0,0,0,0
서울,강남구,의료,남자,65-69세,1,0,0,0,1,0,0,0,0,0
서울,강남구,의료,남자,70-74세,1,0,0,0,1,0,0,0,0,0
서울,강남구,의료,남자,75-79세,3,0,0,0,2,0,0,0,0,0
서울,강남구,의료,남자,80-84세,7,0,0,0,4,0,0,1,0,0
서울,강남구,의료,남자,85세이상,5,1,0,1,2,0,0,0,0,0
서울,강남구,의료,여자,65세미만,1,0,0,0,0,0,0,0,0,1
서울,강남구,의료,여자,65-69세,2,0,1,0,0,0,0,0,0,0
서울,강남구,의료,여자,70-74세,0,0,0,0,0,0,0,0,0,0
서울,강남구,의료,여자,75-79세,2,0,0,1,0,0,0,0,0,0
서울,강남구,의료,여자,80-84세,5,0,0,1,0,0,0,0,1,0
서울,강남구,의료,여자,85세이상,24,2,0,6,8,1,1,1,0,1
서울,강남구,감경,남자,65세미만,18,2,3,5,4,0,1,1,0,1
서울,강남구,감경,남자,65-69세,28,3,1,11,9,1,0,0,0,0
서울,강남구,감경,남자,70-74세,43,4,7,11,13,2,0,0,1,0
서울,강남구,감경,남자,75-79세,55,2,4,22,19,3,0,0,0,1
서울,강남구,감경,남자,80-84세,43,2,5,17,10,2,0,0,1,0
서울,강남구,감경,남자,85세이상,38,1,3,13,19,2,0,0,0,0
서울,강남구,감경,여자,65세미만,22,4,2,9,1,2,1,0,0,0
서울,강남구,감경,여자,65-69세,36,2,2,12,12,2,1,1,1,0
서울,강남구,감경,여자,70-74세,54,4,2,9,26,2,2,0,1,0
서울,강남구,감경,여자,75-79세,100,7,6,24,43,7,2,2,0,0
서울,강남구,감경,여자,80-84세,168,15,12,36,72,23,3,1,0,0
서울,강남구,감경,여자,85세이상,299,23,42,84,121,13,5,1,1,1
서울,송파구,일반,남자,65세미만,101,11,5,14,16,1,1,17,6,3
서울,송파구,일반,남자,65-69세,187,7,14,41,44,1,1,14,5,6
서울,송파구,일반,남자,70-74세,304,19,23,66,89,15,5,11,8,0
서울,송파구,일반,남자,75-79세,453,26,26,123,141,21,6,16,9,7
서울,송파구,일반,남자,80-84세,508,15,38,142,134,46,9,25,12,5
서울,송파구,일반,남자,85세이상,595,25,40,173,215,37,3,17,10,3
서울,송파구,일반,여자,65세미만,116,11,7,20,18,4,2,14,9,7
서울,송파구,일반,여자,65-69세,214,13,12,30,52,9,2,13,11,8
서울,송파구,일반,여자,70-74세,399,17,21,68,91,23,13,32,13,5
서울,송파구,일반,여자,75-79세,692,28,43,131,199,49,12,54,11,6
서울,송파구,일반,여자,80-84세,1182,37,60,261,410,96,20,67,27,8
서울,송파구,일반,여자,85세이상,1797,115,207,483,675,85,13,34,15,5
서울,송파구,기초,남자,65세미만,70,8,7,13,25,1,0,5,2,3
서울,송파구,기초,남자,65-69세,81,5,4,14,33,1,1,3,3,2
서울,송파구,기초,남자,70-74세,58,2,1,12,13,2,0,3,5,4
서울,송파구,기초,남자,75-79세,60,3,4,9,22,8,1,3,0,1
서울,송파구,기초,남자,80-84세,63,1,1,12,23,2,2,0,2,4
서울,송파구,기초,남자,85세이상,45,1,2,15,11,1,0,4,1,0
서울,송파구,기초,여자,65세미만,48,6,4,6,9,1,1,5,4,1
서울,송파구,기초,여자,65-69세,53,2,2,7,21,0,1,1,4,2
서울,송파구,기초,여자,70-74세,94,5,10,13,34,6,0,7,5,0
서울,송파구,기초,여자,75-79세,135,4,7,23,50,12,2,8,2,1
서울,송파구,기초,여자,80-84세,160,3,4,37,60,13,3,13,4,0
서울,송파구,기초,여자,85세이상,257,10,33,70,87,18,0,9,0,0
서울,송파구,의료,남자,65세미만,0,0,0,0,0,0,0,0,0,0
서울,송파구,의료,남자,65-69세,0,0,0,0,0,0,0,0,0,0
서울,송파구,의료,남자,70-74세,3,0,0,1,0,0,0,0,1,0
서울,송파구,의료,남자,75-79세,1,0,0,0,1,0,0,0,0,0
서울,송파구,의료,남자,80-84세,3,0,0,0,0,0,0,0,0,0
서울,송파구,의료,남자,85세이상,4,0,1,1,0,0,0,0,0,0
서울,송파구,의료,여자,65세미만,2,0,0,1,0,0,0,1,0,0
서울,송파구,의료,여자,65-69세,1,1,0,0,0,0,0,0,0,0
서울,송파구,의료,여자,70-74세,2,0,0,0,1,0,0,0,0,0
서울,송파구,의료,여자,75-79세,3,0,0,1,0,0,0,1,0,0
서울,송파구,의료,여자,80-84세,11,0,0,2,3,0,0,1,0,0
서울,송파구,의료,여자,85세이상,25,1,2,7,3,0,0,1,0,1
서울,송파구,감경,남자,65세미만,37,3,1,17,13,1,0,0,0,0
서울,송파구,감경,남자,65-69세,61,8,6,15,22,2,0,1,1,0
서울,송파구,감경,남자,70-74세,78,2,7,19,41,2,2,1,0,0
서울,송파구,감경,남자,75-79세,93,2,10,29,44,6,0,1,0,0
서울,송파구,감경,남자,80-84세,106,7,6,31,47,10,1,2,0,0
서울,송파구,감경,남자,85세이상,102,3,13,25,49,10,1,0,0,0
서울,송파구,감경,여자,65세미만,27,7,1,5,9,2,1,0,0,0
서울,송파구,감경,여자,65-69세,57,6,6,11,22,6,3,1,0,1
서울,송파구,감경,여자,70-74세,111,5,6,32,48,9,3,0,0,0
서울,송파구,감경,여자,75-79세,192,9,12,53,79,23,5,0,2,1
서울,송파구,감경,여자,80-84세,372,12,34,101,169,37,3,1,2,0
서울,송파구,감경,여자,85세이상,615,25,89,210,242,28,8,0,0,1
서울,강동구,일반,남자,65세미만,107,15,4,20,13,1,0,15,4,7
서울,강동구,일반,남자,65-69세,174,10,10,42,40,4,1,22,12,4
서울,강동구,일반,남자,70-74세,316,27,26,76,64,15,4,15,11,1
서울,강동구,일반,남자,75-79세,458,52,35,96,119,23,6,25,3,2
서울,강동구,일반,남자,80-84세,456,35,33,78,135,31,8,22,10,5
서울,강동구,일반,남자,85세이상,484,43,52,100,166,27,6,17,6,4
서울,강동구,일반,여자,65세미만,102,14,3,19,16,3,2,17,5,4
서울,강동구,일반,여자,65-69세,189,12,11,24,38,4,3,24,7,3
서울,강동구,일반,여자,70-74세,331,14,24,47,69,24,9,28,10,5
서울,강동구,일반,여자,75-79세,635,30,40,113,164,57,18,54,18,3
서울,강동구,일반,여자,80-84세,930,44,65,195,280,79,25,40,25,3
서울,강동구,일반,여자,85세이상,1263,101,138,353,422,66,9,29,16,4
서울,강동구,기초,남자,65세미만,90,3,5,17,24,7,1,12,4,8
서울,강동구,기초,남자,65-69세,94,1,3,14,26,6,4,8,8,2
서울,강동구,기초,남자,70-74세,75,1,2,14,22,2,0,6,6,0
서울,강동구,기초,남자,75-79세,64,0,4,11,20,2,1,5,3,1
서울,강동구,기초,남자,80-84세,52,0,3,9,15,5,0,5,2,0
서울,강동구,기초,남자,85세이상,46,0,2,10,17,2,1,1,0,2
서울,강동구,기초,여자,65세미만,46,6,5,5,6,1,0,8,4,3
서울,강동구,기초,여자,65-69세,64,2,5,7,21,2,1,7,5,2
서울,강동구,기초,여자,70-74세,87,2,6,12,28,3,1,7,5,1
서울,강동구,기초,여자,75-79세,119,1,9,19,35,4,2,14,5,0
서울,강동구,기초,여자,80-84세,179,2,9,40,64,16,3,5,4,3
서울,강동구,기초,여자,85세이상,273,16,35,64,95,9,2,5,5,4
서울,강동구,의료,남자,65세미만,2,0,1,0,0,0,0,0,0,0
서울,강동구,의료,남자,65-69세,3,0,0,0,0,0,0,1,0,1
서울,강동구,의료,남자,70-74세,4,1,0,1,1,0,0,0,0,0
서울,강동구,의료,남자,75-79세,5,1,0,2,0,0,0,0,1,0
서울,강동구,의료,남자,80-84세,2,0,0,0,1,0,0,0,0,0
서울,강동구,의료,남자,85세이상,18,1,4,3,2,0,0,0,0,0
서울,강동구,의료,여자,65세미만,0,0,0,0,0,0,0,0,0,0
서울,강동구,의료,여자,65-69세,0,0,0,0,0,0,0,0,0,0
서울,강동구,의료,여자,70-74세,2,0,0,0,1,0,0,0,1,0
서울,강동구,의료,여자,75-79세,6,0,1,1,1,0,0,1,0,0
서울,강동구,의료,여자,80-84세,21,3,1,3,8,1,0,0,1,0
서울,강동구,의료,여자,85세이상,42,1,6,10,12,1,0,1,0,1
서울,강동구,감경,남자,65세미만,46,7,3,20,9,1,1,1,0,0
서울,강동구,감경,남자,65-69세,60,6,3,17,23,4,1,0,0,0
서울,강동구,감경,남자,70-74세,103,6,13,27,43,9,1,1,0,0
서울,강동구,감경,남자,75-79세,129,13,16,31,51,8,5,1,0,0
서울,강동구,감경,남자,80-84세,125,13,16,33,40,14,3,0,1,1
서울,강동구,감경,남자,85세이상,144,13,18,30,58,13,5,0,2,0
서울,강동구,감경,여자,65세미만,30,9,3,8,5,2,0,1,1,0
서울,강동구,감경,여자,65-69세,64,7,6,20,23,4,1,0,0,0
서울,강동구,감경,여자,70-74세,121,14,7,33,40,13,9,2,0,1
서울,강동구,감경,여자,75-79세,182,16,15,45,73,18,3,3,1,0
서울,강동구,감경,여자,80-84세,356,24,32,99,138,42,6,0,0,1
서울,강동구,감경,여자,85세이상,636,40,77,199,268,31,2,4,1,0
부산,중구,일반,남자,65세미만,10,1,1,0,1,0,0,2,3,0
부산,중구,일반,남자,65-69세,28,0,3,3,6,0,0,6,3,1
부산,중구,일반,남자,70-74세,26,1,1,6,5,1,0,2,0,1
부산,중구,일반,남자,75-79세,32,2,1,5,10,1,2,6,0,1
부산,중구,일반,남자,80-84세,56,2,1,9,17,7,0,2,4,1
부산,중구,일반,남자,85세이상,42,0,4,7,16,4,1,2,3,2
부산,중구,일반,여자,65세미만,10,0,0,1,2,1,0,2,2,0
부산,중구,일반,여자,65-69세,26,0,2,2,4,0,0,6,4,0
부산,중구,일반,여자,70-74세,61,0,1,5,17,1,0,7,5,3
부산,중구,일반,여자,75-79세,90,2,2,12,19,14,1,5,8,2
부산,중구,일반,여자,80-84세,155,6,10,25,43,11,3,13,4,0
부산,중구,일반,여자,85세이상,152,3,20,36,46,6,0,6,9,0
부산,중구,기초,남자,65세미만,27,0,1,4,8,1,0,5,2,1
부산,중구,기초,남자,65-69세,41,1,3,2,9,2,1,2,7,1
부산,중구,기초,남자,70-74세,28,1,1,6,5,1,0,3,5,1
부산,중구,기초,남자,75-79세,26,0,0,2,8,1,1,4,0,0
부산,중구,기초,남자,80-84세,18,0,2,0,9,3,1,0,1,0
부산,중구,기초,남자,85세이상,17,0,1,3,7,1,1,1,0,0
부산,중구,기초,여자,65세미만,9,0,0,1,1,0,0,2,0,0
부산,중구,기초,여자,65-69세,26,1,0,3,8,1,0,3,1,1
부산,중구,기초,여자,70-74세,52,1,2,6,16,5,0,3,7,2
부산,중구,기초,여자,75-79세,53,2,3,6,22,1,0,3,5,1
부산,중구,기초,여자,80-84세,65,2,4,7,21,5,1,5,5,0
부산,중구,기초,여자,85세이상,81,3,8,10,29,3,0,1,3,0
부산,중구,의료,남자,65세미만,0,0,0,0,0,0,0,0,0,0
부산,중구,의료,남자,65-69세,0,0,0,0,0,0,0,0,0,0
부산,중구,의료,남자,70-74세,1,0,0,0,0,0,0,0,1,0
부산,중구,의료,남자,75-79세,1,0,0,1,0,0,0,0,0,0
부산,중구,의료,남자,80-84세,0,0,0,0,0,0,0,0,0,0
부산,중구,의료,남자,85세이상,0,0,0,0,0,0,0,0,0,0
부산,중구,의료,여자,65세미만,0,0,0,0,0,0,0,0,0,0
부산,중구,의료,여자,65-69세,0,0,0,0,0,0,0,0,0,0
