행정동코드,행정동명,시군구명,자치구명,연도,총인구수,65세이상인구,독거노인수_2018,고령화율,고령화율_변화,독거노인비율,비율_75-79세,비율_85세이상,인프라갭,포화도,시설수,수요공급갭지수,요양수요가속도
1150052000,등촌제1동,강서구,강서구,2023,24757,3082,649.0,12.45,0.41,27.09,15.97,14.54,513.67,0.875,21.0,145.5617,25.2
1150053000,등촌제2동,강서구,강서구,2023,19655,3384,414.0,17.22,1.26,17.85,15.99,8.07,1692.0,0.875,21.0,179.5433,37.77
1150053500,등촌제3동,강서구,강서구,2023,29671,7116,1961.0,23.98,1.73,42.93,16.5,12.71,790.67,0.875,21.0,299.0618,44.33
1150054000,화곡제1동,강서구,강서구,2023,51751,8777,1506.0,16.96,0.64,25.76,18.34,6.66,1253.86,0.875,21.0,381.0472,40.64
1150055000,화곡제2동,강서구,강서구,2023,17472,3076,441.0,17.61,1.31,26.07,18.53,5.79,3076.0,0.875,21.0,169.166,59.81
1150056000,화곡제3동,강서구,강서구,2023,21388,4332,622.0,20.25,1.09,19.62,17.71,6.44,1444.0,0.875,21.0,219.0368,31.23
1150057000,화곡제4동,강서구,강서구,2023,20135,4069,668.0,20.21,1.31,25.83,18.48,7.67,1017.25,0.875,21.0,199.2182,45.32
1150059000,화곡본동,강서구,강서구,2023,33616,5198,934.0,15.46,0.95,27.45,17.87,7.2,866.33,0.875,21.0,234.372,42.39
1150059100,화곡제6동,강서구,강서구,2023,24990,4199,721.0,16.8,0.92,25.08,15.58,7.36,4199.0,0.875,21.0,232.4337,37.88
1150059300,화곡제8동,강서구,강서구,2023,23977,4596,821.0,19.17,0.9,24.63,19.83,6.09,4596.0,0.875,21.0,253.7619,32.12
1150060300,가양제1동,강서구,강서구,2023,34096,3337,359.0,9.79,0.64,17.5,14.88,8.22,834.25,0.875,21.0,162.9791,48.66
1150060400,가양제2동,강서구,강서구,2023,13785,4412,1209.0,32.01,2.12,44.92,16.37,10.22,2206.0,0.875,21.0,238.3439,49.43
1150060500,가양제3동,강서구,강서구,2023,14504,3875,960.0,26.72,1.65,39.1,18.18,8.55,3875.0,0.875,21.0,217.3875,45.62
1150061100,발산제1동,강서구,강서구,2023,35942,5205,644.0,14.48,0.9,21.04,18.97,8.69,578.33,0.875,21.0,213.8561,53.08
1150061500,우장산동,강서구,강서구,2023,43348,6311,773.0,14.56,0.77,16.02,18.13,6.31,1577.75,0.875,21.0,305.8058,26.84
1150062000,공항동,강서구,강서구,2023,30225,4431,782.0,14.66,0.63,24.4,17.99,8.53,1477.0,0.875,21.0,227.3288,32.38
1150063000,방화제1동,강서구,강서구,2023,42548,7096,981.0,16.68,1.03,19.28,16.91,8.07,1013.71,0.875,21.0,309.9685,33.25
1150064000,방화제2동,강서구,강서구,2023,23042,5068,1150.0,21.99,0.98,32.89,17.71,9.81,2534.0,0.875,21.0,273.9144,37.13
1150064100,방화제3동,강서구,강서구,2023,22344,5565,1307.0,24.91,1.53,35.8,17.24,10.72,5565.0,0.875,21.0,315.3837,42.14
1153051000,신도림동,구로구,구로구,2023,35799,5028,553.0,14.05,0.78,13.56,16.91,7.42,5028.0,0.912,11.0,510.5096,20.97
1153052000,구로제1동,구로구,구로구,2023,20618,2915,307.0,14.14,1.1,14.85,14.96,7.86,2915.0,0.912,11.0,295.1923,34.39
1153053000,구로제2동,구로구,구로구,2023,23030,5730,1500.0,24.88,1.16,32.02,20.02,7.71,1910.0,0.912,11.0,505.7544,20.16
1153054000,구로제3동,구로구,구로구,2023,23460,3564,713.0,15.19,0.5,24.78,18.94,8.75,1782.0,0.912,11.0,339.0461,21.38
1153055000,구로제4동,구로구,구로구,2023,19100,4638,1103.0,24.28,1.33,32.58,20.25,8.78,4638.0,0.912,11.0,480.2262,31.47
1153056000,구로제5동,구로구,구로구,2023,29300,4890,861.0,16.69,0.61,25.17,20.45,8.08,611.25,0.912,11.0,316.7948,35.75
1153059500,가리봉동,구로구,구로구,2023,8954,1965,819.0,21.95,0.62,47.79,17.58,9.79,491.25,0.912,11.0,161.8243,13.67
1153072000,고척제1동,구로구,구로구,2023,25738,4603,770.0,17.88,-2.03,22.51,18.05,7.58,767.17,0.912,11.0,331.1452,29.67
1153073000,고척제2동,구로구,구로구,2023,26138,5561,984.0,21.28,1.37,26.87,18.83,8.65,1853.67,0.912,11.0,490.9569,41.76
1153074000,개봉제1동,구로구,구로구,2023,33321,6747,1314.0,20.25,1.07,26.46,18.39,7.24,963.86,0.912,11.0,458.6836,30.63
1153075000,개봉제2동,구로구,구로구,2023,30099,6830,888.0,22.69,1.43,18.73,18.54,6.46,3415.0,0.912,11.0,639.0253,36.49
1153076000,개봉제3동,구로구,구로구,2023,19853,4497,736.0,22.65,1.27,23.7,17.72,7.14,4497.0,0.912,11.0,457.7196,37.04
1153077000,오류제1동,구로구,구로구,2023,22655,4189,857.0,18.49,0.62,28.26,17.38,8.07,1047.25,0.912,11.0,344.3917,32.32
1153078000,오류제2동,구로구,구로구,2023,37942,7446,1243.0,19.62,0.97,21.92,20.07,8.14,3723.0,0.912,11.0,706.5681,27.23
1153079000,수궁동,구로구,구로구,2023,22967,4746,779.0,20.66,1.59,25.39,18.28,7.36,4746.0,0.912,11.0,483.6965,43.62
1154551000,가산동,금천구,금천구,2023,24198,2767,660.0,11.43,0.38,32.6,18.62,7.01,1383.5,0.881,14.0,210.9492,31.24
1154561000,독산제1동,금천구,금천구,2023,46080,6197,1133.0,13.45,0.41,24.54,18.58,7.39,1549.25,0.881,14.0,422.2223,29.45
1154562000,독산제2동,금천구,금천구,2023,18176,3670,875.0,20.19,1.39,32.51,17.21,7.12,3670.0,0.881,14.0,298.0774,31.0
1154563000,독산제3동,금천구,금천구,2023,24004,4757,1082.0,19.82,1.03,30.19,17.4,7.74,951.4,0.881,14.0,306.8265,28.31
1154564000,독산제4동,금천구,금천구,2023,14863,3053,627.0,20.54,1.2,28.66,18.28,5.64,1526.5,0.881,14.0,231.0549,33.33
1154567000,시흥제1동,금천구,금천구,2023,32363,6484,1477.0,20.04,0.95,30.4,19.29,8.13,810.5,0.881,14.0,362.9861,28.85
1154568000,시흥제2동,금천구,금천구,2023,20699,4363,769.0,21.08,1.54,23.88,18.81,8.53,4363.0,0.881,14.0,359.0458,30.38
1154569000,시흥제3동,금천구,금천구,2023,10483,2472,476.0,23.58,1.39,23.46,17.11,7.48,2472.0,0.881,14.0,202.3579,19.76
1154570000,시흥제4동,금천구,금천구,2023,19888,4395,854.0,22.1,1.43,26.51,18.26,7.03,4395.0,0.881,14.0,357.9581,31.05
1154571000,시흥제5동,금천구,금천구,2023,18641,4535,1195.0,24.33,1.29,33.83,18.93,9.57,4535.0,0.881,14.0,376.7376,24.97
1156051500,영등포본동,영등포구,영등포구,2023,20941,4282,1103.0,20.45,0.89,31.39,17.05,8.81,1427.33,0.984,2.0,1057.0545,19.76
1156053500,영등포동,영등포구,영등포구,2023,30070,3440,1405.0,11.44,-0.07,43.11,17.18,9.01,229.33,0.984,2.0,249.2584,5.4
1156054000,여의동,영등포구,영등포구,2023,32483,6395,1019.0,19.69,0.72,16.14,19.2,13.06,1065.83,0.984,2.0,1016.3254,1.27
1156055000,당산제1동,영등포구,영등포구,2023,20755,3489,834.0,16.81,0.1,27.31,17.68,9.34,1163.0,0.984,2.0,865.2022,13.34
1156056000,당산제2동,영등포구,영등포구,2023,36738,4877,746.0,13.28,0.67,15.91,17.83,9.95,4877.0,0.984,2.0,2020.5411,3.94
1156058500,도림동,영등포구,영등포구,2023,17713,3289,895.0,18.57,0.37,30.98,19.74,9.46,3289.0,0.984,2.0,1365.2639,12.98
1156060500,문래동,영등포구,영등포구,2023,32276,4874,847.0,15.1,0.62,17.54,18.4,9.53,1218.5,0.984,2.0,1007.537,0.94
1156061000,양평제1동,영등포구,영등포구,2023,18345,2430,576.0,13.25,0.2,26.13,19.76,9.18,607.5,0.984,2.0,503.82,9.75
1156062000,양평제2동,영등포구,영등포구,2023,22386,2668,490.0,11.92,0.52,20.16,17.85,8.89,889.33,0.984,2.0,659.0494,9.35
1156063000,신길제1동,영등포구,영등포구,2023,19327,3556,1026.0,18.4,-0.45,35.88,19.7,10.52,889.0,0.984,2.0,742.7299,21.81
1156065000,신길제3동,영등포구,영등포구,2023,16322,3256,804.0,19.95,0.96,28.1,18.11,8.06,1628.0,0.984,2.0,1002.1968,12.93
1156066000,신길제4동,영등포구,영등포구,2023,12335,2451,586.0,19.87,1.09,31.42,17.63,7.88,2451.0,0.984,2.0,1004.9917,27.31
1156067000,신길제5동,영등포구,영등포구,2023,10186,2078,518.0,20.4,1.29,29.26,17.13,7.94,2078.0,0.984,2.0,849.7635,16.02
1156068000,신길제6동,영등포구,영등포구,2023,18824,3467,711.0,18.42,0.95,23.82,17.57,9.0,1733.5,0.984,2.0,1071.6497,14.99
1156069000,신길제7동,영등포구,영등포구,2023,19804,2691,349.0,13.59,0.72,17.43,17.29,8.96,1345.5,0.984,2.0,830.039,29.55
1156070000,대림제1동,영등포구,영등포구,2023,14053,3183,765.0,22.65,1.36,28.53,18.5,9.24,1061.0,0.984,2.0,792.2487,17.14
1156071000,대림제2동,영등포구,영등포구,2023,11973,2873,764.0,24.0,0.34,30.91,22.33,8.19,574.6,0.984,2.0,508.8083,15.04
1156072000,대림제3동,영등포구,영등포구,2023,21879,4658,892.0,21.29,1.12,26.04,18.69,8.4,931.6,0.984,2.0,821.5381,30.74
1159051000,노량진제1동,동작구,동작구,2023,31695,6007,1235.0,18.95,0.35,24.22,18.5,10.34,6007.0,0.979,6.0,1072.1637,16.39
1159052000,노량진제2동,동작구,동작구,2023,10525,2243,1061.0,21.31,0.44,36.6,17.97,9.94,1121.5,0.979,6.0,349.0108,-24.336
1159053000,상도제1동,동작구,동작구,2023,44399,7433,1270.0,16.74,0.54,21.19,19.39,9.71,3716.5,0.979,6.0,1154.0662,21.52
1159054000,상도제2동,동작구,동작구,2023,27731,4436,858.0,16.0,0.54,19.45,18.55,10.31,4436.0,0.979,6.0,789.608,0.58
1159055000,상도제3동,동작구,동작구,2023,24178,4648,802.0,19.22,0.87,24.85,20.11,8.27,4648.0,0.979,6.0,821.3016,36.47
1159056000,상도제4동,동작구,동작구,2023,28203,5394,1070.0,19.13,1.11,28.36,19.63,8.81,1798.0,0.979,6.0,742.3942,35.76
1159060500,흑석동,동작구,동작구,2023,27936,5137,1304.0,18.39,0.1,19.84,18.45,11.55,2568.5,0.979,6.0,807.729,-24.336
1159062000,사당제1동,동작구,동작구,2023,22566,3914,766.0,17.34,0.7,25.83,19.65,6.39,978.5,0.979,6.0,476.5686,27.75
1159063000,사당제2동,동작구,동작구,2023,28377,5829,1168.0,20.54,0.61,20.72,19.84,8.13,2914.5,0.979,6.0,898.9775,3.37
1159064000,사당제3동,동작구,동작구,2023,23904,4689,714.0,19.62,1.0,18.15,19.97,7.02,4689.0,0.979,6.0,819.1013,17.55
1159065000,사당제4동,동작구,동작구,2023,13965,2797,541.0,20.03,0.99,25.31,19.82,7.91,2797.0,0.979,6.0,491.9923,26.9
1159065100,사당제5동,동작구,동작구,2023,14298,2461,424.0,17.21,0.89,22.63,17.7,8.67,2461.0,0.979,6.0,432.9954,27.28
1159066000,대방동,동작구,동작구,2023,36221,5729,1163.0,15.82,0.45,24.59,18.08,10.36,1909.67,0.979,6.0,794.3577,19.19
1159067000,신대방제1동,동작구,동작구,2023,23371,3976,655.0,17.01,0.33,24.9,19.07,8.81,1988.0,0.979,6.0,615.3357,41.31
1159068000,신대방제2동,동작구,동작구,2023,22253,3465,519.0,15.57,0.53,21.36,20.7,8.69,1155.0,0.979,6.0,477.9775,35.47
1162052500,보라매동,관악구,관악구,2023,24222,4683,930.0,19.33,0.97,26.78,19.68,8.05,4683.0,0.911,9.0,577.6949,29.89
1162054500,청림동,관악구,관악구,2023,14912,2859,611.0,19.17,1.11,25.18,18.48,10.54,2859.0,0.911,9.0,358.1469,16.42
1162056500,성현동,관악구,관악구,2023,28561,5596,1217.0,19.59,1.01,26.73,20.15,7.92,5596.0,0.911,9.0,690.8822,20.64
1162057500,행운동,관악구,관악구,2023,29091,4526,983.0,15.56,0.39,26.62,20.04,6.92,1131.5,0.911,9.0,426.3144,20.36
1162058500,낙성대동,관악구,관악구,2023,17358,2028,496.0,11.68,-0.23,28.65,20.32,8.97,1014.0,0.911,9.0,229.8277,15.82
1162059500,청룡동,관악구,관악구,2023,36155,4712,996.0,13.03,0.34,29.46,20.23,7.05,673.14,0.911,9.0,361.5871,33.19
1162060500,은천동,관악구,관악구,2023,32678,6126,1191.0,18.75,0.81,25.99,19.98,7.38,3063.0,0.911,9.0,684.497,29.02
1162061500,중앙동,관악구,관악구,2023,15399,2411,617.0,15.66,0.25,30.49,20.25,7.22,1205.5,0.911,9.0,269.9224,17.5
1162062500,인헌동,관악구,관악구,2023,25775,4158,755.0,16.13,0.53,24.22,19.65,7.14,4158.0,0.911,9.0,510.8519,28.8
1162063000,남현동,관악구,관악구,2023,17932,2963,441.0,16.52,0.91,22.38,18.86,7.23,1481.5,0.911,9.0,329.6742,40.77
1162064500,서원동,관악구,관악구,2023,22876,3384,662.0,14.79,0.13,26.48,20.95,6.83,676.8,0.911,9.0,296.7768,30.27
1162065500,신원동,관악구,관악구,2023,17927,3324,814.0,18.54,0.52,31.23,19.9,8.37,3324.0,0.911,9.0,411.8104,24.31
1162066500,서림동,관악구,관악구,2023,23540,3706,742.0,15.74,0.27,26.39,18.81,7.53,3706.0,0.911,9.0,455.3562,27.62
1162068500,신사동,관악구,관악구,2023,22680,3603,794.0,15.89,0.35,29.98,19.88,7.75,1201.0,0.911,9.0,369.848,30.76
1162069500,신림동,관악구,관악구,2023,23312,1985,526.0,8.51,-0.23,34.36,19.96,6.96,992.5,0.911,9.0,221.508,25.97
1162071500,난향동,관악구,관악구,2023,14875,2861,531.0,19.23,1.3,22.54,19.29,7.79,2861.0,0.911,9.0,351.5311,19.45
1162072500,조원동,관악구,관악구,2023,19405,3078,626.0,15.86,-0.44,27.78,18.34,8.22,513.0,0.911,9.0,252.437,31.18
1162073500,대학동,관악구,관악구,2023,24257,3202,602.0,13.2,0.13,30.23,17.71,8.31,1601.0,0.911,9.0,359.4973,47.5
1162074500,삼성동,관악구,관악구,2023,20404,5515,1464.0,27.03,1.43,30.41,19.68,9.36,5515.0,0.911,9.0,686.5072,13.58
1162076500,미성동,관악구,관악구,2023,30013,6112,1095.0,20.36,1.08,23.66,17.61,6.91,6112.0,0.911,9.0,745.8474,27.8
1162077500,난곡동,관악구,관악구,2023,26058,5603,1265.0,21.5,1.07,29.86,19.55,7.75,2801.5,0.911,9.0,626.6701,27.95
1165051000,서초1동,서초구,서초구,2023,20369,3162,461.0,15.52,0.69,20.18,19.42,8.79,451.71,0.915,4.0,353.6266,32.49
1165052000,서초2동,서초구,서초구,2023,26604,3455,334.0,12.99,0.67,12.27,19.86,7.35,863.75,0.915,4.0,527.7512,23.86
1165053000,서초3동,서초구,서초구,2023,32126,5051,680.0,15.72,0.69,16.61,18.89,9.39,841.83,0.915,4.0,624.9602,21.01
1165053100,서초4동,서초구,서초구,2023,30323,4387,456.0,14.47,0.29,11.63,19.5,8.8,548.38,0.915,4.0,451.532,11.19
1165054000,잠원동,서초구,서초구,2023,26203,3428,758.0,13.08,0.49,18.44,17.99,9.02,1714.0,0.915,4.0,703.0257,-18.18
1165055000,반포본동,서초구,서초구,2023,268,41,267.0,15.3,-0.49,7.32,21.95,2.44,41.0,0.915,4.0,9.8236,-24.336
1165056000,반포1동,서초구,서초구,2023,34100,4179,542.0,12.26,0.48,18.26,18.27,7.45,1393.0,0.915,4.0,728.7579,34.2
1165057000,반포2동,서초구,서초구,2023,15638,2111,380.0,13.5,0.66,14.59,21.95,8.44,2111.0,0.915,4.0,520.7415,-21.01
1165058000,반포3동,서초구,서초구,2023,23597,3362,370.0,14.25,0.22,13.71,18.63,9.7,3362.0,0.915,4.0,835.2553,21.99
1165058100,반포4동,서초구,서초구,2023,18785,3029,384.0,16.12,0.94,14.56,17.27,8.65,1009.67,0.915,4.0,531.2433,13.84
1165059000,방배본동,서초구,서초구,2023,20594,3225,425.0,15.66,0.74,17.02,19.27,11.7,645.0,0.915,4.0,449.7442,25.6
1165060000,방배1동,서초구,서초구,2023,16688,3024,425.0,18.12,0.77,18.55,19.62,8.5,1008.0,0.915,4.0,533.1312,27.76
1165061000,방배2동,서초구,서초구,2023,18401,3569,804.0,19.4,1.02,20.65,19.96,7.23,1784.5,0.915,4.0,727.8976,-8.7
1165062000,방배3동,서초구,서초구,2023,17139,3325,560.0,19.4,1.11,10.62,18.08,8.3,554.17,0.915,4.0,408.576,-24.336
1165062100,방배4동,서초구,서초구,2023,23061,3627,603.0,15.73,0.44,18.33,20.74,10.2,1209.0,0.915,4.0,647.5231,9.79
1165065100,양재1동,서초구,서초구,2023,42377,7330,1037.0,17.3,0.81,22.02,17.6,8.4,1832.5,0.915,4.0,1123.0476,44.24
1165065200,양재2동,서초구,서초구,2023,21513,3109,539.0,14.45,0.65,26.66,17.99,6.95,1554.5,0.915,4.0,629.8834,43.05
1165066000,내곡동,서초구,서초구,2023,17340,3468,481.0,20.0,1.06,17.82,18.98,8.51,1734.0,0.915,4.0,711.1712,25.06
1168051000,신사동,강남구,강남구,2023,15623,3083,429.0,19.73,0.67,35.03,21.96,11.22,770.75,0.83,8.0,323.9205,29.81
1168052100,논현1동,강남구,강남구,2023,21360,3001,536.0,14.05,0.56,30.16,19.74,8.44,187.56,0.83,8.0,154.0013,52.38
1168053100,논현2동,강남구,강남구,2023,20501,3200,468.0,15.61,0.48,22.84,20.6,8.1,228.57,0.83,8.0,179.0836,44.59
1168054500,압구정동,강남구,강남구,2023,25720,5330,705.0,20.72,0.73,16.44,21.46,10.44,380.71,0.83,8.0,303.059,21.72
1168056500,청담동,강남구,강남구,2023,25213,3839,551.0,15.23,0.62,17.48,20.02,8.06,319.92,0.83,8.0,235.7146,19.7
1168058000,삼성1동,강남구,강남구,2023,12464,2232,289.0,17.91,1.08,17.38,19.59,7.31,186.0,0.83,8.0,136.6877,29.46
1168059000,삼성2동,강남구,강남구,2023,30768,3931,491.0,12.78,0.67,20.99,20.67,7.31,982.75,0.83,8.0,402.1741,51.89
1168060000,대치1동,강남구,강남구,2023,23874,2709,164.0,11.35,0.59,8.86,18.28,7.13,1354.5,0.83,8.0,329.9291,38.08
1168061000,대치2동,강남구,강남구,2023,36957,5390,451.0,14.58,0.81,11.84,18.13,6.18,673.75,0.83,8.0,406.0354,34.69
1168063000,대치4동,강남구,강남구,2023,19009,2098,358.0,11.04,0.35,28.07,22.13,6.96,349.67,0.83,8.0,183.545,49.79
1168064000,역삼1동,강남구,강남구,2023,34474,3684,717.0,10.69,0.23,33.33,19.36,7.77,307.0,0.83,8.0,226.2344,53.81
1168065000,역삼2동,강남구,강남구,2023,37085,3919,491.0,10.57,0.34,19.9,21.7,7.33,783.8,0.83,8.0,369.4713,46.28
1168065500,도곡1동,강남구,강남구,2023,20839,3079,348.0,14.78,0.75,16.56,17.68,7.9,219.93,0.83,8.0,171.0524,38.22
1168065600,도곡2동,강남구,강남구,2023,32762,5162,549.0,15.76,0.78,13.81,19.28,9.03,5162.0,0.83,8.0,707.5381,26.14
1168066000,개포1동,강남구,강남구,2023,6904,1679,325.0,24.32,0.3,35.68,18.0,7.33,1679.0,0.83,8.0,227.6724,61.14
1168067000,개포2동,강남구,강남구,2023,30287,4009,282.0,13.24,0.1,18.81,16.32,6.04,4009.0,0.83,8.0,535.157,98.35
1168069000,개포4동,강남구,강남구,2023,23467,3535,386.0,15.06,1.17,24.64,16.48,6.65,883.75,0.83,8.0,356.2102,81.38
1168070000,세곡동,강남구,강남구,2023,43259,6950,954.0,16.07,0.64,27.45,17.87,11.23,2316.67,0.83,8.0,789.5832,69.31
1168072000,일원본동,강남구,강남구,2023,22972,3416,408.0,14.87,1.22,15.54,14.54,8.56,1708.0,0.83,8.0,415.044,26.35
1168073000,일원1동,강남구,강남구,2023,14843,3413,746.0,22.99,1.0,46.88,17.66,8.57,3413.0,0.83,8.0,465.4194,76.3
1168075000,수서동,강남구,강남구,2023,14274,4972,1343.0,34.83,3.09,68.58,18.14,8.66,1243.0,0.83,8.0,508.7185,93.18
1171051000,풍납1동,송파구,송파구,2023,12311,2809,616.0,22.82,1.5,36.63,18.23,7.26,1404.5,0.961,9.0,312.2842,51.31
1171052000,풍납2동,송파구,송파구,2023,24157,4072,726.0,16.86,1.24,24.61,17.29,7.84,1357.33,0.961,9.0,414.7332,32.22
1171053100,거여1동,송파구,송파구,2023,12181,2524,419.0,20.72,1.12,34.75,18.6,7.26,1262.0,0.961,9.0,280.7376,73.86
1171053200,거여2동,송파구,송파구,2023,23671,4345,686.0,18.36,0.76,35.88,18.89,7.86,1086.25,0.961,9.0,409.7669,82.09
1171054000,마천1동,송파구,송파구,2023,18442,4347,955.0,23.57,1.12,42.49,18.45,8.54,4347.0,0.961,9.0,537.1153,65.96
1171055000,마천2동,송파구,송파구,2023,17953,4214,1061.0,23.47,1.52,40.13,18.06,8.38,842.8,0.961,9.0,371.0728,46.61
1171056100,방이1동,송파구,송파구,2023,15303,2340,282.0,15.29,0.84,20.98,15.1,8.86,1170.0,0.961,9.0,260.5484,55.45
1171056200,방이2동,송파구,송파구,2023,25913,3685,724.0,14.22,0.75,33.35,17.42,7.14,737.0,0.961,9.0,320.5687,52.92
1171056600,오륜동,송파구,송파구,2023,17772,3092,233.0,17.4,1.36,9.93,15.57,7.73,3092.0,0.961,9.0,374.3484,27.58
1171057000,오금동,송파구,송파구,2023,37756,6887,962.0,18.24,1.32,27.02,16.21,9.57,1147.83,0.961,9.0,564.6881,65.99
1171058000,송파1동,송파구,송파구,2023,23626,3630,544.0,15.36,0.71,24.13,16.47,7.58,726.0,0.961,9.0,316.2767,47.64
1171059000,송파2동,송파구,송파구,2023,18799,3051,328.0,16.23,0.92,16.52,16.13,7.6,3051.0,0.961,9.0,370.5745,42.96
1171060000,석촌동,송파구,송파구,2023,31095,4726,925.0,15.2,0.9,34.64,18.51,6.99,945.2,0.961,9.0,410.5881,57.08
1171061000,삼전동,송파구,송파구,2023,29411,4186,790.0,14.23,0.92,36.84,17.9,7.15,418.6,0.961,9.0,268.1904,66.88
1171062000,가락본동,송파구,송파구,2023,25598,4068,568.0,15.89,1.2,27.46,16.08,7.94,254.25,0.961,9.0,198.7788,67.63
1171063100,가락1동,송파구,송파구,2023,27478,3846,6.0,14.0,1.14,14.04,15.4,4.58,3846.0,0.961,9.0,457.0586,114.7520000000001
1171063200,가락2동,송파구,송파구,2023,31528,4562,473.0,14.47,0.98,19.38,15.58,8.4,4562.0,0.961,9.0,556.929,62.54
1171064100,문정1동,송파구,송파구,2023,19693,3219,346.0,16.35,1.33,19.6,15.82,6.93,1609.5,0.961,9.0,354.1193,60.09
1171064200,문정2동,송파구,송파구,2023,28735,4227,339.0,14.71,0.68,12.78,16.62,9.45,1409.0,0.961,9.0,433.9016,46.56
1171064600,장지동,송파구,송파구,2023,28910,4662,735.0,16.13,1.1,29.06,16.19,8.46,4662.0,0.961,9.0,570.4889,61.17
1171064700,위례동,송파구,송파구,2023,44569,3658,243.0,8.21,0.54,19.44,15.95,8.7,1219.33,0.961,9.0,372.3539,107.36
1171065000,잠실본동,송파구,송파구,2023,27854,3945,686.0,14.16,0.52,35.18,17.47,6.9,986.25,0.961,9.0,368.4023,70.47
1171067000,잠실2동,송파구,송파구,2023,34875,3939,404.0,11.29,0.49,12.57,19.12,6.42,3939.0,0.961,9.0,477.9976,20.31
1171068000,잠실3동,송파구,송파구,2023,34041,6131,561.0,18.01,0.89,12.0,18.04,6.3,2043.67,0.961,9.0,617.2895,27.15
1171069000,잠실4동,송파구,송파구,2023,21184,3018,313.0,14.25,0.9,13.42,17.4,6.83,3018.0,0.961,9.0,366.355,25.77
1171071000,잠실6동,송파구,송파구,2023,16571,3035,271.0,18.32,1.24,12.22,16.25,9.4,758.75,0.961,9.0,287.3445,31.41
1171072000,잠실7동,송파구,송파구,2023,9442,2257,214.0,23.9,1.23,11.7,18.4,11.13,2257.0,0.961,9.0,281.9444,21.0
1174053000,명일제1동,강동구,강동구,2023,25449,4312,510.0,16.94,1.12,19.09,16.03,7.29,1078.0,0.899,10.0,373.45,47.85
1174054000,명일제2동,강동구,강동구,2023,17259,2814,233.0,16.3,1.29,13.22,15.11,7.29,2814.0,0.899,10.0,308.7725,46.79
1174055000,고덕제1동,강동구,강동구,2023,23847,3027,317.0,12.69,0.77,15.73,15.01,8.63,3027.0,0.899,10.0,336.1621,40.65
1174056000,고덕제2동,강동구,강동구,2023,22729,3189,381.0,14.03,0.41,20.66,15.47,6.46,1594.5,0.899,10.0,320.3085,54.79
1174057000,암사제1동,강동구,강동구,2023,34046,6335,1191.0,18.61,0.89,28.92,17.8,7.79,3167.5,0.899,10.0,646.6979,43.06
1174058000,암사제2동,강동구,강동구,2023,14940,2554,315.0,17.1,1.15,18.99,19.94,7.21,2554.0,0.899,10.0,283.7262,43.16
1174059000,암사제3동,강동구,강동구,2023,17478,2854,275.0,16.33,1.19,13.7,16.8,6.8,2854.0,0.899,10.0,314.6146,35.19
1174060000,천호제1동,강동구,강동구,2023,26419,5518,1128.0,20.89,1.2,28.91,17.97,6.75,5518.0,0.899,10.0,610.6419,34.64
1174061000,천호제2동,강동구,강동구,2023,33237,6143,1971.0,18.48,0.57,31.12,18.81,6.73,511.92,0.899,10.0,340.8527,-3.04
1174062000,천호제3동,강동구,강동구,2023,26276,4862,1265.0,18.5,0.95,30.79,18.02,7.72,1620.67,0.899,10.0,457.8508,16.84
1174064000,성내제1동,강동구,강동구,2023,19654,3224,420.0,16.4,0.66,18.11,17.44,7.63,537.33,0.899,10.0,245.8703,32.96
1174065000,성내제2동,강동구,강동구,2023,22912,4507,932.0,19.67,0.8,31.15,18.11,7.46,751.17,0.899,10.0,344.7855,40.97
1174066000,성내제3동,강동구,강동구,2023,22793,4129,630.0,18.12,1.18,23.57,18.94,6.74,1032.25,0.899,10.0,358.8986,43.47
1174068500,길동,강동구,강동구,2023,44947,8560,1343.0,19.04,1.28,24.75,17.25,7.12,611.43,0.899,10.0,433.564,45.6
1174070000,둔촌제2동,강동구,강동구,2023,24142,4283,741.0,17.74,0.81,21.2,17.19,8.01,1070.75,0.899,10.0,373.7223,20.32
