"동별","독거노인별","항목","단위","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"장위3동","국민기초생활보장 수급권자","65~79세","","","","","","63","73","76","78","82","93","103","102","144","162","120",
"장위3동","국민기초생활보장 수급권자","80세 이상","","","","","","23","15","23","19","20","39","45","47","58","68","58",
"장위3동","저소득노인","계","","","","","","43","23","31","31","20","35","23","22","13","32","44",
"장위3동","저소득노인","65~79세","","","","","","29","19","23","22","13","24","11","11","4","18","21",
"장위3동","저소득노인","80세 이상","","","","","","14","4","8","9","7","11","12","11","9","14","23",
"장위3동","일   반","계","","","","","","385","336","347","297","370","359","266","289","252","260","544",
"장위3동","일   반","65~79세","","","","","","317","281","289","246","276","302","226","251","213","217","417",
"장위3동","일   반","80세 이상","","","","","","68","55","58","51","94","57","40","38","39","43","127",
"석관동","합계","계","","","","","","1176","1147","1186","1258","1419","1474","1690","1821","1871","1993","2908",
"석관동","합계","65~79세","","","","","","944","938","949","987","1075","1113","1293","1377","1392","1446","2044",
"석관동","합계","80세 이상","","","","","","232","209","237","271","344","361","397","444","479","547","864",
"석관동","국민기초생활보장 수급권자","계","","","","","","218","231","232","253","291","384","460","524","699","767","676",
"석관동","국민기초생활보장 수급권자","65~79세","","","","","","161","187","174","183","210","259","310","362","493","546","492",
"석관동","국민기초생활보장 수급권자","80세 이상","","","","","","57","44","58","70","81","125","150","162","206","221","184",
"석관동","저소득노인","계","","","","","","56","41","58","70","83","98","61","58","24","76","117",
"석관동","저소득노인","65~79세","","","","","","38","33","35","39","45","76","27","30","13","42","47",
"석관동","저소득노인","80세 이상","","","","","","18","8","23","31","38","22","34","28","11","34","70",
"석관동","일   반","계","","","","","","902","875","896","935","1045","992","1169","1239","1148","1150","2115",
"석관동","일   반","65~79세","","","","","","745","718","740","765","820","778","956","985","886","858","1505",
"석관동","일   반","80세 이상","","","","","","157","157","156","170","225","214","213","254","262","292","610",
"강북구","합계","계","","8839","9427","10163","11981","12588","13457","13760","14759","15653","15501","17086","25195","26603","20398","21570",
"강북구","합계","65~79세","","6769","7652","8567","9006","9639","10271","10622","11399","11441","12085","13225","18812","19325","14862","15562",
"강북구","합계","80세 이상","","2070","1775","1596","2975","2949","3186","3138","3360","4212","3416","3861","6383","7278","5536","6008",
"강북구","국민기초생활보장 수급권자","계","","1753","2048","2034","2436","2509","2705","2750","3109","3142","4455","5165","5984","6760","7635","5923",
"강북구","국민기초생활보장 수급권자","65~79세","","1229","1469","1590","1819","1907","1988","2018","2201","2281","3212","3739","4269","4705","5241","3780",
"강북구","국민기초생활보장 수급권자","80세 이상","","524","579","444","617","602","717","732","908","861","1243","1426","1715","2055","2394","2143",
"강북구","저소득노인","계","","1147","350","724","1105","1068","1057","1176","1511","1578","1221","1248","1039","854","767","1107",
"강북구","저소득노인","65~79세","","920","258","580","850","787","714","772","1010","1061","692","823","671","510","463","568",
"강북구","저소득노인","80세 이상","","227","92","144","255","281","343","404","501","517","529","425","368","344","304","539",
"강북구","일   반","계","","5939","7029","7405","8440","9011","9695","9834","10139","10933","9825","10673","18172","18989","11996","14540",
"강북구","일   반","65~79세","","4620","5925","6397","6337","6945","7569","7832","8188","8099","8181","8663","13872","14110","9158","11214",
"강북구","일   반","80세 이상","","1319","1104","1008","2103","2066","2126","2002","1951","2834","1644","2010","4300","4879","2838","3326",
"번1동","합계","계","","","","","","759","843","829","902","927","904","995","1469","1578","1207","1231",
"번1동","합계","65~79세","","","","","","592","649","653","704","691","708","770","1126","1213","921","933",
"번1동","합계","80세 이상","","","","","","167","194","176","198","236","196","225","343","365","286","298",
"번1동","국민기초생활보장 수급권자","계","","","","","","145","147","148","172","172","239","271","327","380","401","323",
"번1동","국민기초생활보장 수급권자","65~79세","","","","","","112","109","105","115","126","167","193","237","280","301","233",
"번1동","국민기초생활보장 수급권자","80세 이상","","","","","","33","38","43","57","46","72","78","90","100","100","90",
"번1동","저소득노인","계","","","","","","44","40","38","67","66","57","56","41","35","34","48",
"번1동","저소득노인","65~79세","","","","","","31","27","28","45","48","41","43","33","28","26","31",
"번1동","저소득노인","80세 이상","","","","","","13","13","10","22","18","16","13","8","7","8","17",
"번1동","일   반","계","","","","","","570","656","643","663","689","608","668","1101","1163","772","860",
"번1동","일   반","65~79세","","","","","","449","513","520","544","517","500","534","856","905","594","669",
"번1동","일   반","80세 이상","","","","","","121","143","123","119","172","108","134","245","258","178","191",
"번2동","합계","계","","","","","","714","769","813","872","936","1028","1143","1798","1894","1352","1427",
"번2동","합계","65~79세","","","","","","575","619","657","687","705","818","897","1331","1361","974","1000",
"번2동","합계","80세 이상","","","","","","139","150","156","185","231","210","246","467","533","378","427",
"번2동","국민기초생활보장 수급권자","계","","","","","","142","177","187","203","219","331","396","476","548","636","470",
"번2동","국민기초생활보장 수급권자","65~79세","","","","","","101","120","131","136","151","237","285","335","382","437","292",
"번2동","국민기초생활보장 수급권자","80세 이상","","","","","","41","57","56","67","68","94","111","141","166","199","178",
"번2동","저소득노인","계","","","","","","125","126","137","175","191","154","154","121","96","94","104",
"번2동","저소득노인","65~79세","","","","","","97","86","90","129","133","97","107","82","49","55","54",
"번2동","저소득노인","80세 이상","","","","","","28","40","47","46","58","57","47","39","47","39","50",
"번2동","일   반","계","","","","","","447","466","489","494","526","543","593","1201","1250","622","853",
"번2동","일   반","65~79세","","","","","","377","413","436","422","421","484","505","914","930","482","654",
"번2동","일   반","80세 이상","","","","","","70","53","53","72","105","59","88","287","320","140","199",
"번3동","합계","계","","","","","","768","863","942","1012","1127","1197","1328","2299","2532","1695","1740",
"번3동","합계","65~79세","","","","","","625","717","783","829","894","1005","1090","1801","1886","1217","1204",
"번3동","합계","80세 이상","","","","","","143","146","159","183","233","192","238","498","646","478","536",
"번3동","국민기초생활보장 수급권자","계","","","","","","255","279","286","325","405","516","650","782","857","1059","765",
"번3동","국민기초생활보장 수급권자","65~79세","","","","","","193","210","212","236","307","405","511","592","617","709","464",
"번3동","국민기초생활보장 수급권자","80세 이상","","","","","","62","69","74","89","98","111","139","190","240","350","301",
"번3동","저소득노인","계","","","","","","153","154","183","236","293","158","149","104","88","73","149",
"번3동","저소득노인","65~79세","","","","","","143","136","152","193","229","105","116","79","59","49","76",
